"[0.20799999999999999, 0.25600000000000001, 5635]","[0.21199999999999999, 0.252, 5652]","[0.21199999999999999, 0.252, 5669]","[0.21199999999999999, 0.25600000000000001, 5686]","[0.21199999999999999, 0.25600000000000001, 5702]","[0.21199999999999999, 0.25600000000000001, 5719]","[0.21199999999999999, 0.25600000000000001, 5736]","[0.21199999999999999, 0.25600000000000001, 5752]","[0.21199999999999999, 0.25600000000000001, 5769]","[0.21199999999999999, 0.252, 5786]","[0.19600000000000001, 0.22399999999999998, 5803]","[0.17999999999999999, 0.18799999999999994, 5818]","[0.152, 0.14800000000000002, 5836]","[0.104, 0.071999999999999953, 5852]","[0.071999999999999995, 0.016000000000000014, 5869]","[0.040000000000000001, -0.040000000000000036, 5885]","[0.0080000000000000002, -0.092000000000000082, 5902]","[-0.024, -0.1399999999999999, 5919]","[-0.075999999999999998, -0.20399999999999996, 5936]","[-0.108, -0.23999999999999999, 5952]","[-0.128, -0.26400000000000001, 5968]","[-0.13600000000000001, -0.27200000000000002, 5985]","[-0.13600000000000001, -0.27200000000000002, 6002]","[-0.13600000000000001, -0.27200000000000002, 6018]","[-0.112, -0.26400000000000001, 6035]"
"[-0.17199999999999999, 0.19999999999999996, 9271]","[-0.17199999999999999, 0.19999999999999996, 9305]","[-0.17199999999999999, 0.19999999999999996, 9321]","[-0.17199999999999999, 0.19999999999999996, 9338]","[-0.17199999999999999, 0.19999999999999996, 9354]","[-0.17199999999999999, 0.19999999999999996, 9371]","[-0.17199999999999999, 0.19999999999999996, 9389]","[-0.17199999999999999, 0.19999999999999996, 9405]","[-0.17199999999999999, 0.19999999999999996, 9422]","[-0.17199999999999999, 0.19999999999999996, 9438]","[-0.17199999999999999, 0.19999999999999996, 9454]","[-0.17199999999999999, 0.19999999999999996, 9472]","[-0.17199999999999999, 0.19999999999999996, 9488]","[-0.17199999999999999, 0.19999999999999996, 9505]","[-0.17199999999999999, 0.19999999999999996, 9521]","[-0.16800000000000001, 0.19999999999999996, 9538]","[-0.156, 0.19599999999999995, 9555]","[-0.13600000000000001, 0.18799999999999994, 9571]","[-0.12, 0.18000000000000005, 9588]","[-0.104, 0.17200000000000004, 9605]","[-0.080000000000000002, 0.15600000000000003, 9622]","[-0.068000000000000005, 0.14400000000000002, 9638]","[-0.051999999999999998, 0.13600000000000001, 9655]","[-0.032000000000000001, 0.11599999999999999, 9671]","[-0.028000000000000001, 0.11199999999999999, 9689]","[0.0, 0.095999999999999974, 9704]","[0.016, 0.087999999999999967, 9721]","[0.035999999999999997, 0.071999999999999953, 9738]","[0.051999999999999998, 0.060000000000000053, 9755]","[0.075999999999999998, 0.040000000000000036, 9771]","[0.091999999999999998, 0.024000000000000021, 9788]","[0.10000000000000001, 0.012000000000000011, 9805]","[0.112, 0.0, 9822]","[0.13200000000000001, -0.020000000000000018, 9838]","[0.14000000000000001, -0.036000000000000032, 9855]","[0.152, -0.052000000000000046, 9871]","[0.16, -0.072000000000000064, 9889]","[0.17599999999999999, -0.096000000000000085, 9905]","[0.188, -0.1080000000000001, 9922]","[0.20000000000000001, -0.12400000000000011, 9938]","[0.20799999999999999, -0.1359999999999999, 9955]","[0.22, -0.15199999999999991, 9972]","[0.22800000000000001, -0.15999999999999992, 9988]","[0.23599999999999999, -0.17199999999999993, 10004]","[0.24399999999999999, -0.18399999999999994, 10022]","[0.25600000000000001, -0.19199999999999995, 10039]","[0.26800000000000002, -0.20799999999999996, 10056]","[0.27200000000000002, -0.21199999999999997, 10072]","[0.28000000000000003, -0.21999999999999997, 10088]","[0.28399999999999997, -0.22399999999999998, 10105]","[0.28799999999999998, -0.23199999999999998, 10122]","[0.29199999999999998, -0.23999999999999999, 10139]","[0.29599999999999999, -0.23999999999999999, 10155]","[0.29599999999999999, -0.24399999999999999, 10172]","[0.29599999999999999, -0.24399999999999999, 10189]","[0.29599999999999999, -0.24399999999999999, 10206]","[0.29599999999999999, -0.24399999999999999, 10239]"
