"[-0.252, 0.21999999999999997, 5734]","[-0.25600000000000001, 0.21999999999999997, 5750]","[-0.25600000000000001, 0.21999999999999997, 5767]","[-0.224, 0.21999999999999997, 5784]","[-0.17999999999999999, 0.21599999999999997, 5801]","[-0.112, 0.21599999999999997, 5818]","[0.0040000000000000001, 0.21599999999999997, 5835]","[0.068000000000000005, 0.21599999999999997, 5851]","[0.108, 0.21999999999999997, 5867]","[0.13200000000000001, 0.21999999999999997, 5889]","[0.14000000000000001, 0.21999999999999997, 5900]","[0.14000000000000001, 0.21999999999999997, 5917]","[0.14000000000000001, 0.21999999999999997, 5935]","[0.14000000000000001, 0.21999999999999997, 5951]","[0.13600000000000001, 0.21599999999999997, 5968]"
"[-0.26000000000000001, -0.084000000000000075, 6367]","[-0.252, -0.05600000000000005, 6401]","[-0.23999999999999999, -0.044000000000000039, 6418]","[-0.22, -0.032000000000000028, 6434]","[-0.16800000000000001, -0.0040000000000000036, 6451]","[-0.12, 0.012000000000000011, 6468]","[-0.059999999999999998, 0.020000000000000018, 6484]","[0.032000000000000001, 0.012000000000000011, 6501]","[0.087999999999999995, -0.012000000000000011, 6518]","[0.13600000000000001, -0.036000000000000032, 6535]","[0.20399999999999999, -0.072000000000000064, 6551]","[0.22, -0.084000000000000075, 6569]","[0.25600000000000001, -0.1120000000000001, 6585]","[0.27200000000000002, -0.12799999999999989, 6601]","[0.28000000000000003, -0.1399999999999999, 6618]","[0.28799999999999998, -0.14799999999999991, 6635]","[0.28799999999999998, -0.15199999999999991, 6651]","[0.28799999999999998, -0.15199999999999991, 6668]","[0.28799999999999998, -0.14399999999999991, 6684]","[0.27200000000000002, -0.1319999999999999, 6701]"
"[-0.043999999999999997, 0.19999999999999996, 7502]","[-0.043999999999999997, 0.19999999999999996, 7535]","[-0.043999999999999997, 0.19999999999999996, 7552]","[-0.040000000000000001, 0.18799999999999994, 7575]","[-0.028000000000000001, 0.15600000000000003, 7585]","[-0.024, 0.14400000000000002, 7602]","[-0.016, 0.099999999999999978, 7618]","[-0.016, 0.075999999999999956, 7634]","[-0.016, 0.060000000000000053, 7652]","[-0.016, 0.044000000000000039, 7669]","[-0.012, 0.032000000000000028, 7686]","[-0.012, 0.024000000000000021, 7702]","[-0.012, 0.020000000000000018, 7718]","[-0.012, 0.020000000000000018, 7742]","[-0.012, 0.020000000000000018, 7768]","[-0.012, 0.020000000000000018, 7785]","[-0.0080000000000000002, 0.020000000000000018, 7802]"
