"[-0.19600000000000001, 0.21199999999999997, 1282]","[-0.20000000000000001, 0.21999999999999997, 1299]","[-0.20000000000000001, 0.21999999999999997, 1316]","[-0.20000000000000001, 0.21599999999999997, 1333]","[-0.20000000000000001, 0.19599999999999995, 1349]","[-0.20000000000000001, 0.15200000000000002, 1366]","[-0.188, 0.060000000000000053, 1383]","[-0.17599999999999999, -0.020000000000000018, 1400]","[-0.16800000000000001, -0.10000000000000009, 1415]","[-0.16, -0.17199999999999993, 1441]","[-0.16, -0.27600000000000002, 1466]","[-0.156, -0.32400000000000007, 1483]","[-0.156, -0.34400000000000008, 1499]","[-0.156, -0.3640000000000001, 1517]","[-0.156, -0.3680000000000001, 1532]","[-0.156, -0.3680000000000001, 1550]","[-0.152, -0.3600000000000001, 1566]","[-0.152, -0.34000000000000008, 1583]"
"[-0.17199999999999999, -0.12799999999999989, 6153]","[-0.16800000000000001, -0.080000000000000071, 6185]","[-0.152, -0.052000000000000046, 6202]","[-0.12, 0.0, 6217]","[-0.084000000000000005, 0.028000000000000025, 6235]","[-0.048000000000000001, 0.048000000000000043, 6252]","[-0.016, 0.052000000000000046, 6267]","[0.040000000000000001, 0.040000000000000036, 6284]","[0.071999999999999995, 0.0080000000000000071, 6301]","[0.10000000000000001, -0.032000000000000028, 6318]","[0.124, -0.076000000000000068, 6339]","[0.14000000000000001, -0.14399999999999991, 6351]","[0.14399999999999999, -0.18399999999999994, 6368]","[0.14399999999999999, -0.21999999999999997, 6384]","[0.14000000000000001, -0.248, 6402]","[0.12, -0.28000000000000003, 6417]","[0.071999999999999995, -0.31200000000000006, 6434]","[0.032000000000000001, -0.31600000000000006, 6451]","[-0.012, -0.31600000000000006, 6468]","[-0.071999999999999995, -0.28000000000000003, 6484]","[-0.108, -0.252, 6501]","[-0.13200000000000001, -0.22399999999999998, 6519]","[-0.14799999999999999, -0.19599999999999995, 6535]","[-0.156, -0.15199999999999991, 6551]","[-0.156, -0.12799999999999989, 6568]","[-0.156, -0.10400000000000009, 6585]","[-0.14399999999999999, -0.092000000000000082, 6601]","[-0.124, -0.080000000000000071, 6619]"
