"[-0.056000000000000001, 0.0, 9638]","[-0.051999999999999998, 0.0040000000000000036, 9655]","[-0.051999999999999998, 0.0040000000000000036, 9672]","[-0.051999999999999998, 0.0040000000000000036, 9688]","[-0.051999999999999998, 0.0040000000000000036, 9706]","[-0.051999999999999998, 0.0040000000000000036, 9722]","[-0.051999999999999998, 0.0040000000000000036, 9739]","[-0.051999999999999998, 0.0040000000000000036, 9755]","[-0.051999999999999998, 0.0040000000000000036, 9772]","[-0.051999999999999998, 0.0040000000000000036, 9789]","[-0.051999999999999998, 0.0040000000000000036, 9806]","[-0.051999999999999998, 0.0040000000000000036, 9822]","[-0.051999999999999998, 0.0040000000000000036, 9839]","[-0.051999999999999998, 0.0040000000000000036, 9856]","[-0.051999999999999998, 0.012000000000000011, 9872]","[-0.056000000000000001, 0.012000000000000011, 9889]","[-0.056000000000000001, 0.012000000000000011, 9905]","[-0.059999999999999998, 0.012000000000000011, 9922]","[-0.075999999999999998, 0.012000000000000011, 9939]","[-0.087999999999999995, 0.0080000000000000071, 9956]","[-0.108, 0.0, 9972]","[-0.124, -0.0080000000000000071, 9989]","[-0.14399999999999999, -0.020000000000000018, 10005]","[-0.156, -0.032000000000000028, 10022]","[-0.16400000000000001, -0.052000000000000046, 10040]","[-0.17999999999999999, -0.088000000000000078, 10056]","[-0.188, -0.1120000000000001, 10072]","[-0.192, -0.1359999999999999, 10089]","[-0.19600000000000001, -0.15599999999999992, 10106]","[-0.19600000000000001, -0.17199999999999993, 10122]","[-0.19600000000000001, -0.19199999999999995, 10139]","[-0.184, -0.21199999999999997, 10156]","[-0.16800000000000001, -0.22399999999999998, 10172]","[-0.14799999999999999, -0.23199999999999998, 10189]","[-0.108, -0.248, 10206]","[-0.075999999999999998, -0.252, 10223]","[-0.048000000000000001, -0.252, 10239]","[-0.0080000000000000002, -0.252, 10256]","[0.0040000000000000001, -0.252, 10272]","[0.035999999999999997, -0.248, 10289]","[0.056000000000000001, -0.23999999999999999, 10306]","[0.075999999999999998, -0.23199999999999998, 10322]","[0.091999999999999998, -0.22799999999999998, 10339]","[0.096000000000000002, -0.22399999999999998, 10356]","[0.104, -0.21199999999999997, 10389]","[0.13200000000000001, -0.17599999999999993, 10406]","[0.13600000000000001, -0.15999999999999992, 10423]","[0.13600000000000001, -0.15599999999999992, 10440]","[0.13200000000000001, -0.14799999999999991, 10456]","[0.124, -0.1359999999999999, 10473]","[0.12, -0.1319999999999999, 10489]","[0.11600000000000001, -0.12799999999999989, 10506]","[0.108, -0.12400000000000011, 10522]","[0.10000000000000001, -0.12000000000000011, 10540]","[0.096000000000000002, -0.12000000000000011, 10556]","[0.096000000000000002, -0.12000000000000011, 10573]","[0.087999999999999995, -0.1160000000000001, 10606]","[0.068000000000000005, -0.1160000000000001, 10623]","[0.064000000000000001, -0.1160000000000001, 10639]","[0.064000000000000001, -0.1160000000000001, 10656]","[0.064000000000000001, -0.1160000000000001, 10672]","[0.059999999999999998, -0.12000000000000011, 10690]"
"[0.10000000000000001, -0.020000000000000018, 23399]","[0.104, -0.012000000000000011, 23432]","[0.104, -0.012000000000000011, 23450]","[0.104, -0.012000000000000011, 23465]","[0.104, -0.016000000000000014, 23482]","[0.104, -0.016000000000000014, 23499]","[0.104, -0.016000000000000014, 23515]","[0.104, -0.016000000000000014, 23533]","[0.104, -0.016000000000000014, 23549]","[0.104, -0.016000000000000014, 23566]","[0.104, -0.016000000000000014, 23582]","[0.104, -0.016000000000000014, 23599]","[0.104, -0.016000000000000014, 23616]","[0.104, -0.016000000000000014, 23633]","[0.104, -0.016000000000000014, 23649]","[0.104, -0.016000000000000014, 23665]","[0.104, -0.016000000000000014, 23682]","[0.104, -0.016000000000000014, 23699]","[0.104, -0.016000000000000014, 23716]","[0.104, -0.016000000000000014, 23732]","[0.104, -0.016000000000000014, 23749]","[0.104, -0.016000000000000014, 23766]","[0.104, -0.016000000000000014, 23783]","[0.104, -0.016000000000000014, 23799]","[0.104, -0.016000000000000014, 23816]","[0.104, -0.016000000000000014, 23832]","[0.104, -0.016000000000000014, 23849]","[0.104, -0.016000000000000014, 23866]","[0.104, -0.016000000000000014, 23882]","[0.10000000000000001, -0.016000000000000014, 23899]","[0.096000000000000002, -0.020000000000000018, 23915]","[0.091999999999999998, -0.024000000000000021, 23932]","[0.087999999999999995, -0.028000000000000025, 23949]","[0.084000000000000005, -0.032000000000000028, 23966]","[0.075999999999999998, -0.040000000000000036, 23983]","[0.068000000000000005, -0.048000000000000043, 23999]","[0.059999999999999998, -0.05600000000000005, 24016]","[0.056000000000000001, -0.064000000000000057, 24032]","[0.048000000000000001, -0.080000000000000071, 24049]","[0.028000000000000001, -0.10400000000000009, 24066]","[0.02, -0.1160000000000001, 24083]","[0.016, -0.12799999999999989, 24099]","[0.012, -0.1359999999999999, 24116]","[0.0040000000000000001, -0.15199999999999991, 24133]","[-0.0080000000000000002, -0.16399999999999992, 24150]","[-0.02, -0.17599999999999993, 24166]","[-0.028000000000000001, -0.18399999999999994, 24183]","[-0.032000000000000001, -0.19199999999999995, 24199]","[-0.032000000000000001, -0.19599999999999995, 24217]","[-0.035999999999999997, -0.19599999999999995, 24233]","[-0.035999999999999997, -0.19999999999999996, 24250]","[-0.035999999999999997, -0.19999999999999996, 24266]","[-0.035999999999999997, -0.19999999999999996, 24283]","[-0.035999999999999997, -0.19999999999999996, 24299]","[-0.035999999999999997, -0.19999999999999996, 24317]","[-0.035999999999999997, -0.19999999999999996, 24333]","[-0.035999999999999997, -0.19999999999999996, 24350]","[-0.035999999999999997, -0.19999999999999996, 24367]","[-0.035999999999999997, -0.19999999999999996, 24383]","[-0.035999999999999997, -0.19999999999999996, 24400]","[-0.035999999999999997, -0.19999999999999996, 24417]","[-0.035999999999999997, -0.19999999999999996, 24433]"
"[-0.17599999999999999, -0.032000000000000028, 25317]","[-0.17199999999999999, -0.032000000000000028, 25350]","[-0.17199999999999999, -0.032000000000000028, 25366]","[-0.17199999999999999, -0.032000000000000028, 25384]","[-0.17199999999999999, -0.032000000000000028, 25400]","[-0.17199999999999999, -0.032000000000000028, 25417]","[-0.17199999999999999, -0.032000000000000028, 25434]","[-0.17199999999999999, -0.032000000000000028, 25451]","[-0.17199999999999999, -0.032000000000000028, 25467]","[-0.17199999999999999, -0.032000000000000028, 25483]","[-0.17199999999999999, -0.032000000000000028, 25501]","[-0.17199999999999999, -0.032000000000000028, 25517]","[-0.17199999999999999, -0.032000000000000028, 25533]","[-0.17199999999999999, -0.032000000000000028, 25551]","[-0.17199999999999999, -0.032000000000000028, 25567]","[-0.17599999999999999, -0.032000000000000028, 25584]","[-0.17599999999999999, -0.032000000000000028, 25600]","[-0.17599999999999999, -0.032000000000000028, 25617]","[-0.17599999999999999, -0.032000000000000028, 25633]","[-0.17599999999999999, -0.028000000000000025, 25651]","[-0.17599999999999999, -0.028000000000000025, 25667]","[-0.17599999999999999, -0.024000000000000021, 25684]","[-0.17599999999999999, -0.024000000000000021, 25700]","[-0.17599999999999999, -0.020000000000000018, 25718]","[-0.17599999999999999, -0.016000000000000014, 25733]","[-0.17599999999999999, -0.0080000000000000071, 25750]","[-0.17599999999999999, -0.0040000000000000036, 25767]","[-0.17999999999999999, 0.0, 25783]","[-0.17999999999999999, 0.012000000000000011, 25801]","[-0.184, 0.020000000000000018, 25818]","[-0.184, 0.036000000000000032, 25835]","[-0.188, 0.044000000000000039, 25851]","[-0.192, 0.052000000000000046, 25868]","[-0.192, 0.060000000000000053, 25884]","[-0.19600000000000001, 0.067999999999999949, 25901]","[-0.20000000000000001, 0.07999999999999996, 25917]","[-0.20399999999999999, 0.083999999999999964, 25935]","[-0.20799999999999999, 0.091999999999999971, 25951]","[-0.20799999999999999, 0.095999999999999974, 25967]","[-0.216, 0.10399999999999998, 25984]","[-0.22, 0.11599999999999999, 26001]","[-0.224, 0.12, 26018]","[-0.22800000000000001, 0.128, 26034]","[-0.23200000000000001, 0.13600000000000001, 26051]","[-0.23200000000000001, 0.14400000000000002, 26067]","[-0.23599999999999999, 0.15200000000000002, 26085]","[-0.23599999999999999, 0.16000000000000003, 26101]","[-0.23599999999999999, 0.16800000000000004, 26118]","[-0.23599999999999999, 0.17600000000000005, 26134]","[-0.23599999999999999, 0.18000000000000005, 26151]","[-0.23599999999999999, 0.18400000000000005, 26168]","[-0.23599999999999999, 0.19199999999999995, 26184]","[-0.23200000000000001, 0.20399999999999996, 26201]","[-0.22800000000000001, 0.21199999999999997, 26217]","[-0.22, 0.21599999999999997, 26235]","[-0.22, 0.21999999999999997, 26251]","[-0.216, 0.22399999999999998, 26267]","[-0.20399999999999999, 0.23599999999999999, 26285]","[-0.192, 0.23999999999999999, 26301]","[-0.184, 0.248, 26318]","[-0.17599999999999999, 0.248, 26335]","[-0.16400000000000001, 0.25600000000000001, 26351]","[-0.14799999999999999, 0.26000000000000001, 26367]","[-0.128, 0.26800000000000002, 26384]","[-0.104, 0.27600000000000002, 26401]","[-0.096000000000000002, 0.28000000000000003, 26418]","[-0.091999999999999998, 0.28000000000000003, 26435]","[-0.080000000000000002, 0.28400000000000003, 26451]","[-0.064000000000000001, 0.28800000000000003, 26468]","[-0.040000000000000001, 0.29600000000000004, 26484]","[-0.024, 0.29600000000000004, 26502]","[-0.012, 0.29600000000000004, 26518]","[0.012, 0.29600000000000004, 26534]","[0.032000000000000001, 0.29600000000000004, 26551]","[0.056000000000000001, 0.29600000000000004, 26568]","[0.075999999999999998, 0.29200000000000004, 26584]","[0.096000000000000002, 0.28800000000000003, 26601]","[0.112, 0.28400000000000003, 26617]","[0.12, 0.27600000000000002, 26635]","[0.13200000000000001, 0.27200000000000002, 26650]","[0.17999999999999999, 0.25600000000000001, 26702]","[0.188, 0.252, 26735]","[0.19600000000000001, 0.23999999999999999, 26768]","[0.20399999999999999, 0.22799999999999998, 26784]","[0.20799999999999999, 0.21999999999999997, 26801]","[0.20799999999999999, 0.21199999999999997, 26819]","[0.20799999999999999, 0.20399999999999996, 26852]","[0.20399999999999999, 0.19199999999999995, 26868]","[0.19600000000000001, 0.18400000000000005, 26884]","[0.188, 0.17200000000000004, 26901]","[0.184, 0.16400000000000003, 26917]","[0.17999999999999999, 0.16400000000000003, 26935]","[0.17599999999999999, 0.16000000000000003, 26950]","[0.17199999999999999, 0.15200000000000002, 26968]","[0.16400000000000001, 0.14400000000000002, 27002]","[0.156, 0.13600000000000001, 27035]","[0.156, 0.13200000000000001, 27051]","[0.152, 0.128, 27068]","[0.152, 0.128, 27085]","[0.152, 0.128, 27118]","[0.152, 0.128, 27151]","[0.152, 0.128, 27168]","[0.152, 0.128, 27185]","[0.152, 0.128, 27201]","[0.14799999999999999, 0.128, 27218]","[0.14399999999999999, 0.128, 27235]","[0.14000000000000001, 0.13200000000000001, 27251]","[0.13200000000000001, 0.13600000000000001, 27268]","[0.124, 0.14000000000000001, 27285]","[0.108, 0.14000000000000001, 27302]","[0.091999999999999998, 0.14000000000000001, 27318]","[0.071999999999999995, 0.13600000000000001, 27335]","[0.051999999999999998, 0.128, 27351]","[0.032000000000000001, 0.12, 27368]","[0.028000000000000001, 0.11599999999999999, 27385]","[0.02, 0.10399999999999998, 27401]","[0.016, 0.091999999999999971, 27418]","[0.016, 0.071999999999999953, 27435]","[0.016, 0.060000000000000053, 27452]","[0.028000000000000001, 0.052000000000000046, 27469]","[0.040000000000000001, 0.048000000000000043, 27485]","[0.056000000000000001, 0.040000000000000036, 27502]","[0.075999999999999998, 0.036000000000000032, 27518]","[0.087999999999999995, 0.036000000000000032, 27535]","[0.104, 0.036000000000000032, 27552]","[0.124, 0.040000000000000036, 27568]","[0.13600000000000001, 0.040000000000000036, 27585]","[0.14399999999999999, 0.048000000000000043, 27602]","[0.152, 0.05600000000000005, 27619]","[0.16400000000000001, 0.067999999999999949, 27635]","[0.17199999999999999, 0.075999999999999956, 27652]","[0.17599999999999999, 0.083999999999999964, 27668]","[0.17599999999999999, 0.087999999999999967, 27686]","[0.17599999999999999, 0.095999999999999974, 27701]","[0.17599999999999999, 0.10399999999999998, 27718]","[0.17599999999999999, 0.10799999999999998, 27735]","[0.16400000000000001, 0.11599999999999999, 27752]","[0.14799999999999999, 0.12, 27769]","[0.13600000000000001, 0.124, 27785]","[0.128, 0.128, 27802]","[0.128, 0.128, 27818]","[0.128, 0.124, 27836]"
