"[-0.12, 0.14800000000000002, 965]","[-0.128, 0.14800000000000002, 982]","[-0.128, 0.14400000000000002, 999]","[-0.128, 0.14400000000000002, 1016]","[-0.128, 0.14400000000000002, 1032]","[-0.128, 0.14400000000000002, 1049]","[-0.128, 0.14400000000000002, 1065]","[-0.124, 0.14400000000000002, 1082]","[-0.104, 0.14400000000000002, 1099]","[-0.071999999999999995, 0.14400000000000002, 1116]","[-0.012, 0.14400000000000002, 1132]","[0.024, 0.14800000000000002, 1148]","[0.048000000000000001, 0.14800000000000002, 1166]","[0.071999999999999995, 0.14800000000000002, 1182]","[0.075999999999999998, 0.14800000000000002, 1199]","[0.10000000000000001, 0.14800000000000002, 1215]","[0.128, 0.15200000000000002, 1232]","[0.14799999999999999, 0.15600000000000003, 1248]","[0.152, 0.15600000000000003, 1266]","[0.152, 0.15600000000000003, 1284]","[0.14399999999999999, 0.16000000000000003, 1299]","[0.13600000000000001, 0.16400000000000003, 1315]"
"[0.024, 0.128, 1732]","[0.024, 0.128, 1766]","[0.024, 0.128, 1784]","[0.024, 0.128, 1800]","[0.024, 0.13600000000000001, 1816]","[0.024, 0.13600000000000001, 1833]","[0.024, 0.13600000000000001, 1849]","[0.024, 0.13600000000000001, 1866]","[0.024, 0.124, 1883]","[0.024, 0.11199999999999999, 1900]","[0.024, 0.083999999999999964, 1916]","[0.028000000000000001, 0.063999999999999946, 1932]","[0.028000000000000001, 0.044000000000000039, 1949]","[0.028000000000000001, 0.028000000000000025, 1966]","[0.028000000000000001, 0.016000000000000014, 1982]","[0.028000000000000001, 0.016000000000000014, 2000]","[0.028000000000000001, 0.012000000000000011, 2016]","[0.028000000000000001, 0.012000000000000011, 2033]","[0.028000000000000001, 0.012000000000000011, 2049]","[0.032000000000000001, 0.012000000000000011, 2067]","[0.032000000000000001, 0.012000000000000011, 2082]"
"[-0.087999999999999995, -0.064000000000000057, 2566]","[-0.087999999999999995, -0.064000000000000057, 2599]","[-0.087999999999999995, -0.064000000000000057, 2616]","[-0.087999999999999995, -0.064000000000000057, 2633]","[-0.087999999999999995, -0.064000000000000057, 2649]","[-0.087999999999999995, -0.064000000000000057, 2666]","[-0.087999999999999995, -0.064000000000000057, 2683]","[-0.087999999999999995, -0.064000000000000057, 2700]","[-0.080000000000000002, -0.05600000000000005, 2717]","[-0.068000000000000005, -0.048000000000000043, 2733]","[-0.051999999999999998, -0.036000000000000032, 2750]","[-0.035999999999999997, -0.028000000000000025, 2767]","[-0.028000000000000001, -0.024000000000000021, 2784]","[-0.02, -0.020000000000000018, 2800]","[-0.0080000000000000002, -0.016000000000000014, 2816]","[0.016, -0.012000000000000011, 2833]","[0.024, -0.012000000000000011, 2850]","[0.032000000000000001, -0.012000000000000011, 2867]","[0.043999999999999997, -0.012000000000000011, 2883]","[0.064000000000000001, -0.012000000000000011, 2900]","[0.071999999999999995, -0.012000000000000011, 2917]","[0.075999999999999998, -0.012000000000000011, 2934]","[0.084000000000000005, -0.012000000000000011, 2950]","[0.096000000000000002, -0.012000000000000011, 2967]","[0.10000000000000001, -0.016000000000000014, 2983]","[0.104, -0.024000000000000021, 3000]","[0.11600000000000001, -0.036000000000000032, 3016]","[0.12, -0.044000000000000039, 3033]","[0.124, -0.052000000000000046, 3050]","[0.128, -0.060000000000000053, 3067]","[0.13600000000000001, -0.076000000000000068, 3083]","[0.13600000000000001, -0.080000000000000071, 3100]","[0.14000000000000001, -0.10000000000000009, 3117]","[0.14799999999999999, -0.1160000000000001, 3134]","[0.152, -0.12799999999999989, 3150]","[0.156, -0.1359999999999999, 3167]","[0.16, -0.14799999999999991, 3183]","[0.16, -0.15599999999999992, 3200]","[0.16400000000000001, -0.16799999999999993, 3217]","[0.16400000000000001, -0.17199999999999993, 3233]","[0.16800000000000001, -0.17999999999999994, 3251]","[0.16800000000000001, -0.18399999999999994, 3283]","[0.16800000000000001, -0.19199999999999995, 3317]","[0.17199999999999999, -0.19199999999999995, 3334]","[0.17199999999999999, -0.19199999999999995, 3350]","[0.17199999999999999, -0.19199999999999995, 3367]","[0.17199999999999999, -0.19199999999999995, 3400]","[0.156, -0.17599999999999993, 3417]"
