"[0.16, 0.18400000000000005, 1182]","[0.16, 0.18400000000000005, 1199]","[0.16, 0.18400000000000005, 1215]","[0.16, 0.18400000000000005, 1234]","[0.16, 0.18400000000000005, 1248]","[0.16, 0.18400000000000005, 1266]","[0.16, 0.18400000000000005, 1282]","[0.16, 0.18400000000000005, 1300]","[0.16, 0.18400000000000005, 1316]","[0.16, 0.18400000000000005, 1333]","[0.16, 0.18400000000000005, 1349]","[0.16, 0.18400000000000005, 1367]","[0.152, 0.18400000000000005, 1382]","[0.14399999999999999, 0.17600000000000005, 1400]","[0.12, 0.14400000000000002, 1415]","[0.096000000000000002, 0.11599999999999999, 1434]","[0.071999999999999995, 0.083999999999999964, 1448]","[0.048000000000000001, 0.05600000000000005, 1467]","[0.024, 0.032000000000000028, 1482]","[-0.016, -0.016000000000000014, 1500]","[-0.048000000000000001, -0.052000000000000046, 1515]","[-0.068000000000000005, -0.080000000000000071, 1534]","[-0.087999999999999995, -0.10400000000000009, 1549]","[-0.096000000000000002, -0.1160000000000001, 1567]","[-0.104, -0.12799999999999989, 1582]","[-0.11600000000000001, -0.14799999999999991, 1600]","[-0.128, -0.15999999999999992, 1615]","[-0.13200000000000001, -0.16399999999999992, 1633]","[-0.13200000000000001, -0.16399999999999992, 1649]","[-0.13200000000000001, -0.16799999999999993, 1667]","[-0.13200000000000001, -0.16799999999999993, 1682]","[-0.13200000000000001, -0.16799999999999993, 1700]","[-0.13200000000000001, -0.16799999999999993, 1716]","[-0.13200000000000001, -0.16799999999999993, 1733]","[-0.13200000000000001, -0.16799999999999993, 1748]"
"[-0.14000000000000001, 0.16000000000000003, 2216]","[-0.14399999999999999, 0.15600000000000003, 2249]","[-0.14799999999999999, 0.15200000000000002, 2267]","[-0.14799999999999999, 0.14800000000000002, 2282]","[-0.14399999999999999, 0.14400000000000002, 2300]","[-0.14399999999999999, 0.14400000000000002, 2316]","[-0.14000000000000001, 0.13600000000000001, 2334]","[-0.13600000000000001, 0.13200000000000001, 2349]","[-0.13600000000000001, 0.124, 2367]","[-0.128, 0.12, 2383]","[-0.11600000000000001, 0.10799999999999998, 2401]","[-0.108, 0.10399999999999998, 2416]","[-0.091999999999999998, 0.091999999999999971, 2434]","[-0.059999999999999998, 0.067999999999999949, 2450]","[-0.035999999999999997, 0.048000000000000043, 2468]","[-0.0080000000000000002, 0.024000000000000021, 2483]","[0.024, -0.0040000000000000036, 2501]","[0.051999999999999998, -0.028000000000000025, 2516]","[0.075999999999999998, -0.052000000000000046, 2534]","[0.112, -0.076000000000000068, 2550]","[0.13200000000000001, -0.084000000000000075, 2568]","[0.152, -0.092000000000000082, 2583]","[0.16800000000000001, -0.1080000000000001, 2601]","[0.17599999999999999, -0.12000000000000011, 2616]","[0.17999999999999999, -0.12400000000000011, 2634]","[0.184, -0.12799999999999989, 2649]","[0.184, -0.1319999999999999, 2668]","[0.184, -0.1319999999999999, 2683]","[0.184, -0.1359999999999999, 2701]","[0.184, -0.1359999999999999, 2716]","[0.184, -0.1359999999999999, 2734]","[0.184, -0.1359999999999999, 2750]","[0.184, -0.1359999999999999, 2767]","[0.184, -0.1399999999999999, 2783]"
