"[-0.224, 0.16800000000000004, 6937]","[-0.22, 0.17200000000000004, 6954]","[-0.20799999999999999, 0.17200000000000004, 6971]","[-0.192, 0.17600000000000005, 6988]","[-0.16800000000000001, 0.18000000000000005, 7004]","[-0.124, 0.18799999999999994, 7020]","[-0.091999999999999998, 0.19599999999999995, 7037]","[-0.056000000000000001, 0.20399999999999996, 7054]","[-0.024, 0.21199999999999997, 7071]","[0.0080000000000000002, 0.21999999999999997, 7088]","[0.02, 0.21999999999999997, 7104]","[0.024, 0.21999999999999997, 7120]","[0.024, 0.21999999999999997, 7137]","[0.028000000000000001, 0.21999999999999997, 7154]"
"[-0.14000000000000001, 0.18000000000000005, 7571]","[-0.14000000000000001, 0.18000000000000005, 7594]","[-0.14000000000000001, 0.18000000000000005, 7604]","[-0.14000000000000001, 0.18000000000000005, 7622]","[-0.14000000000000001, 0.18000000000000005, 7637]","[-0.14000000000000001, 0.18000000000000005, 7654]","[-0.14000000000000001, 0.18000000000000005, 7671]","[-0.14000000000000001, 0.18000000000000005, 7687]","[-0.14000000000000001, 0.18000000000000005, 7705]","[-0.14000000000000001, 0.18000000000000005, 7721]","[-0.14000000000000001, 0.18000000000000005, 7737]","[-0.13600000000000001, 0.18400000000000005, 7755]","[-0.128, 0.18000000000000005, 7771]","[-0.11600000000000001, 0.17200000000000004, 7788]","[-0.108, 0.16000000000000003, 7805]","[-0.087999999999999995, 0.14000000000000001, 7822]","[-0.071999999999999995, 0.12, 7838]","[-0.064000000000000001, 0.10399999999999998, 7855]","[-0.056000000000000001, 0.087999999999999967, 7871]","[-0.048000000000000001, 0.07999999999999996, 7888]","[-0.043999999999999997, 0.063999999999999946, 7904]","[-0.043999999999999997, 0.060000000000000053, 7921]","[-0.040000000000000001, 0.05600000000000005, 7938]","[-0.040000000000000001, 0.052000000000000046, 7955]","[-0.040000000000000001, 0.048000000000000043, 7972]"
"[-0.188, 0.012000000000000011, 8371]","[-0.188, 0.012000000000000011, 8405]","[-0.188, 0.012000000000000011, 8422]","[-0.17599999999999999, 0.024000000000000021, 8438]","[-0.16800000000000001, 0.032000000000000028, 8455]","[-0.152, 0.044000000000000039, 8472]","[-0.13600000000000001, 0.052000000000000046, 8489]","[-0.12, 0.060000000000000053, 8506]","[-0.10000000000000001, 0.071999999999999953, 8521]","[-0.084000000000000005, 0.07999999999999996, 8539]","[-0.068000000000000005, 0.083999999999999964, 8555]","[-0.048000000000000001, 0.087999999999999967, 8571]","[-0.02, 0.095999999999999974, 8588]","[0.0, 0.095999999999999974, 8605]","[0.024, 0.095999999999999974, 8622]","[0.043999999999999997, 0.095999999999999974, 8639]","[0.075999999999999998, 0.083999999999999964, 8656]","[0.096000000000000002, 0.071999999999999953, 8672]","[0.112, 0.05600000000000005, 8689]","[0.128, 0.040000000000000036, 8705]","[0.14000000000000001, 0.024000000000000021, 8722]","[0.16, 0.0, 8738]","[0.16800000000000001, -0.020000000000000018, 8755]","[0.17999999999999999, -0.036000000000000032, 8772]","[0.188, -0.05600000000000005, 8788]","[0.192, -0.064000000000000057, 8805]","[0.192, -0.064000000000000057, 8821]","[0.192, -0.06800000000000006, 8839]","[0.192, -0.06800000000000006, 8855]","[0.192, -0.06800000000000006, 8872]","[0.192, -0.06800000000000006, 8888]","[0.192, -0.072000000000000064, 8906]"
