"[-0.29199999999999998, -0.24399999999999999, 1536]","[-0.29999999999999999, -0.24399999999999999, 1550]","[-0.29999999999999999, -0.24399999999999999, 1569]","[-0.29999999999999999, -0.24399999999999999, 1584]","[-0.29999999999999999, -0.23599999999999999, 1600]","[-0.29999999999999999, -0.23199999999999998, 1617]","[-0.29999999999999999, -0.22399999999999998, 1633]","[-0.29999999999999999, -0.21199999999999997, 1650]","[-0.29999999999999999, -0.19999999999999996, 1668]","[-0.29599999999999999, -0.17599999999999993, 1684]","[-0.29599999999999999, -0.15599999999999992, 1701]","[-0.29599999999999999, -0.1319999999999999, 1717]","[-0.29599999999999999, -0.1080000000000001, 1733]","[-0.29599999999999999, -0.072000000000000064, 1750]","[-0.29599999999999999, -0.052000000000000046, 1767]","[-0.29599999999999999, -0.028000000000000025, 1784]","[-0.29599999999999999, -0.012000000000000011, 1800]","[-0.29599999999999999, 0.0080000000000000071, 1817]","[-0.29599999999999999, 0.012000000000000011, 1834]","[-0.29599999999999999, 0.012000000000000011, 1850]","[-0.29599999999999999, 0.016000000000000014, 1867]","[-0.29599999999999999, 0.016000000000000014, 1884]","[-0.29599999999999999, 0.016000000000000014, 1900]","[-0.29599999999999999, 0.016000000000000014, 1917]","[-0.29599999999999999, 0.016000000000000014, 1934]","[-0.29599999999999999, 0.016000000000000014, 1950]","[-0.29599999999999999, 0.016000000000000014, 1968]","[-0.29599999999999999, 0.016000000000000014, 1983]","[-0.29599999999999999, 0.0080000000000000071, 2001]"
"[-0.28399999999999997, -0.06800000000000006, 2117]","[-0.28000000000000003, -0.072000000000000064, 2149]","[-0.28000000000000003, -0.072000000000000064, 2162]","[-0.28000000000000003, -0.072000000000000064, 2176]","[-0.28399999999999997, -0.072000000000000064, 2189]","[-0.28399999999999997, -0.072000000000000064, 2202]","[-0.28399999999999997, -0.072000000000000064, 2219]","[-0.28399999999999997, -0.072000000000000064, 2234]","[-0.28399999999999997, -0.072000000000000064, 2252]","[-0.28399999999999997, -0.072000000000000064, 2268]","[-0.28399999999999997, -0.072000000000000064, 2285]","[-0.28399999999999997, -0.072000000000000064, 2301]","[-0.28399999999999997, -0.072000000000000064, 2317]","[-0.28399999999999997, -0.072000000000000064, 2335]","[-0.28399999999999997, -0.06800000000000006, 2352]","[-0.28399999999999997, -0.064000000000000057, 2369]","[-0.28399999999999997, -0.052000000000000046, 2385]","[-0.28399999999999997, -0.048000000000000043, 2401]","[-0.28000000000000003, -0.032000000000000028, 2417]","[-0.27600000000000002, -0.020000000000000018, 2436]","[-0.26800000000000002, -0.0040000000000000036, 2451]","[-0.24399999999999999, 0.016000000000000014, 2467]","[-0.22800000000000001, 0.024000000000000021, 2485]","[-0.216, 0.028000000000000025, 2501]","[-0.20399999999999999, 0.028000000000000025, 2518]","[-0.19600000000000001, 0.024000000000000021, 2534]","[-0.188, 0.0080000000000000071, 2551]","[-0.17199999999999999, -0.028000000000000025, 2568]","[-0.16400000000000001, -0.05600000000000005, 2584]","[-0.16, -0.084000000000000075, 2601]","[-0.152, -0.1160000000000001, 2618]","[-0.14799999999999999, -0.1359999999999999, 2634]","[-0.14399999999999999, -0.15199999999999991, 2650]","[-0.14399999999999999, -0.16399999999999992, 2668]","[-0.14000000000000001, -0.17999999999999994, 2685]","[-0.13600000000000001, -0.18399999999999994, 2701]","[-0.13600000000000001, -0.19199999999999995, 2718]","[-0.13600000000000001, -0.19599999999999995, 2735]","[-0.13600000000000001, -0.19999999999999996, 2751]","[-0.13600000000000001, -0.20399999999999996, 2768]","[-0.13600000000000001, -0.20399999999999996, 2785]","[-0.13600000000000001, -0.20399999999999996, 2800]","[-0.13600000000000001, -0.20399999999999996, 2818]","[-0.13600000000000001, -0.19599999999999995, 2835]","[-0.14000000000000001, -0.17599999999999993, 2851]","[-0.14399999999999999, -0.14799999999999991, 2868]","[-0.152, -0.1160000000000001, 2889]","[-0.16, -0.064000000000000057, 2909]","[-0.16400000000000001, -0.012000000000000011, 2934]","[-0.16400000000000001, 0.024000000000000021, 2951]","[-0.16, 0.048000000000000043, 2974]","[-0.152, 0.067999999999999949, 3001]","[-0.13600000000000001, 0.07999999999999996, 3029]","[-0.10000000000000001, 0.083999999999999964, 3051]","[-0.068000000000000005, 0.083999999999999964, 3068]","[-0.048000000000000001, 0.075999999999999956, 3095]","[-0.012, 0.044000000000000039, 3118]","[0.0040000000000000001, 0.0040000000000000036, 3149]","[0.02, -0.052000000000000046, 3168]","[0.028000000000000001, -0.092000000000000082, 3188]","[0.035999999999999997, -0.1160000000000001, 3214]","[0.043999999999999997, -0.14399999999999991, 3235]","[0.048000000000000001, -0.15999999999999992, 3255]","[0.048000000000000001, -0.17599999999999993, 3282]","[0.051999999999999998, -0.18399999999999994, 3302]","[0.051999999999999998, -0.18799999999999994, 3321]","[0.051999999999999998, -0.18799999999999994, 3348]","[0.048000000000000001, -0.17599999999999993, 3368]"
