"[-0.20799999999999999, 0.248, 1066]","[-0.22, 0.248, 1083]","[-0.224, 0.248, 1099]","[-0.22800000000000001, 0.248, 1116]","[-0.23200000000000001, 0.248, 1132]","[-0.23200000000000001, 0.248, 1149]","[-0.23599999999999999, 0.248, 1166]","[-0.23599999999999999, 0.248, 1183]","[-0.23599999999999999, 0.248, 1199]","[-0.23599999999999999, 0.248, 1217]","[-0.23599999999999999, 0.248, 1233]","[-0.23200000000000001, 0.248, 1249]","[-0.224, 0.24399999999999999, 1266]","[-0.20000000000000001, 0.24399999999999999, 1282]","[-0.14799999999999999, 0.23999999999999999, 1300]","[-0.091999999999999998, 0.23999999999999999, 1316]","[-0.032000000000000001, 0.23999999999999999, 1335]","[0.028000000000000001, 0.24399999999999999, 1349]","[0.087999999999999995, 0.25600000000000001, 1367]","[0.152, 0.27200000000000002, 1383]","[0.17599999999999999, 0.27600000000000002, 1400]","[0.184, 0.28000000000000003, 1416]","[0.184, 0.28000000000000003, 1433]","[0.184, 0.28000000000000003, 1449]","[0.184, 0.28000000000000003, 1466]","[0.184, 0.28000000000000003, 1482]","[0.184, 0.28000000000000003, 1499]","[0.184, 0.28000000000000003, 1516]","[0.184, 0.28000000000000003, 1533]","[0.184, 0.28000000000000003, 1550]","[0.184, 0.28000000000000003, 1566]","[0.184, 0.28000000000000003, 1583]"
"[-0.032000000000000001, 0.23599999999999999, 2116]","[-0.028000000000000001, 0.23999999999999999, 2150]","[-0.028000000000000001, 0.23999999999999999, 2166]","[-0.028000000000000001, 0.23999999999999999, 2183]","[-0.028000000000000001, 0.23999999999999999, 2200]","[-0.028000000000000001, 0.23999999999999999, 2217]","[-0.028000000000000001, 0.23999999999999999, 2233]","[-0.028000000000000001, 0.23999999999999999, 2250]","[-0.028000000000000001, 0.23999999999999999, 2267]","[-0.028000000000000001, 0.23999999999999999, 2284]","[-0.028000000000000001, 0.23999999999999999, 2300]","[-0.028000000000000001, 0.23999999999999999, 2317]","[-0.028000000000000001, 0.23999999999999999, 2336]","[-0.028000000000000001, 0.23999999999999999, 2350]","[-0.028000000000000001, 0.23199999999999998, 2366]","[-0.028000000000000001, 0.21999999999999997, 2384]","[-0.032000000000000001, 0.20399999999999996, 2400]","[-0.035999999999999997, 0.18000000000000005, 2417]","[-0.035999999999999997, 0.16400000000000003, 2434]","[-0.040000000000000001, 0.15200000000000002, 2450]","[-0.040000000000000001, 0.14000000000000001, 2467]","[-0.040000000000000001, 0.124, 2483]","[-0.040000000000000001, 0.10799999999999998, 2500]","[-0.040000000000000001, 0.095999999999999974, 2517]","[-0.040000000000000001, 0.075999999999999956, 2533]","[-0.040000000000000001, 0.067999999999999949, 2550]","[-0.040000000000000001, 0.044000000000000039, 2567]","[-0.040000000000000001, 0.028000000000000025, 2583]","[-0.040000000000000001, 0.012000000000000011, 2601]","[-0.035999999999999997, -0.012000000000000011, 2617]","[-0.035999999999999997, -0.024000000000000021, 2633]","[-0.032000000000000001, -0.036000000000000032, 2651]","[-0.028000000000000001, -0.044000000000000039, 2667]","[-0.028000000000000001, -0.052000000000000046, 2684]","[-0.024, -0.060000000000000053, 2701]","[-0.02, -0.064000000000000057, 2717]","[-0.012, -0.072000000000000064, 2736]","[-0.0080000000000000002, -0.080000000000000071, 2751]","[-0.0040000000000000001, -0.084000000000000075, 2768]","[0.0040000000000000001, -0.088000000000000078, 2784]","[0.012, -0.092000000000000082, 2800]","[0.035999999999999997, -0.092000000000000082, 2817]","[0.048000000000000001, -0.092000000000000082, 2836]","[0.068000000000000005, -0.092000000000000082, 2867]","[0.075999999999999998, -0.092000000000000082, 2886]","[0.080000000000000002, -0.092000000000000082, 2902]","[0.084000000000000005, -0.092000000000000082, 2918]","[0.087999999999999995, -0.092000000000000082, 2934]","[0.10000000000000001, -0.092000000000000082, 2950]","[0.112, -0.092000000000000082, 2968]","[0.124, -0.088000000000000078, 2984]","[0.128, -0.088000000000000078, 3000]","[0.128, -0.088000000000000078, 3017]","[0.128, -0.088000000000000078, 3034]","[0.128, -0.088000000000000078, 3051]","[0.128, -0.088000000000000078, 3070]","[0.128, -0.088000000000000078, 3086]","[0.128, -0.088000000000000078, 3104]","[0.128, -0.088000000000000078, 3134]"
"[-0.035999999999999997, 0.036000000000000032, 3918]","[-0.032000000000000001, 0.036000000000000032, 3969]","[-0.028000000000000001, 0.036000000000000032, 3984]","[-0.028000000000000001, 0.036000000000000032, 4001]","[-0.028000000000000001, 0.036000000000000032, 4018]","[-0.028000000000000001, 0.036000000000000032, 4035]","[-0.028000000000000001, 0.036000000000000032, 4051]","[-0.028000000000000001, 0.036000000000000032, 4068]","[-0.028000000000000001, 0.032000000000000028, 4084]","[-0.028000000000000001, 0.032000000000000028, 4102]","[-0.028000000000000001, 0.032000000000000028, 4118]","[-0.028000000000000001, 0.032000000000000028, 4135]","[-0.028000000000000001, 0.032000000000000028, 4151]","[-0.028000000000000001, 0.032000000000000028, 4168]","[-0.028000000000000001, 0.032000000000000028, 4185]","[-0.028000000000000001, 0.032000000000000028, 4201]","[-0.032000000000000001, 0.032000000000000028, 4218]","[-0.035999999999999997, 0.032000000000000028, 4235]","[-0.035999999999999997, 0.032000000000000028, 4252]","[-0.040000000000000001, 0.032000000000000028, 4268]","[-0.043999999999999997, 0.032000000000000028, 4285]","[-0.051999999999999998, 0.032000000000000028, 4301]","[-0.059999999999999998, 0.032000000000000028, 4319]","[-0.068000000000000005, 0.032000000000000028, 4338]","[-0.071999999999999995, 0.032000000000000028, 4354]","[-0.075999999999999998, 0.032000000000000028, 4368]","[-0.080000000000000002, 0.032000000000000028, 4385]","[-0.087999999999999995, 0.032000000000000028, 4402]","[-0.096000000000000002, 0.028000000000000025, 4419]","[-0.10000000000000001, 0.028000000000000025, 4435]","[-0.112, 0.024000000000000021, 4452]","[-0.112, 0.024000000000000021, 4469]","[-0.11600000000000001, 0.020000000000000018, 4485]","[-0.12, 0.020000000000000018, 4502]","[-0.124, 0.020000000000000018, 4518]","[-0.128, 0.020000000000000018, 4535]","[-0.13200000000000001, 0.016000000000000014, 4552]","[-0.14000000000000001, 0.012000000000000011, 4568]","[-0.14399999999999999, 0.012000000000000011, 4585]","[-0.14799999999999999, 0.0080000000000000071, 4602]","[-0.152, 0.0040000000000000036, 4636]","[-0.16, -0.0040000000000000036, 4654]","[-0.16400000000000001, -0.0040000000000000036, 4668]","[-0.16800000000000001, -0.0080000000000000071, 4685]","[-0.16800000000000001, -0.012000000000000011, 4703]","[-0.16800000000000001, -0.012000000000000011, 4719]","[-0.16800000000000001, -0.016000000000000014, 4735]","[-0.17199999999999999, -0.020000000000000018, 4755]","[-0.17199999999999999, -0.024000000000000021, 4786]","[-0.17599999999999999, -0.036000000000000032, 4819]","[-0.17599999999999999, -0.036000000000000032, 4852]","[-0.17599999999999999, -0.040000000000000036, 4885]","[-0.17599999999999999, -0.040000000000000036, 4919]","[-0.17599999999999999, -0.040000000000000036, 4953]","[-0.17599999999999999, -0.040000000000000036, 4986]","[-0.17599999999999999, -0.040000000000000036, 5003]","[-0.17599999999999999, -0.044000000000000039, 5020]"
