"[-0.26000000000000001, 0.14400000000000002, 1197]","[-0.26000000000000001, 0.14400000000000002, 1214]","[-0.26000000000000001, 0.14400000000000002, 1230]","[-0.26000000000000001, 0.14400000000000002, 1247]","[-0.26000000000000001, 0.14400000000000002, 1263]","[-0.24399999999999999, 0.14800000000000002, 1280]","[-0.22, 0.15200000000000002, 1297]","[-0.184, 0.15200000000000002, 1314]","[-0.14399999999999999, 0.15200000000000002, 1329]","[-0.10000000000000001, 0.15200000000000002, 1346]","[-0.024, 0.15200000000000002, 1364]","[0.024, 0.15200000000000002, 1380]","[0.068000000000000005, 0.15200000000000002, 1397]","[0.11600000000000001, 0.14800000000000002, 1413]","[0.14000000000000001, 0.14800000000000002, 1430]","[0.16, 0.14800000000000002, 1447]","[0.184, 0.14800000000000002, 1464]","[0.19600000000000001, 0.15200000000000002, 1481]","[0.20399999999999999, 0.15200000000000002, 1497]","[0.20799999999999999, 0.15200000000000002, 1514]","[0.20799999999999999, 0.15200000000000002, 1531]","[0.20799999999999999, 0.15200000000000002, 1547]","[0.20799999999999999, 0.15200000000000002, 1563]"
"[-0.068000000000000005, 0.15600000000000003, 1996]","[-0.068000000000000005, 0.15600000000000003, 2030]","[-0.068000000000000005, 0.14800000000000002, 2047]","[-0.068000000000000005, 0.13200000000000001, 2064]","[-0.068000000000000005, 0.10399999999999998, 2080]","[-0.068000000000000005, 0.048000000000000043, 2097]","[-0.068000000000000005, 0.0, 2113]","[-0.068000000000000005, -0.048000000000000043, 2131]","[-0.059999999999999998, -0.092000000000000082, 2147]","[-0.051999999999999998, -0.15199999999999991, 2163]","[-0.048000000000000001, -0.18399999999999994, 2181]","[-0.035999999999999997, -0.21199999999999997, 2197]","[-0.016, -0.23599999999999999, 2213]","[0.0040000000000000001, -0.24399999999999999, 2230]","[0.028000000000000001, -0.24399999999999999, 2247]","[0.051999999999999998, -0.24399999999999999, 2263]","[0.071999999999999995, -0.23999999999999999, 2281]","[0.087999999999999995, -0.23599999999999999, 2296]","[0.091999999999999998, -0.23199999999999998, 2314]","[0.096000000000000002, -0.22799999999999998, 2331]","[0.104, -0.22399999999999998, 2350]","[0.112, -0.21999999999999997, 2364]","[0.11600000000000001, -0.21199999999999997, 2381]","[0.124, -0.20799999999999996, 2397]","[0.128, -0.20399999999999996, 2414]","[0.13200000000000001, -0.19999999999999996, 2430]","[0.13200000000000001, -0.19999999999999996, 2447]","[0.13200000000000001, -0.19999999999999996, 2464]"
"[-0.071999999999999995, -0.044000000000000039, 3114]","[-0.071999999999999995, -0.044000000000000039, 3148]","[-0.084000000000000005, -0.040000000000000036, 3164]","[-0.104, -0.040000000000000036, 3180]","[-0.112, -0.040000000000000036, 3197]","[-0.152, -0.040000000000000036, 3214]","[-0.188, -0.044000000000000039, 3231]","[-0.224, -0.048000000000000043, 3247]","[-0.25600000000000001, -0.060000000000000053, 3264]","[-0.27200000000000002, -0.076000000000000068, 3281]","[-0.28399999999999997, -0.10000000000000009, 3297]","[-0.28799999999999998, -0.12400000000000011, 3314]","[-0.29599999999999999, -0.15199999999999991, 3330]","[-0.29599999999999999, -0.16399999999999992, 3347]","[-0.29999999999999999, -0.17199999999999993, 3366]","[-0.29999999999999999, -0.17199999999999993, 3381]","[-0.29999999999999999, -0.17199999999999993, 3398]","[-0.29999999999999999, -0.17199999999999993, 3415]"
