"[-0.087999999999999995, 0.12, 1032]","[-0.084000000000000005, 0.12, 1047]","[-0.084000000000000005, 0.11599999999999999, 1066]","[-0.084000000000000005, 0.11599999999999999, 1081]","[-0.084000000000000005, 0.11599999999999999, 1098]","[-0.084000000000000005, 0.11599999999999999, 1114]","[-0.084000000000000005, 0.11599999999999999, 1132]","[-0.084000000000000005, 0.11599999999999999, 1148]","[-0.084000000000000005, 0.10799999999999998, 1165]","[-0.084000000000000005, 0.087999999999999967, 1181]","[-0.080000000000000002, 0.060000000000000053, 1199]","[-0.080000000000000002, 0.016000000000000014, 1215]","[-0.075999999999999998, -0.012000000000000011, 1234]","[-0.075999999999999998, -0.040000000000000036, 1248]","[-0.075999999999999998, -0.052000000000000046, 1265]","[-0.071999999999999995, -0.10000000000000009, 1281]","[-0.071999999999999995, -0.1399999999999999, 1298]","[-0.068000000000000005, -0.17999999999999994, 1315]","[-0.059999999999999998, -0.21199999999999997, 1332]","[-0.056000000000000001, -0.23599999999999999, 1348]","[-0.056000000000000001, -0.24399999999999999, 1365]","[-0.056000000000000001, -0.252, 1381]","[-0.056000000000000001, -0.26000000000000001, 1398]","[-0.056000000000000001, -0.26400000000000001, 1415]","[-0.056000000000000001, -0.26800000000000002, 1431]","[-0.056000000000000001, -0.27600000000000002, 1448]","[-0.056000000000000001, -0.28000000000000003, 1466]","[-0.056000000000000001, -0.28400000000000003, 1482]","[-0.056000000000000001, -0.28400000000000003, 1499]"
"[-0.043999999999999997, -0.096000000000000085, 1966]","[-0.051999999999999998, -0.096000000000000085, 1999]","[-0.051999999999999998, -0.096000000000000085, 2015]","[-0.051999999999999998, -0.096000000000000085, 2032]","[-0.051999999999999998, -0.096000000000000085, 2049]","[-0.051999999999999998, -0.092000000000000082, 2065]","[-0.048000000000000001, -0.088000000000000078, 2083]","[-0.035999999999999997, -0.076000000000000068, 2098]","[-0.024, -0.064000000000000057, 2116]","[-0.0040000000000000001, -0.048000000000000043, 2133]","[0.035999999999999997, -0.012000000000000011, 2149]","[0.064000000000000001, 0.0080000000000000071, 2165]","[0.087999999999999995, 0.028000000000000025, 2183]","[0.104, 0.040000000000000036, 2198]","[0.112, 0.044000000000000039, 2216]","[0.112, 0.044000000000000039, 2232]","[0.112, 0.044000000000000039, 2250]","[0.112, 0.044000000000000039, 2265]","[0.11600000000000001, 0.044000000000000039, 2282]","[0.12, 0.048000000000000043, 2299]"
"[-0.035999999999999997, -0.10400000000000009, 2866]","[-0.035999999999999997, -0.10400000000000009, 2900]","[-0.035999999999999997, -0.10400000000000009, 2916]","[-0.035999999999999997, -0.10400000000000009, 2933]","[-0.035999999999999997, -0.10400000000000009, 2949]","[-0.035999999999999997, -0.1080000000000001, 2966]","[-0.035999999999999997, -0.1120000000000001, 2983]","[-0.028000000000000001, -0.12000000000000011, 3000]","[-0.02, -0.12799999999999989, 3016]","[-0.0080000000000000002, -0.1359999999999999, 3033]","[0.0040000000000000001, -0.14799999999999991, 3050]","[0.02, -0.16799999999999993, 3066]","[0.048000000000000001, -0.18799999999999994, 3082]","[0.068000000000000005, -0.19999999999999996, 3099]","[0.087999999999999995, -0.21199999999999997, 3116]","[0.108, -0.22399999999999998, 3133]","[0.12, -0.23199999999999998, 3149]","[0.13200000000000001, -0.23999999999999999, 3165]","[0.14000000000000001, -0.24399999999999999, 3182]","[0.14399999999999999, -0.248, 3200]","[0.156, -0.252, 3217]","[0.16400000000000001, -0.25600000000000001, 3232]","[0.16400000000000001, -0.26000000000000001, 3250]","[0.16400000000000001, -0.26400000000000001, 3267]","[0.16800000000000001, -0.26400000000000001, 3284]","[0.16800000000000001, -0.26400000000000001, 3300]","[0.16800000000000001, -0.26400000000000001, 3315]","[0.16800000000000001, -0.26400000000000001, 3333]","[0.16800000000000001, -0.26400000000000001, 3350]"
