"[-0.224, 0.11199999999999999, 1283]","[-0.22800000000000001, 0.11199999999999999, 1300]","[-0.22800000000000001, 0.11199999999999999, 1317]","[-0.224, 0.11199999999999999, 1333]","[-0.20399999999999999, 0.10799999999999998, 1351]","[-0.184, 0.10799999999999998, 1367]","[-0.152, 0.10799999999999998, 1384]","[-0.11600000000000001, 0.11199999999999999, 1401]","[-0.051999999999999998, 0.11599999999999999, 1418]","[-0.012, 0.11599999999999999, 1434]","[0.016, 0.11599999999999999, 1450]","[0.035999999999999997, 0.11199999999999999, 1468]","[0.043999999999999997, 0.10799999999999998, 1484]"
"[-0.112, 0.087999999999999967, 1951]","[-0.11600000000000001, 0.087999999999999967, 1984]","[-0.11600000000000001, 0.087999999999999967, 2001]","[-0.11600000000000001, 0.087999999999999967, 2017]","[-0.11600000000000001, 0.087999999999999967, 2035]","[-0.11600000000000001, 0.087999999999999967, 2051]","[-0.11600000000000001, 0.083999999999999964, 2068]","[-0.11600000000000001, 0.075999999999999956, 2085]","[-0.11600000000000001, 0.071999999999999953, 2101]","[-0.11600000000000001, 0.067999999999999949, 2118]","[-0.11600000000000001, 0.067999999999999949, 2134]","[-0.11600000000000001, 0.067999999999999949, 2151]","[-0.11600000000000001, 0.063999999999999946, 2167]","[-0.112, 0.060000000000000053, 2184]","[-0.112, 0.060000000000000053, 2201]","[-0.112, 0.05600000000000005, 2218]","[-0.112, 0.052000000000000046, 2235]","[-0.112, 0.048000000000000043, 2251]","[-0.108, 0.044000000000000039, 2268]","[-0.108, 0.040000000000000036, 2285]","[-0.104, 0.032000000000000028, 2301]","[-0.104, 0.024000000000000021, 2317]","[-0.10000000000000001, 0.016000000000000014, 2335]","[-0.096000000000000002, 0.0080000000000000071, 2351]","[-0.091999999999999998, 0.0, 2368]","[-0.087999999999999995, -0.016000000000000014, 2384]","[-0.084000000000000005, -0.024000000000000021, 2401]","[-0.084000000000000005, -0.036000000000000032, 2417]","[-0.080000000000000002, -0.05600000000000005, 2434]","[-0.075999999999999998, -0.072000000000000064, 2451]","[-0.075999999999999998, -0.088000000000000078, 2467]","[-0.075999999999999998, -0.10000000000000009, 2484]","[-0.075999999999999998, -0.12000000000000011, 2501]","[-0.075999999999999998, -0.12799999999999989, 2518]","[-0.080000000000000002, -0.1399999999999999, 2535]","[-0.084000000000000005, -0.15199999999999991, 2552]","[-0.087999999999999995, -0.17199999999999993, 2568]","[-0.087999999999999995, -0.17599999999999993, 2584]","[-0.091999999999999998, -0.18399999999999994, 2602]","[-0.091999999999999998, -0.19199999999999995, 2618]","[-0.096000000000000002, -0.19599999999999995, 2634]","[-0.10000000000000001, -0.20399999999999996, 2652]","[-0.104, -0.20799999999999996, 2669]","[-0.108, -0.21199999999999997, 2684]","[-0.11600000000000001, -0.21999999999999997, 2701]","[-0.12, -0.22399999999999998, 2718]","[-0.128, -0.22799999999999998, 2735]","[-0.13200000000000001, -0.22799999999999998, 2751]","[-0.13600000000000001, -0.22799999999999998, 2768]","[-0.14399999999999999, -0.22799999999999998, 2785]","[-0.14799999999999999, -0.22799999999999998, 2813]","[-0.16, -0.21999999999999997, 2835]","[-0.16400000000000001, -0.21199999999999997, 2853]","[-0.16800000000000001, -0.20399999999999996, 2880]","[-0.17599999999999999, -0.19199999999999995, 2902]","[-0.17599999999999999, -0.17999999999999994, 2920]","[-0.17999999999999999, -0.17199999999999993, 2947]","[-0.184, -0.15599999999999992, 2969]","[-0.184, -0.14399999999999991, 2987]","[-0.184, -0.1359999999999999, 3013]","[-0.184, -0.1120000000000001, 3035]","[-0.17999999999999999, -0.10000000000000009, 3054]","[-0.17599999999999999, -0.088000000000000078, 3080]","[-0.16800000000000001, -0.076000000000000068, 3102]","[-0.156, -0.064000000000000057, 3133]","[-0.13200000000000001, -0.044000000000000039, 3161]","[-0.108, -0.036000000000000032, 3185]","[-0.087999999999999995, -0.036000000000000032, 3214]","[-0.068000000000000005, -0.036000000000000032, 3236]","[-0.048000000000000001, -0.036000000000000032, 3267]","[-0.02, -0.036000000000000032, 3293]","[-0.0080000000000000002, -0.040000000000000036, 3319]","[0.012, -0.048000000000000043, 3347]","[0.028000000000000001, -0.05600000000000005, 3368]","[0.043999999999999997, -0.064000000000000057, 3399]","[0.064000000000000001, -0.084000000000000075, 3427]","[0.075999999999999998, -0.096000000000000085, 3451]","[0.087999999999999995, -0.1160000000000001, 3480]","[0.096000000000000002, -0.1319999999999999, 3502]","[0.104, -0.14799999999999991, 3533]","[0.112, -0.16399999999999992, 3585]","[0.112, -0.17199999999999993, 3614]","[0.112, -0.17199999999999993, 3636]","[0.112, -0.17199999999999993, 3666]","[0.112, -0.17199999999999993, 3693]","[0.112, -0.16799999999999993, 3719]","[0.112, -0.15999999999999992, 3747]","[0.112, -0.14399999999999991, 3769]","[0.112, -0.1359999999999999, 3800]","[0.112, -0.12000000000000011, 3826]","[0.112, -0.10400000000000009, 3852]","[0.112, -0.080000000000000071, 3880]","[0.112, -0.064000000000000057, 3902]","[0.112, -0.05600000000000005, 3932]","[0.112, -0.032000000000000028, 3960]","[0.112, -0.0040000000000000036, 3986]","[0.112, 0.024000000000000021, 4013]","[0.112, 0.044000000000000039, 4035]","[0.112, 0.060000000000000053, 4066]","[0.112, 0.071999999999999953, 4093]","[0.112, 0.07999999999999996, 4119]","[0.112, 0.091999999999999971, 4147]","[0.112, 0.095999999999999974, 4169]","[0.112, 0.095999999999999974, 4199]","[0.112, 0.095999999999999974, 4227]","[0.112, 0.095999999999999974, 4253]","[0.112, 0.095999999999999974, 4280]","[0.112, 0.095999999999999974, 4303]","[0.112, 0.095999999999999974, 4333]","[0.112, 0.095999999999999974, 4360]","[0.112, 0.095999999999999974, 4386]","[0.112, 0.095999999999999974, 4413]","[0.112, 0.095999999999999974, 4436]","[0.112, 0.095999999999999974, 4467]","[0.112, 0.095999999999999974, 4493]","[0.112, 0.095999999999999974, 4520]","[0.112, 0.095999999999999974, 4547]","[0.112, 0.095999999999999974, 4570]","[0.112, 0.095999999999999974, 4600]","[0.112, 0.095999999999999974, 4627]","[0.112, 0.095999999999999974, 4653]","[0.112, 0.095999999999999974, 4680]","[0.112, 0.091999999999999971, 4703]","[0.108, 0.091999999999999971, 4734]","[0.108, 0.091999999999999971, 4760]","[0.108, 0.087999999999999967, 4787]","[0.108, 0.087999999999999967, 4813]","[0.104, 0.087999999999999967, 4837]","[0.104, 0.083999999999999964, 4866]","[0.104, 0.07999999999999996, 4893]","[0.096000000000000002, 0.075999999999999956, 4919]","[0.091999999999999998, 0.071999999999999953, 4947]","[0.084000000000000005, 0.063999999999999946, 4970]","[0.075999999999999998, 0.063999999999999946, 5000]","[0.071999999999999995, 0.063999999999999946, 5027]","[0.071999999999999995, 0.060000000000000053, 5053]","[0.071999999999999995, 0.060000000000000053, 5080]","[0.071999999999999995, 0.060000000000000053, 5103]","[0.071999999999999995, 0.060000000000000053, 5133]","[0.071999999999999995, 0.071999999999999953, 5159]","[0.075999999999999998, 0.07999999999999996, 5186]","[0.087999999999999995, 0.091999999999999971, 5213]","[0.10000000000000001, 0.10399999999999998, 5236]","[0.112, 0.12, 5267]","[0.128, 0.13600000000000001, 5293]","[0.13200000000000001, 0.14000000000000001, 5320]","[0.13200000000000001, 0.14400000000000002, 5346]","[0.13200000000000001, 0.14400000000000002, 5371]","[0.13200000000000001, 0.14400000000000002, 5399]","[0.13200000000000001, 0.14400000000000002, 5426]","[0.13200000000000001, 0.13600000000000001, 5453]"
