"[-0.23200000000000001, -0.22799999999999998, 1984]","[-0.22800000000000001, -0.22799999999999998, 2000]","[-0.22800000000000001, -0.22799999999999998, 2017]","[-0.22800000000000001, -0.22799999999999998, 2033]","[-0.22800000000000001, -0.22799999999999998, 2050]","[-0.22800000000000001, -0.22799999999999998, 2067]","[-0.22800000000000001, -0.22799999999999998, 2083]","[-0.22800000000000001, -0.22799999999999998, 2100]","[-0.22800000000000001, -0.23199999999999998, 2117]","[-0.22800000000000001, -0.23199999999999998, 2134]","[-0.22, -0.23199999999999998, 2150]","[-0.20799999999999999, -0.23199999999999998, 2167]","[-0.19600000000000001, -0.23599999999999999, 2183]","[-0.184, -0.23999999999999999, 2200]","[-0.17599999999999999, -0.23999999999999999, 2217]","[-0.156, -0.23999999999999999, 2233]","[-0.14000000000000001, -0.23599999999999999, 2250]","[-0.128, -0.22799999999999998, 2266]","[-0.12, -0.22399999999999998, 2284]","[-0.108, -0.21999999999999997, 2300]","[-0.104, -0.21199999999999997, 2317]","[-0.096000000000000002, -0.19599999999999995, 2333]","[-0.091999999999999998, -0.17599999999999993, 2351]","[-0.084000000000000005, -0.14399999999999991, 2367]","[-0.084000000000000005, -0.12400000000000011, 2383]","[-0.084000000000000005, -0.1080000000000001, 2400]","[-0.084000000000000005, -0.080000000000000071, 2417]","[-0.084000000000000005, -0.06800000000000006, 2434]","[-0.084000000000000005, -0.036000000000000032, 2450]","[-0.084000000000000005, -0.020000000000000018, 2467]","[-0.087999999999999995, -0.0040000000000000036, 2483]","[-0.091999999999999998, 0.0080000000000000071, 2501]","[-0.10000000000000001, 0.028000000000000025, 2517]","[-0.10000000000000001, 0.044000000000000039, 2534]","[-0.10000000000000001, 0.060000000000000053, 2550]","[-0.10000000000000001, 0.07999999999999996, 2568]","[-0.10000000000000001, 0.091999999999999971, 2584]","[-0.096000000000000002, 0.099999999999999978, 2600]","[-0.080000000000000002, 0.11599999999999999, 2617]","[-0.056000000000000001, 0.13200000000000001, 2634]","[-0.016, 0.14800000000000002, 2651]","[0.0080000000000000002, 0.15600000000000003, 2667]","[0.028000000000000001, 0.16000000000000003, 2684]","[0.048000000000000001, 0.16400000000000003, 2700]","[0.068000000000000005, 0.16800000000000004, 2718]","[0.087999999999999995, 0.16800000000000004, 2734]","[0.12, 0.16400000000000003, 2751]","[0.156, 0.15200000000000002, 2767]","[0.184, 0.13200000000000001, 2784]","[0.19600000000000001, 0.11599999999999999, 2801]","[0.20000000000000001, 0.099999999999999978, 2818]","[0.20000000000000001, 0.091999999999999971, 2834]","[0.20000000000000001, 0.071999999999999953, 2850]","[0.20000000000000001, 0.05600000000000005, 2867]","[0.20000000000000001, 0.036000000000000032, 2883]","[0.20000000000000001, 0.016000000000000014, 2901]","[0.20000000000000001, -0.0040000000000000036, 2917]","[0.20000000000000001, -0.036000000000000032, 2934]","[0.20000000000000001, -0.05600000000000005, 2950]","[0.19600000000000001, -0.080000000000000071, 2968]","[0.19600000000000001, -0.096000000000000085, 2984]","[0.19600000000000001, -0.12400000000000011, 3001]","[0.19600000000000001, -0.1399999999999999, 3018]","[0.20399999999999999, -0.15599999999999992, 3033]","[0.21199999999999999, -0.17599999999999993, 3051]","[0.224, -0.20399999999999996, 3067]","[0.23200000000000001, -0.21599999999999997, 3083]","[0.23999999999999999, -0.22399999999999998, 3100]","[0.24399999999999999, -0.22799999999999998, 3118]","[0.24399999999999999, -0.22799999999999998, 3134]","[0.24399999999999999, -0.23199999999999998, 3151]","[0.24399999999999999, -0.23199999999999998, 3167]","[0.24399999999999999, -0.23199999999999998, 3185]","[0.24399999999999999, -0.23199999999999998, 3200]"
"[-0.108, 0.0, 3917]","[-0.108, 0.0, 3951]","[-0.108, 0.0, 3968]","[-0.108, 0.0, 3984]","[-0.108, 0.0, 4001]","[-0.108, 0.0, 4018]","[-0.108, 0.0, 4035]","[-0.108, 0.0, 4051]","[-0.108, 0.0, 4068]","[-0.108, 0.0, 4084]","[-0.108, -0.0080000000000000071, 4102]","[-0.11600000000000001, -0.024000000000000021, 4118]","[-0.128, -0.048000000000000043, 4134]","[-0.13600000000000001, -0.064000000000000057, 4151]","[-0.13600000000000001, -0.080000000000000071, 4167]"
"[0.192, -0.048000000000000043, 5185]","[0.192, -0.048000000000000043, 5219]","[0.192, -0.048000000000000043, 5236]","[0.192, -0.048000000000000043, 5252]","[0.192, -0.048000000000000043, 5268]","[0.192, -0.048000000000000043, 5285]","[0.192, -0.048000000000000043, 5302]","[0.192, -0.048000000000000043, 5319]","[0.192, -0.048000000000000043, 5335]","[0.192, -0.048000000000000043, 5352]","[0.192, -0.048000000000000043, 5368]","[0.192, -0.048000000000000043, 5386]","[0.192, -0.048000000000000043, 5402]","[0.192, -0.048000000000000043, 5419]","[0.192, -0.048000000000000043, 5435]","[0.192, -0.048000000000000043, 5453]","[0.192, -0.048000000000000043, 5469]","[0.192, -0.048000000000000043, 5485]","[0.192, -0.048000000000000043, 5502]","[0.192, -0.048000000000000043, 5518]","[0.192, -0.048000000000000043, 5536]","[0.192, -0.040000000000000036, 5552]","[0.192, -0.040000000000000036, 5569]","[0.192, -0.040000000000000036, 5585]","[0.192, -0.036000000000000032, 5603]","[0.20399999999999999, -0.020000000000000018, 5619]","[0.22800000000000001, 0.0, 5636]","[0.23599999999999999, 0.0040000000000000036, 5652]","[0.23999999999999999, 0.0040000000000000036, 5670]","[0.23999999999999999, 0.0040000000000000036, 5686]","[0.23999999999999999, 0.0040000000000000036, 5702]","[0.252, 0.0040000000000000036, 5719]"
