"[-0.16, 0.36799999999999999, 1066]","[-0.16400000000000001, 0.36399999999999999, 1083]","[-0.16400000000000001, 0.35999999999999999, 1099]","[-0.16, 0.33599999999999997, 1116]","[-0.156, 0.30800000000000005, 1133]","[-0.152, 0.27200000000000002, 1150]","[-0.14799999999999999, 0.20399999999999996, 1166]","[-0.14399999999999999, 0.15200000000000002, 1182]","[-0.14399999999999999, 0.091999999999999971, 1201]","[-0.14399999999999999, 0.036000000000000032, 1218]","[-0.14000000000000001, -0.040000000000000036, 1233]","[-0.14000000000000001, -0.080000000000000071, 1258]","[-0.13200000000000001, -0.1319999999999999, 1270]","[-0.128, -0.15199999999999991, 1283]","[-0.128, -0.15599999999999992, 1300]","[-0.124, -0.15599999999999992, 1316]","[-0.124, -0.15199999999999991, 1332]","[-0.124, -0.14799999999999991, 1350]"
"[0.059999999999999998, 0.20799999999999996, 1750]","[0.048000000000000001, 0.20399999999999996, 1776]","[0.040000000000000001, 0.19599999999999995, 1790]","[0.028000000000000001, 0.18400000000000005, 1800]","[0.02, 0.18000000000000005, 1817]","[0.0040000000000000001, 0.16800000000000004, 1833]","[-0.024, 0.14800000000000002, 1851]","[-0.048000000000000001, 0.13600000000000001, 1867]","[-0.071999999999999995, 0.12, 1883]","[-0.091999999999999998, 0.10399999999999998, 1900]","[-0.11600000000000001, 0.07999999999999996, 1918]","[-0.124, 0.063999999999999946, 1934]","[-0.128, 0.060000000000000053, 1950]","[-0.128, 0.060000000000000053, 1967]","[-0.128, 0.060000000000000053, 1984]","[-0.128, 0.060000000000000053, 2001]","[-0.128, 0.05600000000000005, 2017]","[-0.128, 0.05600000000000005, 2034]","[-0.128, 0.052000000000000046, 2051]","[-0.12, 0.044000000000000039, 2067]","[-0.108, 0.032000000000000028, 2084]","[-0.087999999999999995, 0.020000000000000018, 2100]","[-0.059999999999999998, -0.0040000000000000036, 2117]","[-0.016, -0.052000000000000046, 2134]","[0.012, -0.088000000000000078, 2151]","[0.035999999999999997, -0.12000000000000011, 2167]","[0.068000000000000005, -0.15999999999999992, 2184]","[0.084000000000000005, -0.18399999999999994, 2200]","[0.096000000000000002, -0.19599999999999995, 2218]","[0.10000000000000001, -0.19999999999999996, 2233]","[0.10000000000000001, -0.19999999999999996, 2251]"
