"[-0.28000000000000003, 0.28000000000000003, 3283]","[-0.27600000000000002, 0.28000000000000003, 3299]","[-0.27600000000000002, 0.28000000000000003, 3316]","[-0.27600000000000002, 0.28000000000000003, 3333]","[-0.27600000000000002, 0.28000000000000003, 3350]","[-0.27600000000000002, 0.28000000000000003, 3366]","[-0.27600000000000002, 0.28000000000000003, 3383]","[-0.27600000000000002, 0.28000000000000003, 3399]","[-0.27600000000000002, 0.28000000000000003, 3416]","[-0.27600000000000002, 0.28000000000000003, 3433]","[-0.27600000000000002, 0.27600000000000002, 3450]","[-0.27600000000000002, 0.27200000000000002, 3466]","[-0.27200000000000002, 0.248, 3483]","[-0.27200000000000002, 0.21999999999999997, 3500]","[-0.26800000000000002, 0.17200000000000004, 3516]","[-0.26000000000000001, 0.11599999999999999, 3533]","[-0.24399999999999999, 0.028000000000000025, 3550]","[-0.24399999999999999, -0.036000000000000032, 3567]","[-0.24399999999999999, -0.092000000000000082, 3583]","[-0.23999999999999999, -0.1399999999999999, 3602]","[-0.23200000000000001, -0.18799999999999994, 3616]","[-0.22800000000000001, -0.19599999999999995, 3634]","[-0.224, -0.19999999999999996, 3650]","[-0.224, -0.19999999999999996, 3667]","[-0.224, -0.19999999999999996, 3683]","[-0.224, -0.19999999999999996, 3699]","[-0.224, -0.19999999999999996, 3717]","[-0.224, -0.19999999999999996, 3733]"
"[-0.23599999999999999, 0.048000000000000043, 4417]","[-0.23599999999999999, 0.048000000000000043, 4451]","[-0.23599999999999999, 0.048000000000000043, 4467]","[-0.23599999999999999, 0.05600000000000005, 4484]","[-0.23599999999999999, 0.05600000000000005, 4500]","[-0.23599999999999999, 0.060000000000000053, 4517]","[-0.23599999999999999, 0.063999999999999946, 4533]","[-0.23599999999999999, 0.063999999999999946, 4551]","[-0.23599999999999999, 0.063999999999999946, 4566]","[-0.23599999999999999, 0.063999999999999946, 4584]","[-0.23599999999999999, 0.063999999999999946, 4601]","[-0.23200000000000001, 0.075999999999999956, 4617]","[-0.22, 0.095999999999999974, 4633]","[-0.20000000000000001, 0.11599999999999999, 4650]","[-0.16800000000000001, 0.14800000000000002, 4666]","[-0.14399999999999999, 0.17200000000000004, 4683]","[-0.108, 0.20399999999999996, 4700]","[-0.080000000000000002, 0.23199999999999998, 4717]","[-0.068000000000000005, 0.24399999999999999, 4733]","[-0.068000000000000005, 0.24399999999999999, 4750]","[-0.068000000000000005, 0.24399999999999999, 4767]","[-0.068000000000000005, 0.24399999999999999, 4783]","[-0.068000000000000005, 0.24399999999999999, 4800]","[-0.068000000000000005, 0.24399999999999999, 4818]","[-0.087999999999999995, 0.23599999999999999, 4833]","[-0.108, 0.21999999999999997, 4850]"
"[-0.23200000000000001, 0.032000000000000028, 5067]","[-0.248, 0.020000000000000018, 5101]","[-0.248, 0.020000000000000018, 5117]","[-0.248, 0.020000000000000018, 5134]","[-0.24399999999999999, 0.020000000000000018, 5150]","[-0.24399999999999999, 0.020000000000000018, 5167]","[-0.24399999999999999, 0.020000000000000018, 5183]","[-0.24399999999999999, 0.020000000000000018, 5200]","[-0.24399999999999999, 0.020000000000000018, 5217]","[-0.24399999999999999, 0.020000000000000018, 5233]","[-0.24399999999999999, 0.020000000000000018, 5250]","[-0.24399999999999999, 0.020000000000000018, 5266]","[-0.24399999999999999, 0.020000000000000018, 5284]","[-0.24399999999999999, 0.020000000000000018, 5300]","[-0.23999999999999999, 0.020000000000000018, 5317]","[-0.23200000000000001, 0.024000000000000021, 5333]","[-0.22800000000000001, 0.028000000000000025, 5350]","[-0.224, 0.032000000000000028, 5367]","[-0.224, 0.032000000000000028, 5384]","[-0.224, 0.036000000000000032, 5400]","[-0.224, 0.036000000000000032, 5417]","[-0.224, 0.036000000000000032, 5434]","[-0.22, 0.036000000000000032, 5451]","[-0.22, 0.036000000000000032, 5467]","[-0.22, 0.036000000000000032, 5483]","[-0.22, 0.036000000000000032, 5501]","[-0.22, 0.036000000000000032, 5517]","[-0.22, 0.036000000000000032, 5534]","[-0.22, 0.036000000000000032, 5551]","[-0.22, 0.036000000000000032, 5568]","[-0.22, 0.032000000000000028, 5584]","[-0.216, 0.020000000000000018, 5602]","[-0.188, -0.040000000000000036, 5617]","[-0.16400000000000001, -0.076000000000000068, 5634]","[-0.13200000000000001, -0.1080000000000001, 5651]","[-0.10000000000000001, -0.1359999999999999, 5667]","[-0.075999999999999998, -0.15599999999999992, 5684]","[-0.059999999999999998, -0.17599999999999993, 5701]","[-0.056000000000000001, -0.18799999999999994, 5718]","[-0.048000000000000001, -0.19999999999999996, 5734]","[-0.040000000000000001, -0.21199999999999997, 5750]","[-0.035999999999999997, -0.21599999999999997, 5767]","[-0.035999999999999997, -0.21599999999999997, 5801]","[-0.040000000000000001, -0.19199999999999995, 5835]"
