"[-0.23999999999999999, 0.18400000000000005, 1098]","[-0.23999999999999999, 0.18799999999999994, 1115]","[-0.23999999999999999, 0.18799999999999994, 1132]","[-0.23999999999999999, 0.19199999999999995, 1148]","[-0.23999999999999999, 0.19199999999999995, 1166]","[-0.23999999999999999, 0.19199999999999995, 1183]","[-0.23999999999999999, 0.19199999999999995, 1199]","[-0.23999999999999999, 0.19199999999999995, 1215]","[-0.23599999999999999, 0.19199999999999995, 1233]","[-0.22, 0.19199999999999995, 1249]","[-0.16400000000000001, 0.18799999999999994, 1265]","[-0.104, 0.18799999999999994, 1282]","[-0.035999999999999997, 0.18799999999999994, 1299]","[0.075999999999999998, 0.19199999999999995, 1318]","[0.14000000000000001, 0.19999999999999996, 1332]","[0.188, 0.20399999999999996, 1348]","[0.252, 0.21199999999999997, 1383]","[0.26000000000000001, 0.21199999999999997, 1400]","[0.26000000000000001, 0.21199999999999997, 1432]","[0.26000000000000001, 0.21199999999999997, 1449]","[0.26000000000000001, 0.21199999999999997, 1483]"
"[0.0, 0.18400000000000005, 2299]","[0.0, 0.18400000000000005, 2334]","[0.0, 0.18400000000000005, 2349]","[0.0, 0.18400000000000005, 2366]","[0.0, 0.18799999999999994, 2383]","[0.0, 0.18799999999999994, 2399]","[0.0, 0.18799999999999994, 2416]","[0.0, 0.18799999999999994, 2433]","[0.0, 0.18799999999999994, 2449]","[0.0, 0.18799999999999994, 2468]","[0.0, 0.18799999999999994, 2484]","[-0.0040000000000000001, 0.18400000000000005, 2500]","[-0.0080000000000000002, 0.16800000000000004, 2517]","[-0.012, 0.16400000000000003, 2533]","[-0.016, 0.14000000000000001, 2550]","[-0.02, 0.124, 2566]","[-0.02, 0.10799999999999998, 2584]","[-0.024, 0.071999999999999953, 2601]","[-0.024, 0.048000000000000043, 2617]","[-0.024, 0.012000000000000011, 2633]","[-0.024, 0.0, 2650]","[-0.02, -0.028000000000000025, 2666]","[-0.012, -0.048000000000000043, 2683]","[-0.0040000000000000001, -0.06800000000000006, 2700]","[0.0080000000000000002, -0.084000000000000075, 2716]","[0.024, -0.10000000000000009, 2733]","[0.035999999999999997, -0.1160000000000001, 2750]","[0.064000000000000001, -0.1359999999999999, 2767]","[0.084000000000000005, -0.14399999999999991, 2784]","[0.104, -0.14399999999999991, 2800]","[0.13600000000000001, -0.14399999999999991, 2817]","[0.16, -0.1399999999999999, 2836]","[0.17999999999999999, -0.1319999999999999, 2850]","[0.192, -0.12400000000000011, 2867]"
"[-0.035999999999999997, -0.0080000000000000071, 3585]","[-0.040000000000000001, -0.0040000000000000036, 3618]","[-0.040000000000000001, -0.0040000000000000036, 3634]","[-0.040000000000000001, -0.0040000000000000036, 3651]","[-0.040000000000000001, -0.0040000000000000036, 3667]","[-0.040000000000000001, -0.0040000000000000036, 3685]","[-0.043999999999999997, -0.0040000000000000036, 3701]","[-0.048000000000000001, -0.0040000000000000036, 3717]","[-0.068000000000000005, -0.0040000000000000036, 3735]","[-0.091999999999999998, -0.0040000000000000036, 3752]","[-0.12, -0.0040000000000000036, 3767]","[-0.156, -0.0040000000000000036, 3784]","[-0.16800000000000001, -0.0040000000000000036, 3801]","[-0.192, -0.0080000000000000071, 3817]","[-0.20399999999999999, -0.020000000000000018, 3835]","[-0.21199999999999999, -0.032000000000000028, 3851]","[-0.216, -0.040000000000000036, 3868]","[-0.22, -0.048000000000000043, 3884]"
