"[-0.23599999999999999, -0.30000000000000004, 8486]","[-0.23599999999999999, -0.30000000000000004, 8503]","[-0.23200000000000001, -0.29600000000000004, 8519]","[-0.23200000000000001, -0.29200000000000004, 8536]","[-0.22800000000000001, -0.29200000000000004, 8553]","[-0.22800000000000001, -0.28800000000000003, 8569]","[-0.224, -0.28800000000000003, 8586]","[-0.216, -0.28400000000000003, 8602]","[-0.21199999999999999, -0.28400000000000003, 8620]","[-0.20399999999999999, -0.28000000000000003, 8636]","[-0.19600000000000001, -0.28000000000000003, 8653]","[-0.188, -0.27600000000000002, 8670]","[-0.188, -0.27600000000000002, 8686]","[-0.188, -0.27600000000000002, 8703]","[-0.188, -0.27600000000000002, 8719]","[-0.184, -0.27200000000000002, 8736]","[-0.184, -0.27200000000000002, 8753]","[-0.17999999999999999, -0.26400000000000001, 8770]","[-0.17999999999999999, -0.26000000000000001, 8786]","[-0.17599999999999999, -0.25600000000000001, 8803]","[-0.17199999999999999, -0.248, 8819]","[-0.17199999999999999, -0.24399999999999999, 8836]","[-0.17199999999999999, -0.23599999999999999, 8852]","[-0.17199999999999999, -0.23199999999999998, 8869]","[-0.17199999999999999, -0.22399999999999998, 8886]","[-0.17199999999999999, -0.21199999999999997, 8903]","[-0.17199999999999999, -0.19999999999999996, 8919]","[-0.17199999999999999, -0.19199999999999995, 8937]","[-0.17599999999999999, -0.18399999999999994, 8953]","[-0.17599999999999999, -0.17199999999999993, 8970]","[-0.17999999999999999, -0.15999999999999992, 8986]","[-0.184, -0.15199999999999991, 9003]","[-0.188, -0.1399999999999999, 9020]","[-0.19600000000000001, -0.12400000000000011, 9037]","[-0.19600000000000001, -0.1160000000000001, 9053]","[-0.20000000000000001, -0.1080000000000001, 9069]","[-0.20399999999999999, -0.10000000000000009, 9086]","[-0.20799999999999999, -0.088000000000000078, 9102]","[-0.20799999999999999, -0.072000000000000064, 9120]","[-0.21199999999999999, -0.05600000000000005, 9136]","[-0.21199999999999999, -0.040000000000000036, 9152]","[-0.21199999999999999, -0.028000000000000025, 9170]","[-0.21199999999999999, -0.012000000000000011, 9186]","[-0.21199999999999999, 0.0, 9203]","[-0.21199999999999999, 0.0080000000000000071, 9236]","[-0.19600000000000001, 0.028000000000000025, 9269]","[-0.184, 0.044000000000000039, 9303]","[-0.16800000000000001, 0.07999999999999996, 9336]","[-0.14799999999999999, 0.10799999999999998, 9370]","[-0.124, 0.128, 9403]","[-0.108, 0.14000000000000001, 9436]","[-0.071999999999999995, 0.14800000000000002, 9470]","[-0.051999999999999998, 0.14800000000000002, 9503]","[-0.035999999999999997, 0.14800000000000002, 9537]","[-0.0080000000000000002, 0.14000000000000001, 9570]","[0.028000000000000001, 0.128, 9603]","[0.043999999999999997, 0.124, 9636]","[0.059999999999999998, 0.11199999999999999, 9670]","[0.071999999999999995, 0.095999999999999974, 9703]","[0.084000000000000005, 0.07999999999999996, 9736]","[0.096000000000000002, 0.052000000000000046, 9770]","[0.104, 0.024000000000000021, 9788]","[0.108, 0.012000000000000011, 9820]","[0.11600000000000001, -0.020000000000000018, 9853]","[0.124, -0.048000000000000043, 9887]","[0.128, -0.06800000000000006, 9920]","[0.13200000000000001, -0.088000000000000078, 9953]","[0.13200000000000001, -0.1080000000000001, 9987]","[0.13200000000000001, -0.12000000000000011, 10020]","[0.13200000000000001, -0.1359999999999999, 10053]","[0.13200000000000001, -0.15599999999999992, 10087]","[0.13200000000000001, -0.17599999999999993, 10121]","[0.13200000000000001, -0.18799999999999994, 10153]","[0.128, -0.20399999999999996, 10187]","[0.124, -0.21599999999999997, 10220]","[0.12, -0.22399999999999998, 10253]","[0.12, -0.23199999999999998, 10286]","[0.12, -0.24399999999999999, 10320]","[0.12, -0.25600000000000001, 10354]","[0.12, -0.27200000000000002, 10387]","[0.124, -0.29600000000000004, 10436]","[0.128, -0.30000000000000004, 10470]","[0.128, -0.30400000000000005, 10503]","[0.128, -0.31200000000000006, 10537]"
"[-0.20399999999999999, -0.072000000000000064, 11604]","[-0.20799999999999999, -0.076000000000000068, 11655]","[-0.21199999999999999, -0.076000000000000068, 11670]","[-0.21199999999999999, -0.076000000000000068, 11688]","[-0.21199999999999999, -0.076000000000000068, 11704]","[-0.22, -0.076000000000000068, 11721]","[-0.224, -0.076000000000000068, 11738]","[-0.23999999999999999, -0.080000000000000071, 11754]","[-0.248, -0.084000000000000075, 11771]","[-0.252, -0.084000000000000075, 11788]","[-0.25600000000000001, -0.084000000000000075, 11804]","[-0.25600000000000001, -0.084000000000000075, 11821]","[-0.25600000000000001, -0.084000000000000075, 11837]","[-0.25600000000000001, -0.084000000000000075, 11854]","[-0.25600000000000001, -0.084000000000000075, 11871]","[-0.25600000000000001, -0.084000000000000075, 11887]","[-0.26000000000000001, -0.084000000000000075, 11905]","[-0.26400000000000001, -0.084000000000000075, 11921]","[-0.26400000000000001, -0.084000000000000075, 11938]","[-0.26400000000000001, -0.084000000000000075, 11954]","[-0.26400000000000001, -0.084000000000000075, 11972]","[-0.26800000000000002, -0.084000000000000075, 11987]","[-0.26800000000000002, -0.084000000000000075, 12004]","[-0.27200000000000002, -0.084000000000000075, 12021]","[-0.27600000000000002, -0.084000000000000075, 12038]","[-0.27600000000000002, -0.084000000000000075, 12055]","[-0.27600000000000002, -0.088000000000000078, 12071]"
"[0.128, -0.052000000000000046, 12705]","[0.128, -0.052000000000000046, 12755]","[0.128, -0.052000000000000046, 12772]","[0.128, -0.052000000000000046, 12788]","[0.128, -0.052000000000000046, 12804]","[0.128, -0.052000000000000046, 12821]","[0.13600000000000001, -0.048000000000000043, 12838]","[0.14799999999999999, -0.048000000000000043, 12855]","[0.17599999999999999, -0.040000000000000036, 12871]","[0.192, -0.040000000000000036, 12888]","[0.20399999999999999, -0.036000000000000032, 12905]","[0.21199999999999999, -0.036000000000000032, 12922]","[0.21199999999999999, -0.036000000000000032, 12939]","[0.21199999999999999, -0.036000000000000032, 12954]","[0.21199999999999999, -0.036000000000000032, 12972]","[0.21199999999999999, -0.036000000000000032, 12989]"
