"[-0.156, 0.26800000000000002, 650]","[-0.156, 0.26800000000000002, 667]","[-0.16, 0.25600000000000001, 684]","[-0.16, 0.252, 701]","[-0.152, 0.23599999999999999, 717]","[-0.13200000000000001, 0.20799999999999996, 734]","[-0.12, 0.18400000000000005, 750]","[-0.104, 0.16400000000000003, 768]","[-0.084000000000000005, 0.13600000000000001, 784]","[-0.048000000000000001, 0.075999999999999956, 801]","[-0.02, 0.032000000000000028, 817]","[0.0040000000000000001, -0.012000000000000011, 834]","[0.043999999999999997, -0.072000000000000064, 851]","[0.064000000000000001, -0.10400000000000009, 867]","[0.084000000000000005, -0.1359999999999999, 885]","[0.10000000000000001, -0.16399999999999992, 900]","[0.112, -0.18799999999999994, 918]","[0.12, -0.20399999999999996, 935]","[0.128, -0.21199999999999997, 951]","[0.128, -0.21199999999999997, 968]","[0.128, -0.21199999999999997, 985]"
"[0.184, 0.35599999999999998, 1286]","[0.156, 0.35199999999999998, 1319]","[0.14399999999999999, 0.33199999999999996, 1335]","[0.128, 0.30400000000000005, 1353]","[0.112, 0.26800000000000002, 1370]","[0.087999999999999995, 0.22799999999999998, 1385]","[0.051999999999999998, 0.16400000000000003, 1405]","[0.028000000000000001, 0.11599999999999999, 1420]","[0.0040000000000000001, 0.067999999999999949, 1436]","[-0.032000000000000001, 0.0040000000000000036, 1452]","[-0.048000000000000001, -0.032000000000000028, 1469]","[-0.064000000000000001, -0.064000000000000057, 1487]","[-0.080000000000000002, -0.092000000000000082, 1503]","[-0.091999999999999998, -0.1120000000000001, 1519]","[-0.10000000000000001, -0.12799999999999989, 1536]","[-0.104, -0.1399999999999999, 1554]","[-0.108, -0.14799999999999991, 1570]","[-0.108, -0.15199999999999991, 1587]","[-0.112, -0.15599999999999992, 1603]","[-0.112, -0.15999999999999992, 1620]","[-0.11600000000000001, -0.16399999999999992, 1637]","[-0.11600000000000001, -0.17199999999999993, 1654]","[-0.12, -0.17999999999999994, 1670]","[-0.12, -0.17999999999999994, 1686]","[-0.12, -0.17999999999999994, 1704]","[-0.12, -0.17999999999999994, 1721]"
