"[-0.26000000000000001, -0.12400000000000011, 1233]","[-0.26400000000000001, -0.12799999999999989, 1250]","[-0.26400000000000001, -0.12799999999999989, 1267]","[-0.26400000000000001, -0.12799999999999989, 1283]","[-0.26400000000000001, -0.12799999999999989, 1300]","[-0.26400000000000001, -0.12799999999999989, 1317]","[-0.26400000000000001, -0.12799999999999989, 1333]","[-0.26400000000000001, -0.12799999999999989, 1350]","[-0.26400000000000001, -0.12799999999999989, 1367]","[-0.27200000000000002, -0.12000000000000011, 1384]","[-0.27200000000000002, -0.1160000000000001, 1400]","[-0.27600000000000002, -0.1080000000000001, 1417]","[-0.28000000000000003, -0.096000000000000085, 1434]","[-0.28799999999999998, -0.076000000000000068, 1450]","[-0.29199999999999998, -0.064000000000000057, 1467]","[-0.29199999999999998, -0.052000000000000046, 1484]","[-0.29199999999999998, -0.036000000000000032, 1500]","[-0.29199999999999998, -0.024000000000000021, 1517]","[-0.29199999999999998, 0.0, 1533]","[-0.29199999999999998, 0.012000000000000011, 1550]","[-0.29199999999999998, 0.024000000000000021, 1567]","[-0.29199999999999998, 0.036000000000000032, 1584]","[-0.29199999999999998, 0.060000000000000053, 1600]","[-0.28399999999999997, 0.071999999999999953, 1617]","[-0.27600000000000002, 0.083999999999999964, 1634]","[-0.26400000000000001, 0.095999999999999974, 1651]","[-0.26000000000000001, 0.099999999999999978, 1666]","[-0.25600000000000001, 0.099999999999999978, 1683]","[-0.25600000000000001, 0.10399999999999998, 1701]","[-0.248, 0.10799999999999998, 1717]","[-0.23200000000000001, 0.12, 1734]","[-0.216, 0.128, 1750]","[-0.20799999999999999, 0.13200000000000001, 1766]","[-0.20000000000000001, 0.13600000000000001, 1783]","[-0.192, 0.13600000000000001, 1800]","[-0.188, 0.13600000000000001, 1817]","[-0.17599999999999999, 0.14000000000000001, 1835]","[-0.16800000000000001, 0.14000000000000001, 1850]","[-0.14799999999999999, 0.14000000000000001, 1868]","[-0.13600000000000001, 0.14400000000000002, 1883]","[-0.12, 0.14400000000000002, 1900]","[-0.096000000000000002, 0.14400000000000002, 1916]","[-0.071999999999999995, 0.14400000000000002, 1933]","[-0.028000000000000001, 0.14400000000000002, 1950]","[0.0, 0.14400000000000002, 1968]","[0.028000000000000001, 0.14400000000000002, 1983]","[0.056000000000000001, 0.14400000000000002, 2000]","[0.091999999999999998, 0.14400000000000002, 2034]","[0.13200000000000001, 0.14400000000000002, 2050]","[0.14799999999999999, 0.14400000000000002, 2067]","[0.152, 0.14400000000000002, 2101]","[0.152, 0.14400000000000002, 2118]","[0.152, 0.14400000000000002, 2134]","[0.152, 0.14400000000000002, 2167]","[0.152, 0.14400000000000002, 2200]","[0.152, 0.14400000000000002, 2233]","[0.152, 0.14400000000000002, 2267]","[0.152, 0.14000000000000001, 2300]"
"[0.02, 0.15600000000000003, 3284]","[0.024, 0.15600000000000003, 3334]","[0.024, 0.15600000000000003, 3351]","[0.024, 0.15600000000000003, 3367]","[0.028000000000000001, 0.15600000000000003, 3385]","[0.035999999999999997, 0.15200000000000002, 3401]","[0.043999999999999997, 0.14800000000000002, 3418]","[0.056000000000000001, 0.14400000000000002, 3434]","[0.071999999999999995, 0.13200000000000001, 3450]","[0.080000000000000002, 0.124, 3467]","[0.087999999999999995, 0.11599999999999999, 3484]","[0.096000000000000002, 0.10399999999999998, 3501]","[0.104, 0.091999999999999971, 3517]","[0.112, 0.07999999999999996, 3535]","[0.11600000000000001, 0.071999999999999953, 3551]","[0.12, 0.05600000000000005, 3568]","[0.124, 0.040000000000000036, 3584]","[0.124, 0.024000000000000021, 3601]","[0.124, 0.016000000000000014, 3618]","[0.124, 0.0040000000000000036, 3634]","[0.124, 0.0, 3651]","[0.12, -0.0080000000000000071, 3668]","[0.112, -0.016000000000000014, 3685]","[0.104, -0.020000000000000018, 3700]","[0.091999999999999998, -0.024000000000000021, 3718]","[0.075999999999999998, -0.032000000000000028, 3734]","[0.056000000000000001, -0.040000000000000036, 3752]","[0.043999999999999997, -0.044000000000000039, 3767]","[0.040000000000000001, -0.044000000000000039, 3785]","[0.040000000000000001, -0.044000000000000039, 3801]","[0.040000000000000001, -0.044000000000000039, 3818]","[0.040000000000000001, -0.044000000000000039, 3835]","[0.040000000000000001, -0.044000000000000039, 3851]","[0.035999999999999997, -0.044000000000000039, 3868]","[0.032000000000000001, -0.044000000000000039, 3885]","[0.032000000000000001, -0.044000000000000039, 3901]","[0.032000000000000001, -0.044000000000000039, 3917]","[0.028000000000000001, -0.044000000000000039, 3935]","[0.028000000000000001, -0.044000000000000039, 3951]","[0.028000000000000001, -0.044000000000000039, 3968]","[0.028000000000000001, -0.044000000000000039, 3984]","[0.028000000000000001, -0.044000000000000039, 4001]","[0.028000000000000001, -0.044000000000000039, 4017]"
"[-0.048000000000000001, -0.076000000000000068, 4435]","[-0.051999999999999998, -0.076000000000000068, 4485]","[-0.051999999999999998, -0.072000000000000064, 4501]","[-0.051999999999999998, -0.072000000000000064, 4519]","[-0.048000000000000001, -0.064000000000000057, 4534]","[-0.043999999999999997, -0.060000000000000053, 4552]","[-0.032000000000000001, -0.052000000000000046, 4569]","[-0.024, -0.048000000000000043, 4585]","[-0.012, -0.040000000000000036, 4602]","[-0.0040000000000000001, -0.036000000000000032, 4618]","[0.0080000000000000002, -0.036000000000000032, 4635]","[0.02, -0.032000000000000028, 4652]","[0.024, -0.032000000000000028, 4668]","[0.032000000000000001, -0.032000000000000028, 4685]","[0.040000000000000001, -0.032000000000000028, 4702]","[0.056000000000000001, -0.032000000000000028, 4719]","[0.064000000000000001, -0.032000000000000028, 4735]","[0.071999999999999995, -0.036000000000000032, 4751]","[0.080000000000000002, -0.044000000000000039, 4769]","[0.091999999999999998, -0.060000000000000053, 4786]","[0.104, -0.076000000000000068, 4801]","[0.11600000000000001, -0.088000000000000078, 4818]","[0.124, -0.10400000000000009, 4835]","[0.13200000000000001, -0.1160000000000001, 4852]","[0.14399999999999999, -0.14399999999999991, 4868]","[0.152, -0.16399999999999992, 4885]","[0.16, -0.17999999999999994, 4902]","[0.17199999999999999, -0.20399999999999996, 4918]","[0.17599999999999999, -0.21599999999999997, 4936]","[0.17599999999999999, -0.23199999999999998, 4952]","[0.17999999999999999, -0.24399999999999999, 4968]","[0.184, -0.26000000000000001, 4985]","[0.188, -0.27600000000000002, 5001]","[0.192, -0.28800000000000003, 5019]","[0.192, -0.30400000000000005, 5035]","[0.19600000000000001, -0.32000000000000006, 5051]","[0.20000000000000001, -0.33200000000000007, 5068]","[0.20000000000000001, -0.33200000000000007, 5085]","[0.20000000000000001, -0.33200000000000007, 5102]","[0.20000000000000001, -0.33600000000000008, 5118]","[0.20000000000000001, -0.33600000000000008, 5135]","[0.20000000000000001, -0.33600000000000008, 5151]","[0.20000000000000001, -0.33600000000000008, 5169]","[0.20000000000000001, -0.33600000000000008, 5185]"
