"[-0.14399999999999999, 0.14400000000000002, 999]","[-0.14000000000000001, 0.14400000000000002, 1016]","[-0.14000000000000001, 0.14400000000000002, 1033]","[-0.128, 0.13200000000000001, 1049]","[-0.10000000000000001, 0.07999999999999996, 1066]","[-0.068000000000000005, 0.040000000000000036, 1083]","[-0.024, -0.0040000000000000036, 1099]","[0.024, -0.052000000000000046, 1117]","[0.075999999999999998, -0.12400000000000011, 1133]","[0.10000000000000001, -0.15599999999999992, 1151]","[0.11600000000000001, -0.18799999999999994, 1167]","[0.124, -0.19599999999999995, 1182]","[0.128, -0.20399999999999996, 1199]","[0.128, -0.20799999999999996, 1216]","[0.128, -0.20799999999999996, 1233]","[0.128, -0.20799999999999996, 1250]","[0.128, -0.20799999999999996, 1267]"
"[0.152, 0.17600000000000005, 1734]","[0.156, 0.18000000000000005, 1767]","[0.152, 0.16000000000000003, 1783]","[0.128, 0.128, 1800]","[0.091999999999999998, 0.083999999999999964, 1817]","[0.043999999999999997, 0.028000000000000025, 1833]","[0.0, -0.024000000000000021, 1850]","[-0.056000000000000001, -0.096000000000000085, 1867]","[-0.071999999999999995, -0.12799999999999989, 1884]","[-0.087999999999999995, -0.15599999999999992, 1900]","[-0.10000000000000001, -0.17999999999999994, 1917]","[-0.124, -0.20799999999999996, 1933]","[-0.13600000000000001, -0.21999999999999997, 1951]","[-0.14000000000000001, -0.22399999999999998, 1967]","[-0.14000000000000001, -0.22799999999999998, 1984]","[-0.14000000000000001, -0.22799999999999998, 2001]","[-0.14000000000000001, -0.22799999999999998, 2017]","[-0.12, -0.21599999999999997, 2034]"
