"[-0.30399999999999999, -0.14799999999999991, 1365]","[-0.308, -0.15199999999999991, 1382]","[-0.308, -0.15199999999999991, 1399]","[-0.308, -0.15199999999999991, 1415]","[-0.308, -0.15199999999999991, 1432]","[-0.308, -0.15199999999999991, 1449]","[-0.308, -0.15199999999999991, 1465]","[-0.30399999999999999, -0.14799999999999991, 1483]","[-0.29999999999999999, -0.14799999999999991, 1499]","[-0.29199999999999998, -0.14399999999999991, 1516]","[-0.28399999999999997, -0.14399999999999991, 1532]","[-0.26400000000000001, -0.14399999999999991, 1549]","[-0.248, -0.1399999999999999, 1566]","[-0.22800000000000001, -0.1359999999999999, 1582]","[-0.20399999999999999, -0.1319999999999999, 1599]","[-0.16400000000000001, -0.1319999999999999, 1616]","[-0.14000000000000001, -0.1319999999999999, 1632]","[-0.11600000000000001, -0.1359999999999999, 1649]","[-0.096000000000000002, -0.1399999999999999, 1666]","[-0.068000000000000005, -0.14399999999999991, 1682]","[-0.056000000000000001, -0.14399999999999991, 1699]","[-0.024, -0.14799999999999991, 1716]","[0.0040000000000000001, -0.14799999999999991, 1732]","[0.028000000000000001, -0.14799999999999991, 1749]","[0.064000000000000001, -0.14799999999999991, 1766]","[0.080000000000000002, -0.15199999999999991, 1783]","[0.096000000000000002, -0.15199999999999991, 1799]","[0.11600000000000001, -0.15199999999999991, 1816]","[0.14399999999999999, -0.15199999999999991, 1832]","[0.16, -0.15599999999999992, 1849]","[0.17199999999999999, -0.15599999999999992, 1866]","[0.184, -0.15599999999999992, 1882]","[0.19600000000000001, -0.15599999999999992, 1899]","[0.21199999999999999, -0.15599999999999992, 1917]","[0.22, -0.15999999999999992, 1932]","[0.224, -0.15999999999999992, 1949]","[0.23200000000000001, -0.15999999999999992, 1966]","[0.23999999999999999, -0.15999999999999992, 1983]","[0.248, -0.15999999999999992, 2016]","[0.248, -0.15999999999999992, 2049]","[0.248, -0.15999999999999992, 2066]","[0.248, -0.15999999999999992, 2082]","[0.248, -0.15999999999999992, 2098]","[0.248, -0.15999999999999992, 2116]","[0.248, -0.15999999999999992, 2132]","[0.248, -0.15599999999999992, 2149]","[0.248, -0.14799999999999991, 2165]","[0.248, -0.1319999999999999, 2182]","[0.248, -0.12000000000000011, 2199]","[0.252, -0.096000000000000085, 2232]","[0.252, -0.064000000000000057, 2266]","[0.252, -0.028000000000000025, 2282]","[0.252, -0.012000000000000011, 2299]","[0.252, 0.0040000000000000036, 2316]","[0.25600000000000001, 0.028000000000000025, 2349]","[0.25600000000000001, 0.063999999999999946, 2382]","[0.25600000000000001, 0.083999999999999964, 2400]","[0.25600000000000001, 0.099999999999999978, 2433]","[0.25600000000000001, 0.124, 2466]","[0.25600000000000001, 0.14400000000000002, 2499]","[0.25600000000000001, 0.16800000000000004, 2533]","[0.25600000000000001, 0.18000000000000005, 2566]","[0.26000000000000001, 0.19999999999999996, 2584]","[0.26000000000000001, 0.20799999999999996, 2616]","[0.26000000000000001, 0.21199999999999997, 2650]"
"[-0.096000000000000002, -0.1319999999999999, 3317]","[-0.091999999999999998, -0.1319999999999999, 3350]","[-0.091999999999999998, -0.1319999999999999, 3366]","[-0.091999999999999998, -0.1319999999999999, 3384]","[-0.091999999999999998, -0.1319999999999999, 3400]","[-0.096000000000000002, -0.12799999999999989, 3416]","[-0.096000000000000002, -0.12799999999999989, 3433]","[-0.096000000000000002, -0.12799999999999989, 3449]","[-0.096000000000000002, -0.12799999999999989, 3466]","[-0.096000000000000002, -0.12799999999999989, 3483]","[-0.096000000000000002, -0.12799999999999989, 3500]","[-0.096000000000000002, -0.12799999999999989, 3516]","[-0.096000000000000002, -0.12799999999999989, 3533]","[-0.096000000000000002, -0.12400000000000011, 3550]","[-0.087999999999999995, -0.12000000000000011, 3566]","[-0.080000000000000002, -0.1120000000000001, 3583]","[-0.068000000000000005, -0.10400000000000009, 3600]","[-0.059999999999999998, -0.10000000000000009, 3616]","[-0.048000000000000001, -0.092000000000000082, 3633]","[-0.040000000000000001, -0.092000000000000082, 3650]","[-0.035999999999999997, -0.088000000000000078, 3666]","[-0.032000000000000001, -0.084000000000000075, 3683]","[-0.028000000000000001, -0.084000000000000075, 3699]","[-0.016, -0.076000000000000068, 3716]","[-0.012, -0.072000000000000064, 3734]","[-0.0040000000000000001, -0.064000000000000057, 3751]","[0.0040000000000000001, -0.05600000000000005, 3767]","[0.0080000000000000002, -0.052000000000000046, 3784]","[0.0080000000000000002, -0.052000000000000046, 3800]","[0.0080000000000000002, -0.048000000000000043, 3817]","[0.012, -0.044000000000000039, 3834]","[0.012, -0.036000000000000032, 3850]","[0.012, -0.032000000000000028, 3867]","[0.012, -0.028000000000000025, 3883]","[0.012, -0.028000000000000025, 3900]","[0.012, -0.024000000000000021, 3917]","[0.012, -0.020000000000000018, 3934]","[0.012, -0.012000000000000011, 3967]","[0.012, 0.0040000000000000036, 3984]","[0.0080000000000000002, 0.012000000000000011, 4000]","[0.0040000000000000001, 0.016000000000000014, 4017]","[0.0, 0.020000000000000018, 4033]","[-0.0040000000000000001, 0.028000000000000025, 4050]","[-0.012, 0.032000000000000028, 4067]","[-0.016, 0.036000000000000032, 4083]","[-0.02, 0.040000000000000036, 4117]","[-0.028000000000000001, 0.040000000000000036, 4150]","[-0.048000000000000001, 0.048000000000000043, 4183]","[-0.056000000000000001, 0.052000000000000046, 4216]","[-0.068000000000000005, 0.052000000000000046, 4250]","[-0.084000000000000005, 0.052000000000000046, 4283]","[-0.10000000000000001, 0.052000000000000046, 4317]","[-0.11600000000000001, 0.052000000000000046, 4351]","[-0.13600000000000001, 0.040000000000000036, 4383]","[-0.152, 0.032000000000000028, 4418]","[-0.156, 0.024000000000000021, 4451]","[-0.16400000000000001, 0.016000000000000014, 4485]","[-0.16800000000000001, 0.0040000000000000036, 4518]","[-0.17599999999999999, -0.016000000000000014, 4550]","[-0.17599999999999999, -0.028000000000000025, 4584]","[-0.17599999999999999, -0.040000000000000036, 4617]","[-0.17599999999999999, -0.044000000000000039, 4651]","[-0.17599999999999999, -0.048000000000000043, 4683]","[-0.17599999999999999, -0.048000000000000043, 4718]","[-0.17599999999999999, -0.048000000000000043, 4751]"
