"[0.0040000000000000001, 0.18000000000000005, 1050]"
"[0.0040000000000000001, 0.18400000000000005, 1083]","[0.0040000000000000001, 0.18400000000000005, 1116]","[0.0040000000000000001, 0.18400000000000005, 1134]","[0.0040000000000000001, 0.18400000000000005, 1150]","[-0.043999999999999997, 0.21199999999999997, 1166]","[-0.056000000000000001, 0.21199999999999997, 1182]","[-0.068000000000000005, 0.21199999999999997, 1200]","[-0.080000000000000002, 0.21199999999999997, 1216]","[-0.096000000000000002, 0.20799999999999996, 1233]","[-0.112, 0.19599999999999995, 1249]","[-0.128, 0.18799999999999994, 1268]","[-0.14000000000000001, 0.17600000000000005, 1282]","[-0.14799999999999999, 0.16800000000000004, 1299]","[-0.156, 0.16400000000000003, 1316]","[-0.16400000000000001, 0.14800000000000002, 1333]","[-0.16800000000000001, 0.13600000000000001, 1349]","[-0.17199999999999999, 0.128, 1367]","[-0.17599999999999999, 0.11199999999999999, 1383]","[-0.17599999999999999, 0.087999999999999967, 1399]","[-0.17599999999999999, 0.071999999999999953, 1416]","[-0.17599999999999999, 0.060000000000000053, 1433]","[-0.17599999999999999, 0.048000000000000043, 1449]","[-0.17199999999999999, 0.032000000000000028, 1466]","[-0.16800000000000001, 0.024000000000000021, 1483]","[-0.16400000000000001, 0.020000000000000018, 1499]","[-0.156, 0.012000000000000011, 1516]","[-0.14799999999999999, 0.0040000000000000036, 1533]","[-0.14000000000000001, -0.0040000000000000036, 1549]","[-0.13200000000000001, -0.0080000000000000071, 1565]","[-0.12, -0.012000000000000011, 1583]","[-0.108, -0.016000000000000014, 1599]","[-0.091999999999999998, -0.016000000000000014, 1616]","[-0.075999999999999998, -0.016000000000000014, 1633]","[-0.064000000000000001, -0.016000000000000014, 1649]","[-0.051999999999999998, -0.012000000000000011, 1666]","[-0.028000000000000001, 0.0, 1683]","[-0.016, 0.012000000000000011, 1699]","[-0.0040000000000000001, 0.024000000000000021, 1717]","[0.0080000000000000002, 0.040000000000000036, 1733]","[0.012, 0.040000000000000036, 1749]","[0.016, 0.048000000000000043, 1769]","[0.02, 0.052000000000000046, 1789]","[0.024, 0.063999999999999946, 1816]","[0.035999999999999997, 0.083999999999999964, 1833]","[0.040000000000000001, 0.091999999999999971, 1850]","[0.040000000000000001, 0.10799999999999998, 1871]","[0.043999999999999997, 0.128, 1900]","[0.043999999999999997, 0.15200000000000002, 1921]","[0.043999999999999997, 0.18000000000000005, 1938]","[0.043999999999999997, 0.19599999999999995, 1954]","[0.043999999999999997, 0.20799999999999996, 1971]","[0.043999999999999997, 0.22399999999999998, 1988]","[0.043999999999999997, 0.23999999999999999, 2016]","[0.043999999999999997, 0.25600000000000001, 2038]","[0.043999999999999997, 0.26400000000000001, 2056]","[0.040000000000000001, 0.26400000000000001, 2084]","[0.040000000000000001, 0.26400000000000001, 2104]","[0.040000000000000001, 0.26400000000000001, 2123]","[0.040000000000000001, 0.26400000000000001, 2150]","[0.040000000000000001, 0.26400000000000001, 2172]","[0.040000000000000001, 0.26400000000000001, 2200]","[0.040000000000000001, 0.25600000000000001, 2222]","[0.040000000000000001, 0.252, 2250]","[0.048000000000000001, 0.23599999999999999, 2284]","[0.051999999999999998, 0.21199999999999997, 2316]","[0.059999999999999998, 0.18799999999999994, 2350]","[0.064000000000000001, 0.16400000000000003, 2371]","[0.064000000000000001, 0.14800000000000002, 2400]","[0.064000000000000001, 0.10799999999999998, 2422]","[0.064000000000000001, 0.095999999999999974, 2450]","[0.064000000000000001, 0.071999999999999953, 2472]","[0.064000000000000001, 0.05600000000000005, 2500]","[0.064000000000000001, 0.036000000000000032, 2522]","[0.064000000000000001, 0.020000000000000018, 2551]","[0.064000000000000001, 0.0, 2584]","[0.064000000000000001, -0.024000000000000021, 2617]","[0.064000000000000001, -0.052000000000000046, 2651]","[0.059999999999999998, -0.084000000000000075, 2683]","[0.051999999999999998, -0.1080000000000001, 2717]","[0.048000000000000001, -0.1319999999999999, 2750]","[0.032000000000000001, -0.17599999999999993, 2801]","[0.016, -0.20399999999999996, 2834]","[0.0040000000000000001, -0.22799999999999998, 2868]","[-0.0040000000000000001, -0.23999999999999999, 2901]","[-0.012, -0.252, 2934]","[-0.028000000000000001, -0.26400000000000001, 2955]","[-0.040000000000000001, -0.27600000000000002, 2984]","[-0.043999999999999997, -0.28000000000000003, 3005]","[-0.056000000000000001, -0.28000000000000003, 3034]","[-0.068000000000000005, -0.28000000000000003, 3068]","[-0.091999999999999998, -0.28000000000000003, 3101]","[-0.112, -0.28000000000000003, 3134]","[-0.128, -0.28000000000000003, 3168]","[-0.13600000000000001, -0.27200000000000002, 3201]","[-0.14799999999999999, -0.26000000000000001, 3222]","[-0.156, -0.252, 3251]","[-0.16800000000000001, -0.23999999999999999, 3284]","[-0.17199999999999999, -0.22399999999999998, 3318]","[-0.17999999999999999, -0.20799999999999996, 3351]","[-0.184, -0.19999999999999996, 3385]","[-0.184, -0.18799999999999994, 3418]","[-0.188, -0.17999999999999994, 3450]","[-0.188, -0.16799999999999993, 3484]","[-0.188, -0.16399999999999992, 3517]","[-0.188, -0.15999999999999992, 3551]","[-0.188, -0.15599999999999992, 3584]","[-0.188, -0.14799999999999991, 3618]","[-0.188, -0.14399999999999991, 3651]"
