"[-0.17599999999999999, 0.16000000000000003, 965]","[-0.17999999999999999, 0.15600000000000003, 982]","[-0.17999999999999999, 0.15600000000000003, 999]","[-0.17999999999999999, 0.15600000000000003, 1016]","[-0.17999999999999999, 0.15600000000000003, 1032]","[-0.17999999999999999, 0.15600000000000003, 1050]","[-0.17999999999999999, 0.15600000000000003, 1066]","[-0.17999999999999999, 0.15600000000000003, 1082]","[-0.17999999999999999, 0.15600000000000003, 1100]","[-0.17999999999999999, 0.15600000000000003, 1116]","[-0.17999999999999999, 0.15600000000000003, 1132]","[-0.17999999999999999, 0.15600000000000003, 1149]","[-0.17999999999999999, 0.15600000000000003, 1166]","[-0.17999999999999999, 0.15600000000000003, 1183]","[-0.17599999999999999, 0.15600000000000003, 1199]","[-0.16800000000000001, 0.15600000000000003, 1216]","[-0.14399999999999999, 0.15600000000000003, 1233]","[-0.091999999999999998, 0.16000000000000003, 1250]","[-0.048000000000000001, 0.16800000000000004, 1265]","[-0.0080000000000000002, 0.17200000000000004, 1283]","[0.028000000000000001, 0.17200000000000004, 1299]","[0.071999999999999995, 0.17200000000000004, 1315]","[0.091999999999999998, 0.17200000000000004, 1333]","[0.108, 0.17200000000000004, 1349]","[0.124, 0.17200000000000004, 1366]","[0.13200000000000001, 0.17200000000000004, 1382]","[0.13600000000000001, 0.17200000000000004, 1399]","[0.13600000000000001, 0.17200000000000004, 1416]","[0.13600000000000001, 0.17200000000000004, 1433]","[0.13600000000000001, 0.17200000000000004, 1450]","[0.13600000000000001, 0.17200000000000004, 1467]"
"[-0.108, 0.012000000000000011, 1983]","[-0.108, 0.012000000000000011, 2017]","[-0.104, 0.016000000000000014, 2033]","[-0.104, 0.016000000000000014, 2051]","[-0.091999999999999998, 0.020000000000000018, 2067]","[-0.080000000000000002, 0.024000000000000021, 2083]","[-0.059999999999999998, 0.028000000000000025, 2100]","[-0.035999999999999997, 0.032000000000000028, 2116]","[-0.0040000000000000001, 0.032000000000000028, 2134]","[0.051999999999999998, 0.032000000000000028, 2149]","[0.080000000000000002, 0.020000000000000018, 2167]","[0.112, 0.0040000000000000036, 2183]","[0.13600000000000001, -0.012000000000000011, 2200]","[0.16400000000000001, -0.036000000000000032, 2217]","[0.17599999999999999, -0.048000000000000043, 2234]","[0.184, -0.05600000000000005, 2250]","[0.188, -0.064000000000000057, 2267]","[0.192, -0.072000000000000064, 2283]","[0.19600000000000001, -0.076000000000000068, 2300]","[0.19600000000000001, -0.076000000000000068, 2317]","[0.19600000000000001, -0.076000000000000068, 2333]","[0.19600000000000001, -0.076000000000000068, 2350]"
"[-0.0080000000000000002, 0.16800000000000004, 3284]","[-0.0040000000000000001, 0.16800000000000004, 3318]","[-0.0040000000000000001, 0.16800000000000004, 3333]","[-0.0040000000000000001, 0.16800000000000004, 3351]","[0.0, 0.16800000000000004, 3367]","[0.0080000000000000002, 0.16400000000000003, 3384]","[0.02, 0.14400000000000002, 3401]","[0.028000000000000001, 0.12, 3417]","[0.035999999999999997, 0.099999999999999978, 3433]","[0.043999999999999997, 0.083999999999999964, 3451]","[0.048000000000000001, 0.071999999999999953, 3467]","[0.051999999999999998, 0.060000000000000053, 3485]","[0.051999999999999998, 0.052000000000000046, 3500]","[0.051999999999999998, 0.048000000000000043, 3518]","[0.051999999999999998, 0.040000000000000036, 3535]","[0.051999999999999998, 0.032000000000000028, 3551]","[0.051999999999999998, 0.028000000000000025, 3567]","[0.051999999999999998, 0.028000000000000025, 3584]","[0.051999999999999998, 0.028000000000000025, 3601]","[0.051999999999999998, 0.028000000000000025, 3618]","[0.051999999999999998, 0.028000000000000025, 3634]","[0.051999999999999998, 0.028000000000000025, 3650]","[0.056000000000000001, 0.036000000000000032, 3668]"
