"[-0.12, 0.12, 1483]","[-0.12, 0.12, 1500]","[-0.12, 0.11599999999999999, 1516]","[-0.12, 0.11599999999999999, 1534]","[-0.12, 0.11599999999999999, 1549]","[-0.11600000000000001, 0.11599999999999999, 1567]","[-0.108, 0.11599999999999999, 1583]","[-0.104, 0.12, 1599]","[-0.096000000000000002, 0.12, 1617]","[-0.080000000000000002, 0.12, 1633]","[-0.071999999999999995, 0.12, 1650]","[-0.064000000000000001, 0.11599999999999999, 1666]","[-0.056000000000000001, 0.11199999999999999, 1684]","[-0.043999999999999997, 0.099999999999999978, 1700]","[-0.035999999999999997, 0.091999999999999971, 1716]","[-0.028000000000000001, 0.083999999999999964, 1733]","[-0.02, 0.075999999999999956, 1749]","[-0.0080000000000000002, 0.067999999999999949, 1767]","[-0.0040000000000000001, 0.063999999999999946, 1783]","[-0.0040000000000000001, 0.063999999999999946, 1800]","[0.0, 0.060000000000000053, 1817]","[0.0, 0.060000000000000053, 1833]","[0.0, 0.05600000000000005, 1851]","[0.0040000000000000001, 0.048000000000000043, 1867]","[0.0040000000000000001, 0.048000000000000043, 1883]","[0.0040000000000000001, 0.048000000000000043, 1900]"
"[-0.024, 0.20399999999999996, 2517]","[-0.028000000000000001, 0.19999999999999996, 2550]","[-0.028000000000000001, 0.19599999999999995, 2568]","[-0.035999999999999997, 0.18000000000000005, 2584]","[-0.043999999999999997, 0.16800000000000004, 2600]","[-0.048000000000000001, 0.15600000000000003, 2618]","[-0.051999999999999998, 0.14800000000000002, 2634]","[-0.051999999999999998, 0.14400000000000002, 2650]","[-0.059999999999999998, 0.13600000000000001, 2668]","[-0.068000000000000005, 0.12, 2684]","[-0.071999999999999995, 0.11599999999999999, 2701]","[-0.071999999999999995, 0.12, 2718]"
"[0.11600000000000001, 0.28000000000000003, 3618]","[0.12, 0.28000000000000003, 3652]","[0.12, 0.28400000000000003, 3669]","[0.12, 0.28400000000000003, 3685]","[0.12, 0.28400000000000003, 3702]","[0.112, 0.28400000000000003, 3718]","[0.108, 0.28400000000000003, 3736]","[0.104, 0.28800000000000003, 3751]","[0.10000000000000001, 0.28800000000000003, 3769]","[0.091999999999999998, 0.28800000000000003, 3785]","[0.084000000000000005, 0.28800000000000003, 3802]","[0.080000000000000002, 0.28800000000000003, 3818]","[0.068000000000000005, 0.28800000000000003, 3835]","[0.059999999999999998, 0.28800000000000003, 3852]","[0.056000000000000001, 0.28800000000000003, 3869]","[0.048000000000000001, 0.28400000000000003, 3885]","[0.040000000000000001, 0.28000000000000003, 3902]","[0.032000000000000001, 0.27600000000000002, 3919]","[0.028000000000000001, 0.27600000000000002, 3935]","[0.024, 0.27600000000000002, 3951]","[0.02, 0.26800000000000002, 3969]","[0.012, 0.26400000000000001, 3985]","[0.0080000000000000002, 0.26000000000000001, 4002]","[0.0040000000000000001, 0.248, 4019]","[0.0, 0.23999999999999999, 4035]","[0.0, 0.23599999999999999, 4052]","[-0.0040000000000000001, 0.22799999999999998, 4069]","[-0.0040000000000000001, 0.21999999999999997, 4085]","[-0.0040000000000000001, 0.21599999999999997, 4102]","[-0.0080000000000000002, 0.21199999999999997, 4118]","[-0.0080000000000000002, 0.20799999999999996, 4135]","[-0.0080000000000000002, 0.19999999999999996, 4151]","[-0.0080000000000000002, 0.19599999999999995, 4169]","[-0.0080000000000000002, 0.19199999999999995, 4185]","[-0.0040000000000000001, 0.18799999999999994, 4202]","[0.016, 0.17600000000000005, 4235]","[0.035999999999999997, 0.16800000000000004, 4251]","[0.040000000000000001, 0.16800000000000004, 4269]","[0.059999999999999998, 0.16800000000000004, 4286]","[0.080000000000000002, 0.16800000000000004, 4319]","[0.10000000000000001, 0.17200000000000004, 4353]","[0.12, 0.18400000000000005, 4385]","[0.14399999999999999, 0.20399999999999996, 4402]","[0.14799999999999999, 0.21199999999999997, 4419]","[0.152, 0.21999999999999997, 4435]","[0.152, 0.23199999999999998, 4451]","[0.156, 0.24399999999999999, 4469]","[0.16, 0.248, 4485]","[0.16, 0.252, 4519]","[0.16, 0.25600000000000001, 4552]","[0.152, 0.26400000000000001, 4585]","[0.14399999999999999, 0.26800000000000002, 4603]","[0.13600000000000001, 0.26800000000000002, 4618]","[0.13600000000000001, 0.26800000000000002, 4636]","[0.13600000000000001, 0.26800000000000002, 4669]","[0.13600000000000001, 0.27200000000000002, 4685]","[0.13600000000000001, 0.27200000000000002, 4703]","[0.13600000000000001, 0.27200000000000002, 4719]","[0.13600000000000001, 0.27200000000000002, 4753]","[0.13600000000000001, 0.27200000000000002, 4786]","[0.13600000000000001, 0.27200000000000002, 4819]","[0.13200000000000001, 0.27200000000000002, 4853]"
"[0.13200000000000001, 0.28000000000000003, 5270]","[0.13200000000000001, 0.28000000000000003, 5320]","[0.14000000000000001, 0.28400000000000003, 5336]","[0.14399999999999999, 0.28800000000000003, 5354]","[0.152, 0.28800000000000003, 5370]","[0.16400000000000001, 0.28800000000000003, 5387]","[0.184, 0.29600000000000004, 5403]","[0.192, 0.30400000000000005, 5420]","[0.192, 0.30400000000000005, 5436]","[0.192, 0.30400000000000005, 5454]","[0.184, 0.30000000000000004, 5471]","[0.17599999999999999, 0.29600000000000004, 5487]"
"[0.156, 0.21199999999999997, 6170]","[0.156, 0.21199999999999997, 6221]","[0.156, 0.21199999999999997, 6237]","[0.156, 0.21199999999999997, 6254]","[0.152, 0.20399999999999996, 6271]","[0.152, 0.19199999999999995, 6288]","[0.152, 0.17600000000000005, 6304]","[0.152, 0.16000000000000003, 6320]","[0.152, 0.14000000000000001, 6338]","[0.156, 0.124, 6354]","[0.156, 0.10399999999999998, 6370]","[0.16, 0.071999999999999953, 6387]","[0.16, 0.052000000000000046, 6404]","[0.16, 0.040000000000000036, 6420]","[0.16, 0.028000000000000025, 6438]","[0.16, 0.0080000000000000071, 6453]","[0.16, -0.0040000000000000036, 6472]","[0.16, -0.020000000000000018, 6487]","[0.16, -0.040000000000000036, 6504]","[0.156, -0.06800000000000006, 6521]","[0.156, -0.080000000000000071, 6538]","[0.152, -0.092000000000000082, 6554]","[0.152, -0.10400000000000009, 6571]","[0.14799999999999999, -0.1319999999999999, 6587]","[0.14399999999999999, -0.15199999999999991, 6604]","[0.14000000000000001, -0.16799999999999993, 6620]","[0.14000000000000001, -0.18399999999999994, 6638]","[0.14000000000000001, -0.21599999999999997, 6654]","[0.14000000000000001, -0.22799999999999998, 6671]","[0.14000000000000001, -0.23999999999999999, 6687]","[0.14000000000000001, -0.248, 6704]","[0.14000000000000001, -0.252, 6721]","[0.14000000000000001, -0.252, 6738]","[0.14000000000000001, -0.252, 6754]","[0.14000000000000001, -0.252, 6771]","[0.14000000000000001, -0.248, 6787]","[0.14000000000000001, -0.21999999999999997, 6804]"
