"[0.12, 0.0080000000000000071, 1434]","[0.12, 0.012000000000000011, 1449]","[0.12, 0.020000000000000018, 1466]","[0.11600000000000001, 0.020000000000000018, 1483]","[0.11600000000000001, 0.024000000000000021, 1500]","[0.112, 0.028000000000000025, 1517]","[0.108, 0.036000000000000032, 1534]","[0.104, 0.040000000000000036, 1550]","[0.10000000000000001, 0.044000000000000039, 1567]","[0.091999999999999998, 0.052000000000000046, 1583]","[0.080000000000000002, 0.060000000000000053, 1599]","[0.071999999999999995, 0.060000000000000053, 1617]","[0.064000000000000001, 0.060000000000000053, 1633]","[0.048000000000000001, 0.060000000000000053, 1650]","[0.043999999999999997, 0.060000000000000053, 1666]","[0.035999999999999997, 0.05600000000000005, 1683]","[0.028000000000000001, 0.048000000000000043, 1700]","[0.02, 0.044000000000000039, 1717]","[0.012, 0.036000000000000032, 1733]","[0.0080000000000000002, 0.032000000000000028, 1750]","[0.0040000000000000001, 0.024000000000000021, 1766]","[0.0, 0.020000000000000018, 1783]","[0.0, 0.016000000000000014, 1800]","[-0.0040000000000000001, 0.0080000000000000071, 1816]","[-0.0080000000000000002, 0.0, 1834]","[-0.0080000000000000002, -0.0080000000000000071, 1850]","[-0.0080000000000000002, -0.012000000000000011, 1867]","[-0.0080000000000000002, -0.024000000000000021, 1884]","[-0.0080000000000000002, -0.028000000000000025, 1900]","[-0.0080000000000000002, -0.036000000000000032, 1919]","[-0.0080000000000000002, -0.044000000000000039, 1934]","[-0.0080000000000000002, -0.048000000000000043, 1950]","[-0.0080000000000000002, -0.05600000000000005, 1966]","[-0.0080000000000000002, -0.064000000000000057, 1983]","[-0.0080000000000000002, -0.072000000000000064, 2000]","[-0.0080000000000000002, -0.084000000000000075, 2017]","[-0.0040000000000000001, -0.092000000000000082, 2033]","[-0.0040000000000000001, -0.10000000000000009, 2050]","[0.0040000000000000001, -0.1080000000000001, 2068]","[0.0080000000000000002, -0.1080000000000001, 2084]","[0.012, -0.1120000000000001, 2101]","[0.016, -0.1160000000000001, 2116]","[0.02, -0.12000000000000011, 2134]","[0.028000000000000001, -0.12000000000000011, 2150]","[0.040000000000000001, -0.12000000000000011, 2167]","[0.059999999999999998, -0.12000000000000011, 2196]","[0.080000000000000002, -0.1160000000000001, 2216]","[0.096000000000000002, -0.1120000000000001, 2233]","[0.104, -0.1080000000000001, 2250]","[0.104, -0.1080000000000001, 2284]","[0.104, -0.10400000000000009, 2301]","[0.108, -0.10000000000000009, 2329]","[0.12, -0.092000000000000082, 2350]","[0.124, -0.084000000000000075, 2367]","[0.124, -0.084000000000000075, 2384]","[0.124, -0.080000000000000071, 2415]","[0.124, -0.072000000000000064, 2446]","[0.124, -0.05600000000000005, 2467]","[0.124, -0.052000000000000046, 2485]","[0.124, -0.044000000000000039, 2512]","[0.124, -0.036000000000000032, 2545]","[0.124, -0.028000000000000025, 2567]","[0.124, -0.024000000000000021, 2585]","[0.124, -0.024000000000000021, 2612]","[0.124, -0.016000000000000014, 2634]","[0.12, -0.012000000000000011, 2662]","[0.11600000000000001, -0.0040000000000000036, 2684]","[0.11600000000000001, 0.0, 2713]","[0.11600000000000001, 0.0040000000000000036, 2735]","[0.11600000000000001, 0.0040000000000000036, 2762]","[0.112, 0.0040000000000000036, 2784]","[0.112, 0.0040000000000000036, 2812]","[0.112, 0.0040000000000000036, 2834]"
"[-0.048000000000000001, 0.23599999999999999, 3818]","[-0.048000000000000001, 0.23199999999999998, 3852]","[-0.048000000000000001, 0.22799999999999998, 3868]","[-0.048000000000000001, 0.22799999999999998, 3885]","[-0.043999999999999997, 0.21999999999999997, 3902]","[-0.040000000000000001, 0.21599999999999997, 3921]","[-0.040000000000000001, 0.20799999999999996, 3935]","[-0.035999999999999997, 0.20399999999999996, 3952]","[-0.032000000000000001, 0.19599999999999995, 3968]","[-0.028000000000000001, 0.19199999999999995, 3985]","[-0.028000000000000001, 0.18400000000000005, 4001]","[-0.024, 0.18000000000000005, 4019]","[-0.024, 0.17200000000000004, 4035]","[-0.02, 0.16000000000000003, 4051]","[-0.02, 0.15600000000000003, 4069]","[-0.016, 0.15200000000000002, 4085]","[-0.016, 0.14800000000000002, 4102]","[-0.012, 0.14000000000000001, 4118]","[-0.012, 0.13200000000000001, 4135]","[-0.012, 0.128, 4151]","[-0.012, 0.11599999999999999, 4169]","[-0.0080000000000000002, 0.10799999999999998, 4185]","[-0.0080000000000000002, 0.099999999999999978, 4202]","[-0.0040000000000000001, 0.095999999999999974, 4219]","[-0.0040000000000000001, 0.091999999999999971, 4235]","[0.0, 0.083999999999999964, 4252]","[0.0, 0.075999999999999956, 4269]","[0.0, 0.067999999999999949, 4285]","[0.0, 0.060000000000000053, 4302]","[0.0, 0.052000000000000046, 4319]","[0.0, 0.048000000000000043, 4335]","[0.0, 0.044000000000000039, 4352]","[0.0, 0.040000000000000036, 4369]","[0.0, 0.036000000000000032, 4386]","[0.0, 0.028000000000000025, 4403]","[0.0, 0.024000000000000021, 4420]","[0.0, 0.020000000000000018, 4447]","[0.0, 0.0080000000000000071, 4468]","[0.0, 0.0040000000000000036, 4486]","[0.0040000000000000001, -0.0040000000000000036, 4502]","[0.0040000000000000001, -0.012000000000000011, 4530]","[0.0040000000000000001, -0.020000000000000018, 4552]","[0.0040000000000000001, -0.032000000000000028, 4580]","[0.0080000000000000002, -0.040000000000000036, 4602]","[0.0080000000000000002, -0.044000000000000039, 4619]","[0.0080000000000000002, -0.048000000000000043, 4635]","[0.0080000000000000002, -0.052000000000000046, 4652]","[0.0080000000000000002, -0.060000000000000053, 4669]","[0.0080000000000000002, -0.06800000000000006, 4686]","[0.0080000000000000002, -0.076000000000000068, 4712]","[0.0080000000000000002, -0.084000000000000075, 4735]","[0.0040000000000000001, -0.092000000000000082, 4752]","[0.0040000000000000001, -0.096000000000000085, 4769]","[0.0, -0.10000000000000009, 4785]","[0.0, -0.10000000000000009, 4803]","[0.0, -0.10400000000000009, 4820]","[0.0, -0.10400000000000009, 4846]","[0.0, -0.10400000000000009, 4869]","[-0.0040000000000000001, -0.1080000000000001, 4896]","[-0.0040000000000000001, -0.1120000000000001, 4919]","[-0.0040000000000000001, -0.1120000000000001, 4947]","[-0.0080000000000000002, -0.1120000000000001, 4980]","[-0.012, -0.1160000000000001, 5003]","[-0.016, -0.12000000000000011, 5029]","[-0.016, -0.12400000000000011, 5053]","[-0.02, -0.12400000000000011, 5080]","[-0.02, -0.12400000000000011, 5102]","[-0.024, -0.12799999999999989, 5120]","[-0.032000000000000001, -0.1359999999999999, 5146]","[-0.035999999999999997, -0.1399999999999999, 5169]","[-0.040000000000000001, -0.14399999999999991, 5196]","[-0.040000000000000001, -0.14399999999999991, 5219]","[-0.040000000000000001, -0.14399999999999991, 5246]","[-0.040000000000000001, -0.14399999999999991, 5270]","[-0.040000000000000001, -0.14399999999999991, 5296]","[-0.040000000000000001, -0.14399999999999991, 5320]"
