"[0.075999999999999998, 0.083999999999999964, 1798]","[0.080000000000000002, 0.083999999999999964, 1815]","[0.080000000000000002, 0.083999999999999964, 1831]","[0.080000000000000002, 0.083999999999999964, 1849]","[0.080000000000000002, 0.083999999999999964, 1866]","[0.080000000000000002, 0.083999999999999964, 1881]","[0.080000000000000002, 0.083999999999999964, 1898]","[0.080000000000000002, 0.083999999999999964, 1915]","[0.080000000000000002, 0.083999999999999964, 1931]","[0.080000000000000002, 0.083999999999999964, 1948]","[0.080000000000000002, 0.083999999999999964, 1965]","[0.080000000000000002, 0.083999999999999964, 1981]","[0.080000000000000002, 0.083999999999999964, 1998]","[0.080000000000000002, 0.083999999999999964, 2016]","[0.080000000000000002, 0.083999999999999964, 2032]","[0.071999999999999995, 0.091999999999999971, 2049]","[0.068000000000000005, 0.095999999999999974, 2065]","[0.059999999999999998, 0.099999999999999978, 2088]","[0.043999999999999997, 0.099999999999999978, 2116]","[0.032000000000000001, 0.10399999999999998, 2131]","[0.024, 0.10399999999999998, 2148]","[0.012, 0.10399999999999998, 2165]","[0.0, 0.10399999999999998, 2182]","[-0.024, 0.099999999999999978, 2198]","[-0.040000000000000001, 0.095999999999999974, 2215]","[-0.056000000000000001, 0.091999999999999971, 2231]","[-0.068000000000000005, 0.087999999999999967, 2249]","[-0.084000000000000005, 0.083999999999999964, 2265]","[-0.091999999999999998, 0.075999999999999956, 2282]","[-0.10000000000000001, 0.071999999999999953, 2299]","[-0.108, 0.063999999999999946, 2314]","[-0.12, 0.05600000000000005, 2333]","[-0.14000000000000001, 0.040000000000000036, 2349]","[-0.152, 0.032000000000000028, 2365]","[-0.16, 0.024000000000000021, 2382]","[-0.16800000000000001, 0.016000000000000014, 2399]","[-0.17599999999999999, 0.0040000000000000036, 2432]","[-0.184, -0.0080000000000000071, 2449]","[-0.192, -0.020000000000000018, 2465]","[-0.19600000000000001, -0.028000000000000025, 2482]","[-0.20000000000000001, -0.036000000000000032, 2499]","[-0.20000000000000001, -0.044000000000000039, 2516]","[-0.20000000000000001, -0.060000000000000053, 2532]","[-0.20399999999999999, -0.072000000000000064, 2549]","[-0.20399999999999999, -0.084000000000000075, 2565]","[-0.20399999999999999, -0.092000000000000082, 2582]","[-0.20399999999999999, -0.096000000000000085, 2608]","[-0.20399999999999999, -0.1080000000000001, 2632]","[-0.20399999999999999, -0.1160000000000001, 2666]","[-0.19600000000000001, -0.1319999999999999, 2699]","[-0.184, -0.14399999999999991, 2732]","[-0.17599999999999999, -0.15599999999999992, 2749]","[-0.16800000000000001, -0.16399999999999992, 2765]","[-0.156, -0.16799999999999993, 2782]","[-0.14399999999999999, -0.17199999999999993, 2800]","[-0.13200000000000001, -0.17599999999999993, 2831]","[-0.12, -0.17999999999999994, 2866]","[-0.096000000000000002, -0.18399999999999994, 2899]","[-0.084000000000000005, -0.18399999999999994, 2932]","[-0.080000000000000002, -0.18399999999999994, 2966]","[-0.048000000000000001, -0.18399999999999994, 2999]","[-0.035999999999999997, -0.18399999999999994, 3033]","[-0.024, -0.18399999999999994, 3066]","[-0.0040000000000000001, -0.18399999999999994, 3099]","[0.0, -0.17999999999999994, 3133]","[0.0040000000000000001, -0.17999999999999994, 3166]","[0.012, -0.17599999999999993, 3199]","[0.016, -0.17199999999999993, 3232]","[0.032000000000000001, -0.16399999999999992, 3267]","[0.035999999999999997, -0.16399999999999992, 3299]","[0.051999999999999998, -0.15199999999999991, 3333]","[0.071999999999999995, -0.14399999999999991, 3366]","[0.071999999999999995, -0.14399999999999991, 3398]","[0.071999999999999995, -0.14399999999999991, 3441]","[0.071999999999999995, -0.14399999999999991, 3466]","[0.071999999999999995, -0.14399999999999991, 3499]","[0.071999999999999995, -0.14399999999999991, 3533]","[0.071999999999999995, -0.14399999999999991, 3566]"
"[0.040000000000000001, 0.33599999999999997, 4433]","[0.040000000000000001, 0.33199999999999996, 4483]","[0.035999999999999997, 0.31999999999999995, 4499]","[0.035999999999999997, 0.31200000000000006, 4517]","[0.035999999999999997, 0.30000000000000004, 4534]","[0.035999999999999997, 0.28800000000000003, 4550]","[0.035999999999999997, 0.27600000000000002, 4567]","[0.035999999999999997, 0.26000000000000001, 4584]","[0.035999999999999997, 0.23999999999999999, 4600]","[0.035999999999999997, 0.22799999999999998, 4617]","[0.035999999999999997, 0.21599999999999997, 4634]","[0.035999999999999997, 0.20399999999999996, 4651]","[0.035999999999999997, 0.18400000000000005, 4666]","[0.035999999999999997, 0.16800000000000004, 4683]","[0.035999999999999997, 0.14800000000000002, 4699]","[0.035999999999999997, 0.128, 4716]","[0.035999999999999997, 0.11599999999999999, 4733]","[0.035999999999999997, 0.10399999999999998, 4750]","[0.035999999999999997, 0.087999999999999967, 4767]","[0.035999999999999997, 0.071999999999999953, 4791]","[0.035999999999999997, 0.040000000000000036, 4816]","[0.035999999999999997, 0.012000000000000011, 4833]","[0.040000000000000001, -0.0040000000000000036, 4850]","[0.040000000000000001, -0.028000000000000025, 4867]","[0.040000000000000001, -0.036000000000000032, 4883]","[0.040000000000000001, -0.048000000000000043, 4900]","[0.040000000000000001, -0.060000000000000053, 4916]","[0.040000000000000001, -0.076000000000000068, 4933]","[0.043999999999999997, -0.088000000000000078, 4950]","[0.043999999999999997, -0.096000000000000085, 4966]","[0.043999999999999997, -0.10400000000000009, 4983]","[0.043999999999999997, -0.1080000000000001, 5000]","[0.043999999999999997, -0.1120000000000001, 5016]","[0.043999999999999997, -0.1160000000000001, 5033]","[0.043999999999999997, -0.12000000000000011, 5050]","[0.043999999999999997, -0.12799999999999989, 5066]","[0.043999999999999997, -0.1359999999999999, 5084]","[0.043999999999999997, -0.1399999999999999, 5100]","[0.043999999999999997, -0.14799999999999991, 5116]","[0.043999999999999997, -0.15199999999999991, 5133]","[0.048000000000000001, -0.15999999999999992, 5150]","[0.048000000000000001, -0.16399999999999992, 5167]","[0.048000000000000001, -0.17199999999999993, 5184]","[0.048000000000000001, -0.17599999999999993, 5200]","[0.048000000000000001, -0.17999999999999994, 5217]","[0.048000000000000001, -0.18399999999999994, 5234]","[0.048000000000000001, -0.18799999999999994, 5250]","[0.048000000000000001, -0.19199999999999995, 5267]","[0.048000000000000001, -0.19599999999999995, 5284]","[0.048000000000000001, -0.19599999999999995, 5317]","[0.048000000000000001, -0.19999999999999996, 5334]","[0.048000000000000001, -0.20399999999999996, 5350]","[0.051999999999999998, -0.20799999999999996, 5367]","[0.051999999999999998, -0.20799999999999996, 5384]","[0.051999999999999998, -0.20799999999999996, 5401]","[0.051999999999999998, -0.20799999999999996, 5418]","[0.051999999999999998, -0.20799999999999996, 5450]"
