"[-0.29999999999999999, 0.07999999999999996, 1468]","[-0.29999999999999999, 0.07999999999999996, 1485]","[-0.29999999999999999, 0.07999999999999996, 1501]","[-0.29999999999999999, 0.07999999999999996, 1517]","[-0.29999999999999999, 0.07999999999999996, 1535]","[-0.29999999999999999, 0.07999999999999996, 1551]","[-0.29999999999999999, 0.07999999999999996, 1568]","[-0.29999999999999999, 0.07999999999999996, 1584]","[-0.29999999999999999, 0.07999999999999996, 1601]","[-0.29999999999999999, 0.07999999999999996, 1618]","[-0.29999999999999999, 0.07999999999999996, 1635]","[-0.29999999999999999, 0.087999999999999967, 1651]","[-0.29199999999999998, 0.095999999999999974, 1667]","[-0.28000000000000003, 0.11599999999999999, 1685]","[-0.26000000000000001, 0.13200000000000001, 1702]","[-0.23999999999999999, 0.14800000000000002, 1718]","[-0.22, 0.16000000000000003, 1734]","[-0.21199999999999999, 0.16400000000000003, 1751]","[-0.20799999999999999, 0.16400000000000003, 1768]","[-0.20399999999999999, 0.16400000000000003, 1785]","[-0.192, 0.14000000000000001, 1801]","[-0.17999999999999999, 0.11199999999999999, 1819]","[-0.16800000000000001, 0.07999999999999996, 1834]","[-0.16400000000000001, 0.052000000000000046, 1852]","[-0.16400000000000001, 0.0, 1868]","[-0.16400000000000001, -0.032000000000000028, 1884]","[-0.16800000000000001, -0.064000000000000057, 1901]","[-0.16800000000000001, -0.092000000000000082, 1918]","[-0.16800000000000001, -0.12000000000000011, 1935]","[-0.16400000000000001, -0.15199999999999991, 1951]","[-0.16400000000000001, -0.16399999999999992, 1969]","[-0.16, -0.17199999999999993, 1985]","[-0.16, -0.17999999999999994, 2002]","[-0.16, -0.18799999999999994, 2018]","[-0.16, -0.18799999999999994, 2034]","[-0.16, -0.18799999999999994, 2051]","[-0.16, -0.18799999999999994, 2068]","[-0.16, -0.18799999999999994, 2085]","[-0.16, -0.18799999999999994, 2101]","[-0.16, -0.18799999999999994, 2118]","[-0.16, -0.18799999999999994, 2134]","[-0.16, -0.18799999999999994, 2152]","[-0.16, -0.18799999999999994, 2168]","[-0.16, -0.18799999999999994, 2185]","[-0.16, -0.18799999999999994, 2201]"
"[-0.16, 0.012000000000000011, 3185]","[-0.16, 0.012000000000000011, 3219]","[-0.16, 0.012000000000000011, 3235]","[-0.16, 0.012000000000000011, 3252]","[-0.16, 0.012000000000000011, 3268]","[-0.16, 0.012000000000000011, 3286]","[-0.16, 0.012000000000000011, 3302]","[-0.16, 0.012000000000000011, 3319]","[-0.16, 0.012000000000000011, 3335]","[-0.16, 0.012000000000000011, 3352]","[-0.16, 0.012000000000000011, 3369]","[-0.152, 0.012000000000000011, 3385]","[-0.13600000000000001, 0.016000000000000014, 3402]","[-0.11600000000000001, 0.020000000000000018, 3419]","[-0.11600000000000001, 0.020000000000000018, 3436]","[-0.056000000000000001, 0.036000000000000032, 3452]","[-0.035999999999999997, 0.036000000000000032, 3469]","[-0.012, 0.036000000000000032, 3485]","[0.012, 0.040000000000000036, 3502]","[0.040000000000000001, 0.048000000000000043, 3519]","[0.080000000000000002, 0.05600000000000005, 3536]","[0.096000000000000002, 0.05600000000000005, 3552]","[0.108, 0.05600000000000005, 3569]","[0.12, 0.048000000000000043, 3586]","[0.14000000000000001, 0.036000000000000032, 3602]","[0.14399999999999999, 0.024000000000000021, 3619]","[0.152, 0.012000000000000011, 3635]","[0.156, 0.0, 3652]","[0.16400000000000001, -0.028000000000000025, 3668]","[0.16800000000000001, -0.052000000000000046, 3686]","[0.17599999999999999, -0.072000000000000064, 3702]","[0.17999999999999999, -0.080000000000000071, 3719]","[0.184, -0.088000000000000078, 3736]","[0.184, -0.096000000000000085, 3753]","[0.188, -0.10000000000000009, 3769]","[0.192, -0.10400000000000009, 3786]"
"[-0.108, 0.016000000000000014, 4553]","[-0.108, 0.020000000000000018, 4586]","[-0.108, 0.020000000000000018, 4603]","[-0.108, 0.020000000000000018, 4619]","[-0.108, 0.020000000000000018, 4637]","[-0.108, 0.020000000000000018, 4653]","[-0.108, 0.016000000000000014, 4670]","[-0.108, 0.0080000000000000071, 4686]","[-0.104, -0.0040000000000000036, 4702]","[-0.10000000000000001, -0.020000000000000018, 4720]","[-0.087999999999999995, -0.048000000000000043, 4736]","[-0.071999999999999995, -0.06800000000000006, 4753]","[-0.059999999999999998, -0.084000000000000075, 4769]","[-0.051999999999999998, -0.092000000000000082, 4787]","[-0.035999999999999997, -0.1080000000000001, 4803]","[-0.028000000000000001, -0.1120000000000001, 4820]","[-0.024, -0.1160000000000001, 4836]","[-0.012, -0.1160000000000001, 4853]","[0.016, -0.1080000000000001, 4870]","[0.035999999999999997, -0.092000000000000082, 4887]","[0.051999999999999998, -0.076000000000000068, 4903]","[0.056000000000000001, -0.05600000000000005, 4920]","[0.059999999999999998, -0.036000000000000032, 4937]","[0.059999999999999998, -0.024000000000000021, 4953]","[0.059999999999999998, -0.012000000000000011, 4970]","[0.059999999999999998, 0.0, 4986]","[0.059999999999999998, 0.020000000000000018, 5004]","[0.059999999999999998, 0.032000000000000028, 5020]","[0.056000000000000001, 0.036000000000000032, 5037]","[0.051999999999999998, 0.036000000000000032, 5053]"
