"[-0.24399999999999999, 0.091999999999999971, 1367]","[-0.24399999999999999, 0.091999999999999971, 1383]","[-0.24399999999999999, 0.087999999999999967, 1400]","[-0.24399999999999999, 0.087999999999999967, 1417]","[-0.24399999999999999, 0.087999999999999967, 1433]","[-0.24399999999999999, 0.087999999999999967, 1450]","[-0.24399999999999999, 0.087999999999999967, 1467]","[-0.24399999999999999, 0.087999999999999967, 1484]","[-0.24399999999999999, 0.087999999999999967, 1500]","[-0.24399999999999999, 0.087999999999999967, 1517]","[-0.24399999999999999, 0.087999999999999967, 1534]","[-0.24399999999999999, 0.087999999999999967, 1551]","[-0.24399999999999999, 0.087999999999999967, 1567]","[-0.24399999999999999, 0.087999999999999967, 1584]","[-0.23599999999999999, 0.087999999999999967, 1601]","[-0.22800000000000001, 0.087999999999999967, 1618]","[-0.21199999999999999, 0.091999999999999971, 1634]","[-0.20000000000000001, 0.095999999999999974, 1650]","[-0.17599999999999999, 0.099999999999999978, 1667]","[-0.14399999999999999, 0.10799999999999998, 1684]","[-0.11600000000000001, 0.11199999999999999, 1700]","[-0.080000000000000002, 0.11199999999999999, 1717]","[-0.056000000000000001, 0.11199999999999999, 1734]","[-0.032000000000000001, 0.11199999999999999, 1750]","[0.02, 0.128, 1768]","[0.051999999999999998, 0.13600000000000001, 1784]","[0.068000000000000005, 0.13600000000000001, 1801]","[0.075999999999999998, 0.13600000000000001, 1817]","[0.087999999999999995, 0.13600000000000001, 1834]","[0.108, 0.13600000000000001, 1851]","[0.124, 0.13200000000000001, 1867]","[0.13600000000000001, 0.128, 1884]","[0.14000000000000001, 0.124, 1901]","[0.14399999999999999, 0.124, 1918]","[0.14799999999999999, 0.124, 1934]","[0.14799999999999999, 0.124, 1951]","[0.14799999999999999, 0.124, 1967]","[0.14799999999999999, 0.12, 1984]","[0.14799999999999999, 0.11599999999999999, 2001]"
"[-0.071999999999999995, 0.087999999999999967, 2967]","[-0.071999999999999995, 0.087999999999999967, 3001]","[-0.071999999999999995, 0.087999999999999967, 3018]","[-0.071999999999999995, 0.087999999999999967, 3034]","[-0.071999999999999995, 0.087999999999999967, 3051]","[-0.071999999999999995, 0.087999999999999967, 3068]","[-0.071999999999999995, 0.087999999999999967, 3085]","[-0.071999999999999995, 0.087999999999999967, 3101]","[-0.071999999999999995, 0.087999999999999967, 3118]","[-0.071999999999999995, 0.087999999999999967, 3134]","[-0.071999999999999995, 0.087999999999999967, 3151]","[-0.071999999999999995, 0.087999999999999967, 3168]","[-0.071999999999999995, 0.087999999999999967, 3184]","[-0.071999999999999995, 0.087999999999999967, 3201]","[-0.071999999999999995, 0.087999999999999967, 3218]","[-0.071999999999999995, 0.087999999999999967, 3235]","[-0.075999999999999998, 0.083999999999999964, 3251]","[-0.075999999999999998, 0.075999999999999956, 3269]","[-0.068000000000000005, 0.060000000000000053, 3284]","[-0.064000000000000001, 0.052000000000000046, 3302]","[-0.059999999999999998, 0.044000000000000039, 3318]","[-0.056000000000000001, 0.036000000000000032, 3335]","[-0.051999999999999998, 0.016000000000000014, 3351]","[-0.051999999999999998, 0.0040000000000000036, 3367]","[-0.048000000000000001, -0.0080000000000000071, 3385]","[-0.048000000000000001, -0.016000000000000014, 3401]","[-0.048000000000000001, -0.024000000000000021, 3418]","[-0.048000000000000001, -0.024000000000000021, 3435]","[-0.048000000000000001, -0.024000000000000021, 3452]","[-0.048000000000000001, -0.024000000000000021, 3469]","[-0.048000000000000001, -0.024000000000000021, 3485]","[-0.048000000000000001, -0.024000000000000021, 3502]","[-0.048000000000000001, -0.024000000000000021, 3519]"
"[-0.14000000000000001, -0.1399999999999999, 4452]","[-0.13200000000000001, -0.1359999999999999, 4486]","[-0.13200000000000001, -0.12799999999999989, 4502]","[-0.128, -0.12000000000000011, 4520]","[-0.12, -0.1080000000000001, 4536]","[-0.112, -0.10400000000000009, 4553]","[-0.096000000000000002, -0.088000000000000078, 4569]","[-0.080000000000000002, -0.076000000000000068, 4586]","[-0.068000000000000005, -0.064000000000000057, 4603]","[-0.059999999999999998, -0.05600000000000005, 4619]","[-0.051999999999999998, -0.048000000000000043, 4636]","[-0.048000000000000001, -0.044000000000000039, 4653]","[-0.035999999999999997, -0.036000000000000032, 4670]","[-0.0040000000000000001, -0.016000000000000014, 4686]","[0.016, -0.0040000000000000036, 4703]","[0.028000000000000001, 0.0, 4719]","[0.035999999999999997, 0.0040000000000000036, 4736]","[0.048000000000000001, 0.0080000000000000071, 4753]","[0.075999999999999998, 0.012000000000000011, 4769]","[0.091999999999999998, 0.012000000000000011, 4786]","[0.104, 0.0080000000000000071, 4802]","[0.112, 0.0040000000000000036, 4820]","[0.128, -0.0080000000000000071, 4836]","[0.14399999999999999, -0.020000000000000018, 4853]","[0.16400000000000001, -0.032000000000000028, 4869]","[0.17999999999999999, -0.052000000000000046, 4886]","[0.20000000000000001, -0.088000000000000078, 4902]","[0.21199999999999999, -0.1120000000000001, 4919]","[0.224, -0.1399999999999999, 4938]","[0.23999999999999999, -0.18399999999999994, 4953]","[0.252, -0.21199999999999997, 4970]","[0.26400000000000001, -0.23599999999999999, 4986]","[0.28000000000000003, -0.248, 5003]"
