"[-0.17199999999999999, 0.052000000000000046, 883]","[-0.17199999999999999, 0.052000000000000046, 899]","[-0.17199999999999999, 0.05600000000000005, 917]","[-0.17199999999999999, 0.05600000000000005, 932]","[-0.17199999999999999, 0.05600000000000005, 949]","[-0.17199999999999999, 0.060000000000000053, 966]","[-0.17199999999999999, 0.063999999999999946, 982]","[-0.16800000000000001, 0.067999999999999949, 999]","[-0.156, 0.067999999999999949, 1016]","[-0.13200000000000001, 0.071999999999999953, 1032]","[-0.104, 0.075999999999999956, 1049]","[-0.059999999999999998, 0.07999999999999996, 1066]","[-0.032000000000000001, 0.07999999999999996, 1083]","[-0.0040000000000000001, 0.07999999999999996, 1099]","[0.016, 0.07999999999999996, 1115]","[0.043999999999999997, 0.083999999999999964, 1132]","[0.068000000000000005, 0.091999999999999971, 1149]","[0.087999999999999995, 0.095999999999999974, 1166]","[0.096000000000000002, 0.099999999999999978, 1183]","[0.10000000000000001, 0.099999999999999978, 1199]","[0.10000000000000001, 0.099999999999999978, 1215]","[0.10000000000000001, 0.10399999999999998, 1233]","[0.104, 0.10799999999999998, 1249]","[0.112, 0.10799999999999998, 1266]","[0.112, 0.10799999999999998, 1282]","[0.112, 0.11199999999999999, 1299]","[0.112, 0.11199999999999999, 1316]"
"[-0.040000000000000001, 0.052000000000000046, 1966]","[-0.032000000000000001, 0.05600000000000005, 2000]","[-0.028000000000000001, 0.060000000000000053, 2016]","[-0.028000000000000001, 0.060000000000000053, 2033]","[-0.028000000000000001, 0.060000000000000053, 2050]","[-0.028000000000000001, 0.060000000000000053, 2067]","[-0.028000000000000001, 0.060000000000000053, 2083]","[-0.028000000000000001, 0.060000000000000053, 2100]","[-0.028000000000000001, 0.060000000000000053, 2116]","[-0.028000000000000001, 0.060000000000000053, 2132]","[-0.028000000000000001, 0.060000000000000053, 2150]","[-0.028000000000000001, 0.060000000000000053, 2166]","[-0.028000000000000001, 0.05600000000000005, 2183]","[-0.028000000000000001, 0.048000000000000043, 2200]","[-0.024, 0.036000000000000032, 2217]","[-0.024, 0.0080000000000000071, 2233]","[-0.024, -0.0080000000000000071, 2249]","[-0.024, -0.020000000000000018, 2267]","[-0.024, -0.036000000000000032, 2284]","[-0.02, -0.060000000000000053, 2300]","[-0.02, -0.076000000000000068, 2316]","[-0.02, -0.092000000000000082, 2333]","[-0.016, -0.1080000000000001, 2350]","[-0.016, -0.12400000000000011, 2366]","[-0.012, -0.14399999999999991, 2384]","[-0.0080000000000000002, -0.15599999999999992, 2400]","[-0.0040000000000000001, -0.16799999999999993, 2417]","[0.0, -0.17599999999999993, 2433]","[0.0080000000000000002, -0.18799999999999994, 2450]","[0.012, -0.19999999999999996, 2466]","[0.016, -0.21199999999999997, 2483]","[0.02, -0.22399999999999998, 2500]","[0.028000000000000001, -0.23199999999999998, 2516]","[0.032000000000000001, -0.23199999999999998, 2533]","[0.043999999999999997, -0.23199999999999998, 2550]","[0.064000000000000001, -0.23199999999999998, 2583]","[0.080000000000000002, -0.23199999999999998, 2600]","[0.087999999999999995, -0.22799999999999998, 2616]","[0.10000000000000001, -0.21599999999999997, 2632]","[0.112, -0.20399999999999996, 2650]","[0.11600000000000001, -0.19599999999999995, 2666]","[0.12, -0.18799999999999994, 2683]","[0.124, -0.17999999999999994, 2700]","[0.128, -0.17199999999999993, 2717]","[0.128, -0.17199999999999993, 2734]","[0.128, -0.17199999999999993, 2750]","[0.128, -0.17199999999999993, 2784]"
"[-0.028000000000000001, -0.10000000000000009, 3233]","[-0.028000000000000001, -0.10000000000000009, 3267]","[-0.028000000000000001, -0.10000000000000009, 3283]","[-0.035999999999999997, -0.092000000000000082, 3300]","[-0.035999999999999997, -0.088000000000000078, 3317]","[-0.040000000000000001, -0.084000000000000075, 3333]","[-0.048000000000000001, -0.084000000000000075, 3351]","[-0.056000000000000001, -0.080000000000000071, 3367]","[-0.068000000000000005, -0.080000000000000071, 3383]","[-0.080000000000000002, -0.080000000000000071, 3400]","[-0.091999999999999998, -0.084000000000000075, 3419]","[-0.108, -0.092000000000000082, 3433]","[-0.11600000000000001, -0.10000000000000009, 3451]","[-0.124, -0.1160000000000001, 3467]","[-0.13600000000000001, -0.1319999999999999, 3483]","[-0.14799999999999999, -0.14799999999999991, 3500]","[-0.16, -0.16799999999999993, 3517]","[-0.16, -0.17999999999999994, 3533]","[-0.16, -0.19199999999999995, 3550]","[-0.156, -0.21199999999999997, 3567]","[-0.152, -0.21599999999999997, 3583]","[-0.14799999999999999, -0.21999999999999997, 3601]","[-0.14799999999999999, -0.22399999999999998, 3617]","[-0.14799999999999999, -0.22399999999999998, 3634]","[-0.14799999999999999, -0.21999999999999997, 3650]"
