"[-0.059999999999999998, 0.252, 1133]","[-0.068000000000000005, 0.25600000000000001, 1149]","[-0.075999999999999998, 0.25600000000000001, 1166]","[-0.084000000000000005, 0.25600000000000001, 1183]","[-0.10000000000000001, 0.25600000000000001, 1199]","[-0.12, 0.252, 1216]","[-0.16, 0.22399999999999998, 1233]","[-0.188, 0.19599999999999995, 1249]","[-0.216, 0.16000000000000003, 1266]","[-0.23200000000000001, 0.095999999999999974, 1283]","[-0.22800000000000001, 0.044000000000000039, 1299]","[-0.20399999999999999, -0.012000000000000011, 1316]","[-0.16400000000000001, -0.052000000000000046, 1332]","[-0.11600000000000001, -0.072000000000000064, 1349]","[-0.024, -0.072000000000000064, 1366]","[0.028000000000000001, -0.044000000000000039, 1383]","[0.068000000000000005, 0.0, 1399]","[0.096000000000000002, 0.048000000000000043, 1416]","[0.104, 0.11599999999999999, 1432]","[0.084000000000000005, 0.16400000000000003, 1449]","[0.056000000000000001, 0.19999999999999996, 1467]","[0.028000000000000001, 0.23199999999999998, 1483]","[-0.012, 0.252, 1500]","[-0.032000000000000001, 0.252, 1516]","[-0.040000000000000001, 0.25600000000000001, 1533]","[-0.043999999999999997, 0.25600000000000001, 1549]","[-0.043999999999999997, 0.25600000000000001, 1569]","[-0.043999999999999997, 0.25600000000000001, 1599]","[-0.043999999999999997, 0.25600000000000001, 1616]"
"[0.096000000000000002, 0.28800000000000003, 2500]","[0.091999999999999998, 0.29200000000000004, 2533]","[0.091999999999999998, 0.29200000000000004, 2550]","[0.091999999999999998, 0.29200000000000004, 2566]","[0.091999999999999998, 0.28800000000000003, 2583]","[0.091999999999999998, 0.27200000000000002, 2600]","[0.091999999999999998, 0.23999999999999999, 2617]","[0.091999999999999998, 0.21599999999999997, 2634]","[0.096000000000000002, 0.18799999999999994, 2650]","[0.10000000000000001, 0.15600000000000003, 2667]","[0.104, 0.12, 2683]","[0.112, 0.060000000000000053, 2700]","[0.112, 0.020000000000000018, 2717]","[0.11600000000000001, -0.028000000000000025, 2733]","[0.124, -0.092000000000000082, 2752]","[0.124, -0.1319999999999999, 2767]","[0.124, -0.17199999999999993, 2784]","[0.12, -0.20799999999999996, 2799]","[0.11600000000000001, -0.23599999999999999, 2817]","[0.104, -0.27200000000000002, 2833]","[0.096000000000000002, -0.29200000000000004, 2850]","[0.084000000000000005, -0.30400000000000005, 2867]","[0.068000000000000005, -0.31600000000000006, 2883]","[0.035999999999999997, -0.32800000000000007, 2900]","[0.0040000000000000001, -0.33600000000000008, 2916]","[-0.028000000000000001, -0.34000000000000008, 2934]","[-0.059999999999999998, -0.34000000000000008, 2950]","[-0.091999999999999998, -0.32400000000000007, 2967]","[-0.13600000000000001, -0.28800000000000003, 2983]","[-0.156, -0.26800000000000002, 2999]","[-0.17199999999999999, -0.248, 3017]","[-0.184, -0.22799999999999998, 3033]","[-0.19600000000000001, -0.21199999999999997, 3051]","[-0.19600000000000001, -0.20399999999999996, 3066]","[-0.20000000000000001, -0.19999999999999996, 3088]","[-0.20000000000000001, -0.19599999999999995, 3117]","[-0.20000000000000001, -0.19599999999999995, 3150]","[-0.20000000000000001, -0.19599999999999995, 3167]","[-0.20000000000000001, -0.19599999999999995, 3184]","[-0.20000000000000001, -0.19599999999999995, 3200]","[-0.20000000000000001, -0.19599999999999995, 3217]","[-0.20000000000000001, -0.19599999999999995, 3233]","[-0.19600000000000001, -0.19199999999999995, 3255]"
