"[-0.42799999999999999, 0.060000000000000053, 882]","[-0.436, 0.060000000000000053, 898]","[-0.436, 0.060000000000000053, 916]","[-0.436, 0.060000000000000053, 932]","[-0.436, 0.060000000000000053, 949]","[-0.436, 0.060000000000000053, 966]","[-0.436, 0.060000000000000053, 981]","[-0.436, 0.060000000000000053, 999]","[-0.436, 0.060000000000000053, 1016]","[-0.436, 0.060000000000000053, 1032]","[-0.436, 0.060000000000000053, 1048]","[-0.432, 0.060000000000000053, 1066]","[-0.42799999999999999, 0.063999999999999946, 1082]","[-0.40400000000000003, 0.07999999999999996, 1099]","[-0.36799999999999999, 0.091999999999999971, 1115]","[-0.32000000000000001, 0.10799999999999998, 1133]","[-0.26400000000000001, 0.12, 1149]","[-0.20399999999999999, 0.128, 1171]","[-0.13600000000000001, 0.13600000000000001, 1199]","[-0.068000000000000005, 0.14000000000000001, 1215]","[-0.059999999999999998, 0.14000000000000001, 1233]","[-0.056000000000000001, 0.14000000000000001, 1249]","[-0.056000000000000001, 0.14000000000000001, 1266]","[-0.056000000000000001, 0.14000000000000001, 1282]","[-0.056000000000000001, 0.14000000000000001, 1299]","[-0.056000000000000001, 0.14000000000000001, 1315]"
"[-0.128, 0.12, 1583]","[-0.13200000000000001, 0.11599999999999999, 1621]","[-0.13200000000000001, 0.11599999999999999, 1633]","[-0.13200000000000001, 0.11599999999999999, 1649]","[-0.128, 0.10799999999999998, 1666]","[-0.128, 0.099999999999999978, 1688]","[-0.124, 0.07999999999999996, 1699]","[-0.12, 0.075999999999999956, 1716]","[-0.11600000000000001, 0.052000000000000046, 1733]","[-0.112, 0.028000000000000025, 1749]","[-0.112, 0.0, 1766]","[-0.112, -0.036000000000000032, 1782]","[-0.112, -0.05600000000000005, 1799]","[-0.112, -0.072000000000000064, 1816]","[-0.112, -0.088000000000000078, 1833]","[-0.12, -0.1120000000000001, 1849]","[-0.124, -0.12799999999999989, 1866]","[-0.13600000000000001, -0.14799999999999991, 1883]","[-0.14399999999999999, -0.16399999999999992, 1899]","[-0.156, -0.17999999999999994, 1915]","[-0.16800000000000001, -0.19199999999999995, 1932]","[-0.184, -0.20399999999999996, 1949]","[-0.20000000000000001, -0.20799999999999996, 1965]","[-0.22, -0.21199999999999997, 1982]","[-0.248, -0.21199999999999997, 1999]","[-0.26400000000000001, -0.21199999999999997, 2016]","[-0.27600000000000002, -0.21199999999999997, 2033]","[-0.28399999999999997, -0.20799999999999996, 2049]","[-0.29599999999999999, -0.19999999999999996, 2066]","[-0.29999999999999999, -0.19199999999999995, 2082]","[-0.308, -0.17599999999999993, 2100]","[-0.316, -0.15599999999999992, 2116]","[-0.32000000000000001, -0.1399999999999999, 2149]","[-0.32000000000000001, -0.10400000000000009, 2183]","[-0.316, -0.076000000000000068, 2198]","[-0.312, -0.048000000000000043, 2216]","[-0.30399999999999999, -0.032000000000000028, 2232]","[-0.29999999999999999, -0.016000000000000014, 2250]","[-0.28399999999999997, 0.0040000000000000036, 2267]","[-0.27200000000000002, 0.012000000000000011, 2300]","[-0.23200000000000001, 0.028000000000000025, 2333]","[-0.20000000000000001, 0.036000000000000032, 2348]","[-0.17999999999999999, 0.036000000000000032, 2365]","[-0.152, 0.036000000000000032, 2400]","[-0.128, 0.036000000000000032, 2416]","[-0.112, 0.028000000000000025, 2433]","[-0.091999999999999998, 0.020000000000000018, 2466]","[-0.056000000000000001, -0.012000000000000011, 2483]","[-0.043999999999999997, -0.028000000000000025, 2499]","[-0.032000000000000001, -0.048000000000000043, 2532]","[-0.0080000000000000002, -0.080000000000000071, 2550]","[0.0080000000000000002, -0.10400000000000009, 2583]","[0.040000000000000001, -0.1399999999999999, 2616]","[0.059999999999999998, -0.15999999999999992, 2650]","[0.087999999999999995, -0.18399999999999994, 2688]","[0.112, -0.20399999999999996, 2717]","[0.13200000000000001, -0.21199999999999997, 2750]","[0.14000000000000001, -0.21599999999999997, 2783]","[0.152, -0.16399999999999992, 2816]","[0.156, -0.1080000000000001, 2853]","[0.16, -0.024000000000000021, 2883]","[0.16, 0.05600000000000005, 2917]","[0.16, 0.10399999999999998, 2950]","[0.152, 0.15200000000000002, 2983]","[0.152, 0.17200000000000004, 3016]","[0.152, 0.17200000000000004, 3049]","[0.152, 0.17200000000000004, 3083]","[0.152, 0.17200000000000004, 3116]","[0.152, 0.17200000000000004, 3151]","[0.152, 0.17200000000000004, 3183]"
