"[-0.11600000000000001, 0.13600000000000001, 4969]","[-0.11600000000000001, 0.13600000000000001, 4985]","[-0.11600000000000001, 0.13600000000000001, 5003]","[-0.11600000000000001, 0.13600000000000001, 5019]","[-0.11600000000000001, 0.13600000000000001, 5036]","[-0.11600000000000001, 0.13600000000000001, 5052]","[-0.11600000000000001, 0.13600000000000001, 5069]","[-0.11600000000000001, 0.13600000000000001, 5086]","[-0.11600000000000001, 0.13600000000000001, 5103]","[-0.11600000000000001, 0.13600000000000001, 5119]","[-0.11600000000000001, 0.13600000000000001, 5137]","[-0.11600000000000001, 0.13600000000000001, 5153]","[-0.11600000000000001, 0.13600000000000001, 5169]","[-0.11600000000000001, 0.13600000000000001, 5186]","[-0.11600000000000001, 0.13600000000000001, 5202]","[-0.11600000000000001, 0.13600000000000001, 5220]","[-0.11600000000000001, 0.13600000000000001, 5236]","[-0.11600000000000001, 0.13600000000000001, 5253]","[-0.11600000000000001, 0.13600000000000001, 5269]","[-0.11600000000000001, 0.13600000000000001, 5286]","[-0.11600000000000001, 0.13600000000000001, 5303]","[-0.11600000000000001, 0.13600000000000001, 5320]","[-0.11600000000000001, 0.13600000000000001, 5336]","[-0.12, 0.13200000000000001, 5353]","[-0.12, 0.13200000000000001, 5370]","[-0.12, 0.13200000000000001, 5386]","[-0.12, 0.128, 5403]","[-0.11600000000000001, 0.124, 5419]","[-0.112, 0.11599999999999999, 5436]","[-0.108, 0.10399999999999998, 5453]","[-0.096000000000000002, 0.091999999999999971, 5470]","[-0.091999999999999998, 0.083999999999999964, 5486]","[-0.084000000000000005, 0.075999999999999956, 5504]","[-0.068000000000000005, 0.060000000000000053, 5520]","[-0.059999999999999998, 0.052000000000000046, 5537]","[-0.051999999999999998, 0.040000000000000036, 5553]","[-0.043999999999999997, 0.032000000000000028, 5569]","[-0.035999999999999997, 0.020000000000000018, 5586]","[-0.032000000000000001, 0.0080000000000000071, 5603]","[-0.028000000000000001, 0.0040000000000000036, 5620]","[-0.024, -0.0040000000000000036, 5636]","[-0.02, -0.012000000000000011, 5653]","[-0.012, -0.032000000000000028, 5670]","[-0.0080000000000000002, -0.052000000000000046, 5686]","[-0.0040000000000000001, -0.080000000000000071, 5720]","[-0.0040000000000000001, -0.1120000000000001, 5736]","[-0.0040000000000000001, -0.12799999999999989, 5753]","[-0.0040000000000000001, -0.14399999999999991, 5770]","[-0.0040000000000000001, -0.16799999999999993, 5786]","[-0.0040000000000000001, -0.17599999999999993, 5803]","[-0.0040000000000000001, -0.19999999999999996, 5820]","[-0.0040000000000000001, -0.21999999999999997, 5837]","[-0.0080000000000000002, -0.23599999999999999, 5853]","[-0.016, -0.252, 5870]","[-0.028000000000000001, -0.26800000000000002, 5886]","[-0.040000000000000001, -0.28400000000000003, 5920]","[-0.051999999999999998, -0.29600000000000004, 5954]","[-0.075999999999999998, -0.30000000000000004, 5970]","[-0.096000000000000002, -0.30400000000000005, 6003]","[-0.128, -0.30000000000000004, 6020]","[-0.14399999999999999, -0.29200000000000004, 6037]","[-0.152, -0.28000000000000003, 6052]","[-0.156, -0.27200000000000002, 6070]","[-0.16, -0.26000000000000001, 6086]","[-0.16, -0.248, 6103]","[-0.16, -0.23999999999999999, 6120]","[-0.16, -0.22399999999999998, 6153]","[-0.14399999999999999, -0.19999999999999996, 6170]","[-0.13600000000000001, -0.17999999999999994, 6204]","[-0.112, -0.15199999999999991, 6237]","[-0.104, -0.1359999999999999, 6253]","[-0.096000000000000002, -0.12400000000000011, 6269]","[-0.084000000000000005, -0.1160000000000001, 6287]","[-0.071999999999999995, -0.10400000000000009, 6320]","[-0.056000000000000001, -0.10000000000000009, 6336]","[-0.028000000000000001, -0.096000000000000085, 6370]","[0.02, -0.088000000000000078, 6403]","[0.048000000000000001, -0.092000000000000082, 6421]","[0.075999999999999998, -0.10400000000000009, 6454]","[0.112, -0.12000000000000011, 6487]","[0.16, -0.15599999999999992, 6537]","[0.184, -0.17199999999999993, 6571]","[0.20799999999999999, -0.19199999999999995, 6604]","[0.22, -0.21999999999999997, 6637]","[0.24399999999999999, -0.26000000000000001, 6671]","[0.25600000000000001, -0.27200000000000002, 6704]","[0.26400000000000001, -0.28800000000000003, 6737]","[0.26800000000000002, -0.29200000000000004, 6754]","[0.26800000000000002, -0.29600000000000004, 6788]","[0.27200000000000002, -0.30000000000000004, 6821]","[0.27200000000000002, -0.30000000000000004, 6854]","[0.27200000000000002, -0.30000000000000004, 6888]","[0.27200000000000002, -0.30000000000000004, 6921]","[0.27600000000000002, -0.30000000000000004, 6954]","[0.27600000000000002, -0.28400000000000003, 6988]","[0.27600000000000002, -0.26400000000000001, 7021]","[0.28000000000000003, -0.22399999999999998, 7054]","[0.28799999999999998, -0.16799999999999993, 7071]","[0.28799999999999998, -0.1359999999999999, 7087]","[0.28799999999999998, -0.088000000000000078, 7121]","[0.28799999999999998, -0.016000000000000014, 7154]","[0.28799999999999998, 0.016000000000000014, 7171]","[0.28799999999999998, 0.032000000000000028, 7188]","[0.28799999999999998, 0.052000000000000046, 7204]","[0.28799999999999998, 0.063999999999999946, 7220]","[0.28799999999999998, 0.07999999999999996, 7237]","[0.28799999999999998, 0.095999999999999974, 7271]","[0.28799999999999998, 0.11599999999999999, 7287]","[0.28799999999999998, 0.124, 7321]","[0.28799999999999998, 0.13200000000000001, 7337]","[0.28799999999999998, 0.13600000000000001, 7354]","[0.28799999999999998, 0.14000000000000001, 7388]","[0.308, 0.16800000000000004, 7421]"
"[-0.21199999999999999, 0.128, 8555]","[-0.21199999999999999, 0.124, 8605]","[-0.21199999999999999, 0.124, 8622]","[-0.21199999999999999, 0.124, 8638]","[-0.21199999999999999, 0.124, 8654]","[-0.21199999999999999, 0.124, 8671]","[-0.21199999999999999, 0.128, 8688]","[-0.20399999999999999, 0.13200000000000001, 8705]","[-0.192, 0.13600000000000001, 8722]","[-0.16400000000000001, 0.14000000000000001, 8738]","[-0.128, 0.14800000000000002, 8755]","[-0.071999999999999995, 0.15600000000000003, 8772]","[-0.035999999999999997, 0.15600000000000003, 8788]","[0.0, 0.15600000000000003, 8805]","[0.051999999999999998, 0.15600000000000003, 8822]","[0.084000000000000005, 0.16000000000000003, 8839]","[0.108, 0.16000000000000003, 8855]","[0.128, 0.16400000000000003, 8872]","[0.14000000000000001, 0.16400000000000003, 8888]","[0.152, 0.16400000000000003, 8906]","[0.156, 0.16400000000000003, 8921]"
