"[-0.068000000000000005, -0.15199999999999991, 981]","[-0.084000000000000005, -0.14399999999999991, 1015]","[-0.087999999999999995, -0.1359999999999999, 1035]","[-0.091999999999999998, -0.12400000000000011, 1049]","[-0.091999999999999998, -0.12000000000000011, 1065]","[-0.091999999999999998, -0.10400000000000009, 1082]","[-0.091999999999999998, -0.088000000000000078, 1098]","[-0.087999999999999995, -0.072000000000000064, 1115]","[-0.071999999999999995, -0.048000000000000043, 1132]","[-0.064000000000000001, -0.032000000000000028, 1148]","[-0.056000000000000001, -0.024000000000000021, 1165]","[-0.051999999999999998, -0.016000000000000014, 1183]","[-0.035999999999999997, -0.0080000000000000071, 1205]","[-0.012, 0.0040000000000000036, 1232]","[0.0040000000000000001, 0.0080000000000000071, 1248]","[0.0080000000000000002, 0.0080000000000000071, 1265]","[0.02, 0.0040000000000000036, 1281]","[0.028000000000000001, -0.0040000000000000036, 1298]","[0.035999999999999997, -0.012000000000000011, 1315]","[0.043999999999999997, -0.024000000000000021, 1332]","[0.056000000000000001, -0.048000000000000043, 1348]","[0.059999999999999998, -0.064000000000000057, 1365]","[0.064000000000000001, -0.080000000000000071, 1381]","[0.068000000000000005, -0.092000000000000082, 1398]","[0.068000000000000005, -0.10000000000000009, 1415]","[0.068000000000000005, -0.12000000000000011, 1431]","[0.064000000000000001, -0.1319999999999999, 1448]","[0.051999999999999998, -0.14399999999999991, 1465]","[0.048000000000000001, -0.15199999999999991, 1481]","[0.040000000000000001, -0.16399999999999992, 1498]","[0.032000000000000001, -0.17199999999999993, 1514]","[0.024, -0.17999999999999994, 1531]","[0.016, -0.18799999999999994, 1548]","[0.0080000000000000002, -0.19199999999999995, 1582]","[-0.012, -0.19599999999999995, 1616]","[-0.02, -0.19599999999999995, 1632]","[-0.024, -0.19199999999999995, 1648]","[-0.028000000000000001, -0.18799999999999994, 1665]","[-0.035999999999999997, -0.17999999999999994, 1681]","[-0.048000000000000001, -0.17199999999999993, 1698]","[-0.056000000000000001, -0.16399999999999992, 1714]","[-0.064000000000000001, -0.15999999999999992, 1731]","[-0.071999999999999995, -0.15599999999999992, 1748]","[-0.084000000000000005, -0.15199999999999991, 1765]","[-0.087999999999999995, -0.14799999999999991, 1782]","[-0.087999999999999995, -0.14799999999999991, 1798]","[-0.087999999999999995, -0.14799999999999991, 1815]","[-0.087999999999999995, -0.14799999999999991, 1832]","[-0.087999999999999995, -0.14799999999999991, 1848]","[-0.087999999999999995, -0.14799999999999991, 1865]","[-0.087999999999999995, -0.14799999999999991, 1882]","[-0.087999999999999995, -0.14799999999999991, 1898]","[-0.087999999999999995, -0.14799999999999991, 1915]","[-0.087999999999999995, -0.14799999999999991, 1932]"
"[-0.108, -0.048000000000000043, 2448]","[-0.12, -0.040000000000000036, 2482]","[-0.124, -0.040000000000000036, 2499]","[-0.128, -0.036000000000000032, 2516]","[-0.13600000000000001, -0.032000000000000028, 2532]","[-0.14000000000000001, -0.032000000000000028, 2554]","[-0.14799999999999999, -0.024000000000000021, 2566]","[-0.16, -0.020000000000000018, 2582]","[-0.16800000000000001, -0.0080000000000000071, 2599]","[-0.17599999999999999, 0.0040000000000000036, 2616]","[-0.19600000000000001, 0.024000000000000021, 2632]","[-0.20399999999999999, 0.040000000000000036, 2649]","[-0.216, 0.052000000000000046, 2666]","[-0.22, 0.063999999999999946, 2683]","[-0.22, 0.091999999999999971, 2699]","[-0.22, 0.11199999999999999, 2715]","[-0.21199999999999999, 0.128, 2737]","[-0.19600000000000001, 0.15200000000000002, 2749]","[-0.188, 0.16400000000000003, 2765]","[-0.17599999999999999, 0.17600000000000005, 2782]","[-0.16400000000000001, 0.18799999999999994, 2799]","[-0.156, 0.19999999999999996, 2815]","[-0.14399999999999999, 0.20799999999999996, 2833]","[-0.13200000000000001, 0.21999999999999997, 2849]","[-0.11600000000000001, 0.22799999999999998, 2865]","[-0.10000000000000001, 0.23599999999999999, 2881]","[-0.080000000000000002, 0.24399999999999999, 2900]","[-0.064000000000000001, 0.248, 2916]","[-0.048000000000000001, 0.25600000000000001, 2932]","[-0.032000000000000001, 0.26000000000000001, 2949]","[-0.016, 0.26000000000000001, 2967]","[0.0, 0.26400000000000001, 2982]","[0.012, 0.26400000000000001, 2999]","[0.028000000000000001, 0.26400000000000001, 3015]","[0.040000000000000001, 0.26400000000000001, 3039]","[0.059999999999999998, 0.26000000000000001, 3066]","[0.075999999999999998, 0.252, 3082]","[0.084000000000000005, 0.248, 3099]","[0.10000000000000001, 0.23999999999999999, 3116]","[0.108, 0.23599999999999999, 3132]","[0.112, 0.22799999999999998, 3150]","[0.12, 0.21999999999999997, 3165]","[0.128, 0.21199999999999997, 3183]","[0.14000000000000001, 0.19999999999999996, 3199]","[0.14399999999999999, 0.18799999999999994, 3216]","[0.14799999999999999, 0.18400000000000005, 3233]","[0.152, 0.17600000000000005, 3249]","[0.16, 0.16000000000000003, 3266]","[0.16800000000000001, 0.14800000000000002, 3282]","[0.17199999999999999, 0.13600000000000001, 3299]","[0.17599999999999999, 0.124, 3315]","[0.17999999999999999, 0.11599999999999999, 3350]","[0.188, 0.10399999999999998, 3366]","[0.188, 0.095999999999999974, 3407]","[0.192, 0.07999999999999996, 3433]","[0.19600000000000001, 0.067999999999999949, 3466]","[0.20000000000000001, 0.044000000000000039, 3500]","[0.20000000000000001, 0.028000000000000025, 3533]","[0.19600000000000001, 0.016000000000000014, 3570]","[0.19600000000000001, 0.0040000000000000036, 3599]","[0.192, -0.016000000000000014, 3633]","[0.188, -0.036000000000000032, 3666]","[0.17999999999999999, -0.052000000000000046, 3699]","[0.17199999999999999, -0.06800000000000006, 3738]","[0.16400000000000001, -0.080000000000000071, 3766]","[0.152, -0.092000000000000082, 3802]","[0.14000000000000001, -0.10400000000000009, 3833]","[0.13200000000000001, -0.1120000000000001, 3866]","[0.12, -0.12000000000000011, 3906]","[0.112, -0.12799999999999989, 3933]","[0.112, -0.12799999999999989, 3967]","[0.112, -0.12799999999999989, 4000]","[0.112, -0.12799999999999989, 4033]","[0.112, -0.12799999999999989, 4066]","[0.112, -0.12799999999999989, 4100]","[0.112, -0.12799999999999989, 4133]","[0.112, -0.12799999999999989, 4166]","[0.112, -0.12799999999999989, 4199]","[0.128, -0.14399999999999991, 4232]","[0.16400000000000001, -0.17199999999999993, 4266]","[0.216, -0.20399999999999996, 4333]","[0.22, -0.20799999999999996, 4366]","[0.22, -0.20799999999999996, 4400]"
