"[-0.14399999999999999, 0.21599999999999997, 967]","[-0.152, 0.21599999999999997, 982]","[-0.152, 0.21599999999999997, 1000]","[-0.16, 0.22399999999999998, 1015]","[-0.16, 0.22399999999999998, 1033]","[-0.16, 0.22399999999999998, 1049]","[-0.16, 0.21999999999999997, 1067]","[-0.16, 0.20399999999999996, 1081]","[-0.16, 0.19999999999999996, 1100]","[-0.16, 0.17600000000000005, 1115]","[-0.16, 0.15200000000000002, 1134]","[-0.16, 0.12, 1148]","[-0.16, 0.11199999999999999, 1167]","[-0.14799999999999999, 0.075999999999999956, 1182]","[-0.14399999999999999, 0.05600000000000005, 1199]","[-0.14000000000000001, 0.036000000000000032, 1215]","[-0.13600000000000001, 0.020000000000000018, 1233]","[-0.13200000000000001, -0.0040000000000000036, 1249]","[-0.124, -0.024000000000000021, 1267]","[-0.12, -0.040000000000000036, 1282]","[-0.108, -0.072000000000000064, 1300]","[-0.104, -0.092000000000000082, 1315]","[-0.10000000000000001, -0.1080000000000001, 1333]","[-0.096000000000000002, -0.12400000000000011, 1349]","[-0.096000000000000002, -0.1399999999999999, 1367]","[-0.096000000000000002, -0.15999999999999992, 1381]","[-0.096000000000000002, -0.17599999999999993, 1400]","[-0.096000000000000002, -0.19199999999999995, 1416]","[-0.096000000000000002, -0.21199999999999997, 1434]","[-0.10000000000000001, -0.23999999999999999, 1448]","[-0.10000000000000001, -0.25600000000000001, 1467]","[-0.10000000000000001, -0.27200000000000002, 1482]","[-0.10000000000000001, -0.28000000000000003, 1499]","[-0.10000000000000001, -0.29200000000000004, 1516]","[-0.10000000000000001, -0.30000000000000004, 1533]","[-0.10000000000000001, -0.30000000000000004, 1549]","[-0.10000000000000001, -0.30000000000000004, 1567]","[-0.10000000000000001, -0.30000000000000004, 1582]","[-0.10000000000000001, -0.30000000000000004, 1600]","[-0.10000000000000001, -0.29200000000000004, 1615]","[-0.096000000000000002, -0.27600000000000002, 1633]"
"[-0.075999999999999998, -0.052000000000000046, 1983]","[-0.075999999999999998, -0.052000000000000046, 2016]","[-0.075999999999999998, -0.052000000000000046, 2034]","[-0.075999999999999998, -0.052000000000000046, 2049]","[-0.075999999999999998, -0.052000000000000046, 2067]","[-0.075999999999999998, -0.052000000000000046, 2083]","[-0.075999999999999998, -0.044000000000000039, 2100]","[-0.075999999999999998, -0.040000000000000036, 2116]","[-0.064000000000000001, -0.024000000000000021, 2134]","[-0.016, 0.016000000000000014, 2150]","[0.024, 0.044000000000000039, 2168]","[0.056000000000000001, 0.067999999999999949, 2183]","[0.087999999999999995, 0.099999999999999978, 2201]","[0.10000000000000001, 0.10799999999999998, 2215]","[0.10000000000000001, 0.11199999999999999, 2234]","[0.10000000000000001, 0.11199999999999999, 2249]","[0.10000000000000001, 0.11199999999999999, 2268]"
"[-0.056000000000000001, -0.036000000000000032, 2835]","[-0.056000000000000001, -0.036000000000000032, 2867]","[-0.056000000000000001, -0.036000000000000032, 2884]","[-0.056000000000000001, -0.036000000000000032, 2901]","[-0.056000000000000001, -0.036000000000000032, 2916]","[-0.056000000000000001, -0.036000000000000032, 2935]","[-0.056000000000000001, -0.036000000000000032, 2949]","[-0.056000000000000001, -0.036000000000000032, 2968]","[-0.056000000000000001, -0.036000000000000032, 2983]","[-0.056000000000000001, -0.036000000000000032, 3001]","[-0.056000000000000001, -0.036000000000000032, 3016]","[-0.056000000000000001, -0.036000000000000032, 3034]","[-0.051999999999999998, -0.040000000000000036, 3050]","[-0.040000000000000001, -0.044000000000000039, 3068]","[-0.028000000000000001, -0.05600000000000005, 3084]","[0.0040000000000000001, -0.084000000000000075, 3102]","[0.032000000000000001, -0.1120000000000001, 3116]","[0.056000000000000001, -0.1359999999999999, 3135]","[0.084000000000000005, -0.16399999999999992, 3150]","[0.108, -0.18799999999999994, 3168]","[0.14399999999999999, -0.22399999999999998, 3184]","[0.16, -0.23999999999999999, 3201]","[0.16800000000000001, -0.248, 3217]","[0.16800000000000001, -0.252, 3235]","[0.17199999999999999, -0.252, 3250]","[0.17199999999999999, -0.252, 3268]","[0.17199999999999999, -0.252, 3284]","[0.17199999999999999, -0.252, 3301]","[0.17999999999999999, -0.252, 3317]"
