"[-0.184, 0.28000000000000003, 1436]","[-0.192, 0.28000000000000003, 1453]","[-0.192, 0.28400000000000003, 1469]","[-0.192, 0.28400000000000003, 1487]","[-0.192, 0.28400000000000003, 1503]","[-0.192, 0.28400000000000003, 1520]","[-0.192, 0.28400000000000003, 1536]","[-0.192, 0.28400000000000003, 1552]","[-0.184, 0.28400000000000003, 1569]","[-0.17199999999999999, 0.28400000000000003, 1587]","[-0.156, 0.28400000000000003, 1603]","[-0.13600000000000001, 0.28400000000000003, 1620]","[-0.104, 0.28400000000000003, 1636]","[-0.080000000000000002, 0.28400000000000003, 1654]","[-0.056000000000000001, 0.28400000000000003, 1670]","[-0.016, 0.28400000000000003, 1687]","[0.012, 0.28800000000000003, 1703]","[0.035999999999999997, 0.29200000000000004, 1721]","[0.056000000000000001, 0.29200000000000004, 1736]","[0.084000000000000005, 0.29600000000000004, 1753]","[0.104, 0.30000000000000004, 1770]","[0.12, 0.30000000000000004, 1789]","[0.14000000000000001, 0.30000000000000004, 1803]","[0.16400000000000001, 0.30000000000000004, 1820]","[0.17599999999999999, 0.30000000000000004, 1837]","[0.184, 0.30000000000000004, 1854]","[0.192, 0.30000000000000004, 1871]","[0.20799999999999999, 0.30000000000000004, 1887]","[0.224, 0.30000000000000004, 1904]","[0.23599999999999999, 0.30000000000000004, 1921]","[0.23999999999999999, 0.30000000000000004, 1937]","[0.23999999999999999, 0.30000000000000004, 1954]","[0.23999999999999999, 0.30000000000000004, 1970]","[0.23999999999999999, 0.30000000000000004, 1987]"
"[-0.024, 0.26800000000000002, 2505]","[-0.024, 0.26800000000000002, 2539]","[-0.024, 0.26800000000000002, 2556]","[-0.024, 0.26800000000000002, 2573]","[-0.024, 0.26800000000000002, 2590]","[-0.024, 0.26800000000000002, 2605]","[-0.024, 0.26800000000000002, 2623]","[-0.024, 0.26800000000000002, 2639]","[-0.024, 0.26800000000000002, 2656]","[-0.024, 0.26800000000000002, 2673]","[-0.024, 0.26800000000000002, 2690]","[-0.016, 0.25600000000000001, 2706]","[-0.012, 0.24399999999999999, 2723]","[-0.012, 0.22799999999999998, 2740]","[-0.0080000000000000002, 0.21199999999999997, 2757]","[-0.0080000000000000002, 0.18799999999999994, 2773]","[-0.0080000000000000002, 0.17200000000000004, 2791]","[-0.0040000000000000001, 0.15600000000000003, 2806]","[-0.0040000000000000001, 0.13600000000000001, 2823]","[-0.0040000000000000001, 0.10399999999999998, 2839]","[-0.0040000000000000001, 0.083999999999999964, 2856]","[-0.0080000000000000002, 0.075999999999999956, 2873]","[-0.0080000000000000002, 0.067999999999999949, 2889]","[-0.0080000000000000002, 0.067999999999999949, 2906]","[-0.0080000000000000002, 0.067999999999999949, 2924]","[-0.0080000000000000002, 0.067999999999999949, 2940]"
"[-0.23999999999999999, 0.016000000000000014, 3358]","[-0.23999999999999999, 0.016000000000000014, 3392]","[-0.23999999999999999, 0.016000000000000014, 3407]","[-0.23999999999999999, 0.016000000000000014, 3424]","[-0.23999999999999999, 0.016000000000000014, 3441]","[-0.23999999999999999, 0.016000000000000014, 3458]","[-0.23599999999999999, 0.016000000000000014, 3474]","[-0.22800000000000001, 0.020000000000000018, 3492]","[-0.21199999999999999, 0.024000000000000021, 3509]","[-0.192, 0.032000000000000028, 3525]","[-0.17599999999999999, 0.040000000000000036, 3542]","[-0.16, 0.044000000000000039, 3559]","[-0.13600000000000001, 0.052000000000000046, 3575]","[-0.128, 0.05600000000000005, 3592]","[-0.10000000000000001, 0.060000000000000053, 3608]","[-0.084000000000000005, 0.060000000000000053, 3626]","[-0.064000000000000001, 0.063999999999999946, 3642]","[-0.040000000000000001, 0.063999999999999946, 3659]","[-0.012, 0.063999999999999946, 3675]","[0.012, 0.063999999999999946, 3692]","[0.032000000000000001, 0.063999999999999946, 3709]","[0.064000000000000001, 0.060000000000000053, 3725]","[0.080000000000000002, 0.052000000000000046, 3742]","[0.096000000000000002, 0.048000000000000043, 3758]","[0.108, 0.044000000000000039, 3776]","[0.13200000000000001, 0.032000000000000028, 3795]","[0.152, 0.024000000000000021, 3809]","[0.16800000000000001, 0.016000000000000014, 3826]","[0.184, 0.0040000000000000036, 3843]","[0.20000000000000001, -0.012000000000000011, 3859]","[0.20799999999999999, -0.020000000000000018, 3876]","[0.216, -0.028000000000000025, 3892]","[0.224, -0.036000000000000032, 3910]","[0.22800000000000001, -0.044000000000000039, 3927]","[0.23599999999999999, -0.052000000000000046, 3943]","[0.23999999999999999, -0.052000000000000046, 3959]","[0.24399999999999999, -0.05600000000000005, 3976]","[0.24399999999999999, -0.05600000000000005, 3993]","[0.24399999999999999, -0.05600000000000005, 4009]","[0.24399999999999999, -0.05600000000000005, 4027]"
