"[0.19600000000000001, 0.20799999999999996, 35033]","[0.192, 0.20799999999999996, 35050]","[0.192, 0.20799999999999996, 35066]","[0.192, 0.20799999999999996, 35084]","[0.192, 0.20799999999999996, 35101]","[0.192, 0.20799999999999996, 35117]","[0.192, 0.20799999999999996, 35134]","[0.192, 0.20799999999999996, 35151]","[0.188, 0.21199999999999997, 35167]","[0.188, 0.21999999999999997, 35185]","[0.184, 0.22399999999999998, 35200]","[0.17999999999999999, 0.22799999999999998, 35216]","[0.17199999999999999, 0.23199999999999998, 35233]","[0.16400000000000001, 0.23599999999999999, 35251]","[0.156, 0.23999999999999999, 35267]","[0.152, 0.24399999999999999, 35284]","[0.14000000000000001, 0.248, 35317]","[0.12, 0.25600000000000001, 35350]","[0.10000000000000001, 0.25600000000000001, 35367]","[0.087999999999999995, 0.25600000000000001, 35384]","[0.075999999999999998, 0.25600000000000001, 35400]","[0.059999999999999998, 0.25600000000000001, 35417]","[0.048000000000000001, 0.25600000000000001, 35434]","[0.040000000000000001, 0.25600000000000001, 35450]","[0.032000000000000001, 0.25600000000000001, 35467]","[0.02, 0.25600000000000001, 35483]","[0.012, 0.252, 35500]","[0.0040000000000000001, 0.248, 35517]","[-0.012, 0.23599999999999999, 35534]","[-0.024, 0.22799999999999998, 35568]","[-0.048000000000000001, 0.21599999999999997, 35600]","[-0.059999999999999998, 0.20399999999999996, 35634]","[-0.080000000000000002, 0.18400000000000005, 35667]","[-0.096000000000000002, 0.16000000000000003, 35701]","[-0.11600000000000001, 0.14000000000000001, 35734]","[-0.13200000000000001, 0.11599999999999999, 35767]","[-0.152, 0.087999999999999967, 35800]","[-0.16, 0.063999999999999946, 35834]","[-0.16400000000000001, 0.024000000000000021, 35851]","[-0.16800000000000001, 0.0040000000000000036, 35883]","[-0.17199999999999999, -0.024000000000000021, 35917]","[-0.16800000000000001, -0.052000000000000046, 35949]","[-0.16400000000000001, -0.084000000000000075, 35983]","[-0.152, -0.1160000000000001, 36016]","[-0.14399999999999999, -0.14399999999999991, 36049]","[-0.128, -0.16799999999999993, 36082]","[-0.104, -0.19999999999999996, 36115]","[-0.096000000000000002, -0.21599999999999997, 36149]","[-0.080000000000000002, -0.23199999999999998, 36182]","[-0.059999999999999998, -0.23999999999999999, 36216]","[-0.035999999999999997, -0.252, 36248]","[-0.012, -0.25600000000000001, 36282]","[0.012, -0.26000000000000001, 36316]","[0.035999999999999997, -0.26000000000000001, 36348]","[0.068000000000000005, -0.252, 36382]","[0.087999999999999995, -0.252, 36414]","[0.11600000000000001, -0.24399999999999999, 36448]","[0.14799999999999999, -0.22799999999999998, 36481]","[0.16400000000000001, -0.22399999999999998, 36514]","[0.17999999999999999, -0.20399999999999996, 36547]","[0.192, -0.19599999999999995, 36581]","[0.20399999999999999, -0.17599999999999993, 36614]","[0.216, -0.15599999999999992, 36647]","[0.22, -0.14399999999999991, 36680]","[0.22800000000000001, -0.12799999999999989, 36713]","[0.23200000000000001, -0.12000000000000011, 36747]","[0.23599999999999999, -0.1120000000000001, 36781]","[0.23999999999999999, -0.092000000000000082, 36814]","[0.23999999999999999, -0.092000000000000082, 36847]"
"[0.22800000000000001, 0.26800000000000002, 37731]","[0.216, 0.27200000000000002, 37780]","[0.216, 0.27200000000000002, 37797]","[0.216, 0.27200000000000002, 37814]","[0.216, 0.27200000000000002, 37830]","[0.216, 0.27200000000000002, 37847]","[0.216, 0.27200000000000002, 37864]","[0.216, 0.27200000000000002, 37880]","[0.21199999999999999, 0.26400000000000001, 37896]","[0.21199999999999999, 0.252, 37914]","[0.21199999999999999, 0.23599999999999999, 37931]","[0.21199999999999999, 0.21199999999999997, 37947]","[0.21199999999999999, 0.19599999999999995, 37964]","[0.21199999999999999, 0.18400000000000005, 37980]","[0.216, 0.16800000000000004, 37997]","[0.216, 0.15600000000000003, 38014]","[0.216, 0.13600000000000001, 38030]","[0.22, 0.12, 38047]","[0.22, 0.11199999999999999, 38064]","[0.224, 0.099999999999999978, 38081]","[0.224, 0.087999999999999967, 38097]","[0.22800000000000001, 0.075999999999999956, 38114]","[0.22800000000000001, 0.063999999999999946, 38130]","[0.22800000000000001, 0.048000000000000043, 38147]","[0.22800000000000001, 0.028000000000000025, 38164]","[0.23200000000000001, 0.020000000000000018, 38180]","[0.23200000000000001, 0.0080000000000000071, 38197]","[0.23200000000000001, -0.0040000000000000036, 38214]","[0.23200000000000001, -0.028000000000000025, 38230]","[0.23200000000000001, -0.044000000000000039, 38247]","[0.22800000000000001, -0.05600000000000005, 38264]","[0.22800000000000001, -0.06800000000000006, 38280]","[0.22800000000000001, -0.084000000000000075, 38313]","[0.22800000000000001, -0.10400000000000009, 38346]","[0.22800000000000001, -0.12799999999999989, 38364]","[0.224, -0.14399999999999991, 38397]","[0.224, -0.15599999999999992, 38430]","[0.224, -0.16799999999999993, 38464]","[0.22, -0.18399999999999994, 38496]","[0.216, -0.19199999999999995, 38531]","[0.216, -0.19999999999999996, 38564]","[0.216, -0.21199999999999997, 38598]","[0.216, -0.21199999999999997, 38631]","[0.216, -0.21199999999999997, 38664]","[0.216, -0.21599999999999997, 38697]","[0.216, -0.21599999999999997, 38730]"
