"[-0.21199999999999999, 0.060000000000000053, 1198]","[-0.22, 0.052000000000000046, 1215]","[-0.22, 0.052000000000000046, 1231]","[-0.22, 0.052000000000000046, 1248]","[-0.22, 0.052000000000000046, 1265]","[-0.22, 0.052000000000000046, 1282]","[-0.22, 0.052000000000000046, 1298]","[-0.21199999999999999, 0.052000000000000046, 1316]","[-0.20399999999999999, 0.052000000000000046, 1331]","[-0.184, 0.052000000000000046, 1348]","[-0.16400000000000001, 0.05600000000000005, 1365]","[-0.124, 0.063999999999999946, 1382]","[-0.112, 0.067999999999999949, 1398]","[-0.084000000000000005, 0.071999999999999953, 1417]","[-0.056000000000000001, 0.071999999999999953, 1432]","[-0.043999999999999997, 0.063999999999999946, 1448]","[-0.028000000000000001, 0.05600000000000005, 1465]","[-0.0040000000000000001, 0.048000000000000043, 1482]","[0.012, 0.044000000000000039, 1498]","[0.028000000000000001, 0.036000000000000032, 1515]","[0.043999999999999997, 0.032000000000000028, 1532]","[0.064000000000000001, 0.024000000000000021, 1549]","[0.075999999999999998, 0.020000000000000018, 1565]","[0.087999999999999995, 0.020000000000000018, 1582]","[0.096000000000000002, 0.016000000000000014, 1598]","[0.112, 0.012000000000000011, 1615]","[0.12, 0.012000000000000011, 1632]","[0.13600000000000001, 0.012000000000000011, 1666]","[0.17599999999999999, 0.012000000000000011, 1700]","[0.19600000000000001, 0.012000000000000011, 1733]","[0.20799999999999999, 0.012000000000000011, 1767]","[0.22, 0.0080000000000000071, 1800]","[0.23200000000000001, 0.0080000000000000071, 1833]","[0.23999999999999999, 0.0080000000000000071, 1867]","[0.23999999999999999, 0.0080000000000000071, 1899]","[0.23999999999999999, 0.0080000000000000071, 1933]","[0.23999999999999999, 0.0080000000000000071, 1965]"
"[-0.20399999999999999, -0.21999999999999997, 2817]","[-0.20399999999999999, -0.21999999999999997, 2850]","[-0.20399999999999999, -0.20799999999999996, 2866]","[-0.20000000000000001, -0.20399999999999996, 2884]","[-0.19600000000000001, -0.19599999999999995, 2901]","[-0.184, -0.18399999999999994, 2918]","[-0.17199999999999999, -0.17199999999999993, 2933]","[-0.16, -0.15999999999999992, 2949]","[-0.14399999999999999, -0.14399999999999991, 2966]","[-0.12, -0.12400000000000011, 2984]","[-0.104, -0.1120000000000001, 3000]","[-0.087999999999999995, -0.10400000000000009, 3016]","[-0.071999999999999995, -0.10000000000000009, 3033]","[-0.051999999999999998, -0.10000000000000009, 3050]","[-0.040000000000000001, -0.10400000000000009, 3067]","[-0.016, -0.1080000000000001, 3084]","[-0.012, -0.1080000000000001, 3100]","[0.012, -0.1080000000000001, 3117]","[0.032000000000000001, -0.1080000000000001, 3150]","[0.075999999999999998, -0.12400000000000011, 3166]","[0.084000000000000005, -0.1319999999999999, 3184]","[0.108, -0.14799999999999991, 3217]","[0.152, -0.16399999999999992, 3233]","[0.16, -0.16799999999999993, 3250]","[0.188, -0.17999999999999994, 3268]","[0.21199999999999999, -0.19999999999999996, 3300]","[0.23999999999999999, -0.22399999999999998, 3334]","[0.26000000000000001, -0.24399999999999999, 3367]","[0.27600000000000002, -0.26400000000000001, 3400]","[0.28399999999999997, -0.27600000000000002, 3418]","[0.28399999999999997, -0.28000000000000003, 3433]","[0.28799999999999998, -0.28000000000000003, 3450]","[0.28799999999999998, -0.28000000000000003, 3468]","[0.28799999999999998, -0.28000000000000003, 3483]","[0.28799999999999998, -0.28000000000000003, 3518]"
"[-0.032000000000000001, 0.024000000000000021, 4803]","[-0.032000000000000001, 0.024000000000000021, 4854]","[-0.032000000000000001, 0.024000000000000021, 4870]","[-0.032000000000000001, 0.024000000000000021, 4886]","[-0.032000000000000001, 0.024000000000000021, 4902]","[-0.032000000000000001, 0.024000000000000021, 4920]","[-0.028000000000000001, 0.020000000000000018, 4936]","[-0.02, 0.016000000000000014, 4952]","[-0.012, 0.0080000000000000071, 4968]","[0.0, -0.0040000000000000036, 4988]","[0.012, -0.020000000000000018, 5021]","[0.02, -0.052000000000000046, 5035]","[0.024, -0.06800000000000006, 5053]","[0.024, -0.084000000000000075, 5070]","[0.024, -0.092000000000000082, 5084]","[0.024, -0.10400000000000009, 5101]","[0.024, -0.1120000000000001, 5118]","[0.024, -0.12000000000000011, 5136]","[0.024, -0.12000000000000011, 5169]"
