"[-0.224, 0.26000000000000001, 1417]","[-0.224, 0.26000000000000001, 1432]","[-0.224, 0.26000000000000001, 1449]","[-0.224, 0.26000000000000001, 1466]","[-0.224, 0.25600000000000001, 1483]","[-0.224, 0.25600000000000001, 1499]","[-0.224, 0.25600000000000001, 1521]","[-0.224, 0.25600000000000001, 1550]","[-0.224, 0.25600000000000001, 1566]","[-0.224, 0.252, 1583]","[-0.224, 0.248, 1599]","[-0.224, 0.23599999999999999, 1617]","[-0.216, 0.22399999999999998, 1634]","[-0.20399999999999999, 0.20399999999999996, 1649]","[-0.19600000000000001, 0.19199999999999995, 1666]","[-0.188, 0.18400000000000005, 1683]","[-0.17199999999999999, 0.16800000000000004, 1700]","[-0.16, 0.15200000000000002, 1716]","[-0.14399999999999999, 0.14000000000000001, 1733]","[-0.13200000000000001, 0.128, 1749]","[-0.12, 0.11599999999999999, 1767]","[-0.096000000000000002, 0.095999999999999974, 1782]","[-0.075999999999999998, 0.07999999999999996, 1800]","[-0.059999999999999998, 0.067999999999999949, 1816]","[-0.043999999999999997, 0.052000000000000046, 1832]","[-0.02, 0.032000000000000028, 1850]","[-0.0040000000000000001, 0.016000000000000014, 1866]","[0.0080000000000000002, 0.0, 1883]","[0.028000000000000001, -0.016000000000000014, 1899]","[0.040000000000000001, -0.036000000000000032, 1917]","[0.064000000000000001, -0.060000000000000053, 1933]","[0.075999999999999998, -0.076000000000000068, 1949]","[0.091999999999999998, -0.092000000000000082, 1966]","[0.104, -0.1080000000000001, 1982]","[0.124, -0.1359999999999999, 1999]","[0.14000000000000001, -0.14799999999999991, 2020]","[0.16, -0.17199999999999993, 2050]","[0.184, -0.19999999999999996, 2066]","[0.20000000000000001, -0.21199999999999997, 2083]","[0.21199999999999999, -0.22399999999999998, 2099]","[0.224, -0.23999999999999999, 2116]","[0.24399999999999999, -0.25600000000000001, 2133]","[0.25600000000000001, -0.26400000000000001, 2149]","[0.26800000000000002, -0.27200000000000002, 2166]","[0.28399999999999997, -0.27600000000000002, 2192]","[0.29999999999999999, -0.28800000000000003, 2217]","[0.30399999999999999, -0.29600000000000004, 2233]","[0.308, -0.30000000000000004, 2249]","[0.308, -0.30000000000000004, 2266]","[0.308, -0.30400000000000005, 2283]","[0.312, -0.30400000000000005, 2317]","[0.316, -0.31200000000000006, 2334]","[0.316, -0.31200000000000006, 2350]","[0.316, -0.31200000000000006, 2367]","[0.316, -0.31200000000000006, 2400]","[0.316, -0.31200000000000006, 2433]"
"[0.26400000000000001, 0.28400000000000003, 3050]","[0.26400000000000001, 0.28000000000000003, 3084]","[0.26400000000000001, 0.28000000000000003, 3100]","[0.26400000000000001, 0.28000000000000003, 3117]","[0.26400000000000001, 0.28000000000000003, 3133]","[0.26400000000000001, 0.28000000000000003, 3151]","[0.26400000000000001, 0.28000000000000003, 3167]","[0.26400000000000001, 0.28000000000000003, 3184]","[0.26400000000000001, 0.28000000000000003, 3200]","[0.26400000000000001, 0.28000000000000003, 3216]","[0.26400000000000001, 0.28000000000000003, 3233]","[0.26000000000000001, 0.28000000000000003, 3250]","[0.25600000000000001, 0.27600000000000002, 3267]","[0.25600000000000001, 0.27200000000000002, 3283]","[0.248, 0.26800000000000002, 3300]","[0.23999999999999999, 0.25600000000000001, 3316]","[0.23200000000000001, 0.248, 3334]","[0.22, 0.23199999999999998, 3350]","[0.20799999999999999, 0.21999999999999997, 3367]","[0.19600000000000001, 0.20399999999999996, 3383]","[0.188, 0.19199999999999995, 3400]","[0.17599999999999999, 0.17200000000000004, 3417]","[0.16800000000000001, 0.16000000000000003, 3433]","[0.16, 0.14800000000000002, 3451]","[0.14799999999999999, 0.13600000000000001, 3467]","[0.13200000000000001, 0.11599999999999999, 3484]","[0.12, 0.099999999999999978, 3500]","[0.104, 0.067999999999999949, 3534]","[0.091999999999999998, 0.044000000000000039, 3550]","[0.084000000000000005, 0.028000000000000025, 3567]","[0.075999999999999998, 0.012000000000000011, 3584]","[0.064000000000000001, -0.0040000000000000036, 3600]","[0.051999999999999998, -0.020000000000000018, 3617]","[0.035999999999999997, -0.044000000000000039, 3633]","[0.02, -0.060000000000000053, 3651]","[0.0040000000000000001, -0.088000000000000078, 3684]","[-0.016, -0.1160000000000001, 3702]","[-0.028000000000000001, -0.1319999999999999, 3717]","[-0.040000000000000001, -0.14399999999999991, 3734]","[-0.051999999999999998, -0.15599999999999992, 3751]","[-0.068000000000000005, -0.17599999999999993, 3769]","[-0.075999999999999998, -0.18399999999999994, 3800]","[-0.10000000000000001, -0.21599999999999997, 3834]","[-0.12, -0.23599999999999999, 3851]","[-0.13200000000000001, -0.24399999999999999, 3867]","[-0.14000000000000001, -0.25600000000000001, 3884]","[-0.152, -0.26800000000000002, 3901]","[-0.16800000000000001, -0.28400000000000003, 3934]","[-0.17999999999999999, -0.29600000000000004, 3967]","[-0.17999999999999999, -0.29600000000000004, 4000]","[-0.184, -0.30000000000000004, 4017]","[-0.184, -0.30800000000000005, 4035]","[-0.188, -0.31200000000000006, 4068]","[-0.188, -0.31600000000000006, 4100]","[-0.19600000000000001, -0.32400000000000007, 4134]","[-0.20000000000000001, -0.33200000000000007, 4167]","[-0.20399999999999999, -0.34000000000000008, 4201]","[-0.20399999999999999, -0.34000000000000008, 4233]","[-0.20399999999999999, -0.34400000000000008, 4267]","[-0.20399999999999999, -0.34400000000000008, 4300]","[-0.20399999999999999, -0.34400000000000008, 4318]","[-0.20399999999999999, -0.34400000000000008, 4350]","[-0.20399999999999999, -0.34400000000000008, 4385]","[-0.20399999999999999, -0.34400000000000008, 4418]"
