"[-0.096000000000000002, 0.024000000000000021, 2282]","[-0.096000000000000002, 0.024000000000000021, 2298]","[-0.096000000000000002, 0.020000000000000018, 2316]","[-0.096000000000000002, 0.020000000000000018, 2332]","[-0.096000000000000002, 0.020000000000000018, 2349]","[-0.096000000000000002, 0.020000000000000018, 2366]","[-0.096000000000000002, 0.020000000000000018, 2382]","[-0.096000000000000002, 0.020000000000000018, 2399]","[-0.096000000000000002, 0.020000000000000018, 2415]","[-0.096000000000000002, 0.020000000000000018, 2432]","[-0.096000000000000002, 0.020000000000000018, 2449]","[-0.096000000000000002, 0.020000000000000018, 2465]","[-0.096000000000000002, 0.020000000000000018, 2482]","[-0.096000000000000002, 0.020000000000000018, 2499]","[-0.096000000000000002, 0.020000000000000018, 2515]","[-0.096000000000000002, 0.020000000000000018, 2532]","[-0.096000000000000002, 0.020000000000000018, 2549]","[-0.096000000000000002, 0.020000000000000018, 2565]","[-0.096000000000000002, 0.020000000000000018, 2583]","[-0.096000000000000002, 0.020000000000000018, 2599]","[-0.096000000000000002, 0.020000000000000018, 2616]","[-0.096000000000000002, 0.020000000000000018, 2633]","[-0.087999999999999995, 0.024000000000000021, 2654]","[-0.064000000000000001, 0.024000000000000021, 2682]","[-0.0040000000000000001, 0.024000000000000021, 2699]","[0.028000000000000001, 0.024000000000000021, 2715]","[0.051999999999999998, 0.024000000000000021, 2733]","[0.068000000000000005, 0.024000000000000021, 2749]","[0.071999999999999995, 0.024000000000000021, 2766]","[0.071999999999999995, 0.024000000000000021, 2782]","[0.071999999999999995, 0.024000000000000021, 2800]","[0.071999999999999995, 0.024000000000000021, 2815]","[0.071999999999999995, 0.024000000000000021, 2833]","[0.071999999999999995, 0.024000000000000021, 2849]","[0.071999999999999995, 0.024000000000000021, 2865]","[0.071999999999999995, 0.024000000000000021, 2886]","[0.071999999999999995, 0.016000000000000014, 2915]","[0.059999999999999998, -0.024000000000000021, 2949]","[0.048000000000000001, -0.06800000000000006, 2982]","[0.040000000000000001, -0.092000000000000082, 3000]","[0.032000000000000001, -0.10400000000000009, 3016]","[0.02, -0.12000000000000011, 3049]","[0.0, -0.1359999999999999, 3082]","[-0.032000000000000001, -0.14399999999999991, 3116]","[-0.059999999999999998, -0.14799999999999991, 3149]","[-0.084000000000000005, -0.14799999999999991, 3174]","[-0.104, -0.14399999999999991, 3200]","[-0.112, -0.1359999999999999, 3216]","[-0.11600000000000001, -0.12799999999999989, 3232]","[-0.124, -0.10400000000000009, 3249]","[-0.128, -0.092000000000000082, 3283]","[-0.13200000000000001, -0.064000000000000057, 3316]","[-0.13200000000000001, -0.036000000000000032, 3349]","[-0.128, -0.0040000000000000036, 3367]","[-0.124, 0.012000000000000011, 3399]","[-0.11600000000000001, 0.032000000000000028, 3433]","[-0.104, 0.05600000000000005, 3467]","[-0.091999999999999998, 0.075999999999999956, 3503]","[-0.071999999999999995, 0.10399999999999998, 3533]","[-0.056000000000000001, 0.128, 3566]","[-0.040000000000000001, 0.15200000000000002, 3599]","[-0.02, 0.16800000000000004, 3633]","[0.0040000000000000001, 0.18400000000000005, 3667]","[0.02, 0.19599999999999995, 3700]","[0.032000000000000001, 0.20799999999999996, 3733]","[0.056000000000000001, 0.21999999999999997, 3766]","[0.071999999999999995, 0.22399999999999998, 3800]","[0.080000000000000002, 0.22799999999999998, 3832]","[0.096000000000000002, 0.22799999999999998, 3866]","[0.112, 0.22799999999999998, 3900]","[0.128, 0.22799999999999998, 3933]","[0.14399999999999999, 0.22399999999999998, 3966]","[0.156, 0.21599999999999997, 4000]","[0.17199999999999999, 0.20399999999999996, 4033]","[0.192, 0.18400000000000005, 4066]","[0.21199999999999999, 0.16400000000000003, 4100]","[0.224, 0.14400000000000002, 4133]","[0.22800000000000001, 0.124, 4166]","[0.23599999999999999, 0.099999999999999978, 4200]","[0.24399999999999999, 0.071999999999999953, 4233]","[0.25600000000000001, 0.032000000000000028, 4283]","[0.26000000000000001, 0.020000000000000018, 4317]","[0.26400000000000001, 0.0, 4351]","[0.26400000000000001, -0.0040000000000000036, 4383]","[0.26400000000000001, -0.0080000000000000071, 4419]","[0.26400000000000001, -0.0080000000000000071, 4451]","[0.26400000000000001, -0.0080000000000000071, 4484]"
"[-0.040000000000000001, -0.16799999999999993, 5050]","[-0.035999999999999997, -0.15599999999999992, 5100]","[-0.040000000000000001, -0.16399999999999992, 5117]","[-0.040000000000000001, -0.16399999999999992, 5133]","[-0.040000000000000001, -0.16399999999999992, 5150]","[-0.040000000000000001, -0.16399999999999992, 5166]","[-0.040000000000000001, -0.16399999999999992, 5183]","[-0.040000000000000001, -0.16399999999999992, 5208]","[-0.040000000000000001, -0.16399999999999992, 5234]","[-0.040000000000000001, -0.16399999999999992, 5251]","[-0.040000000000000001, -0.16399999999999992, 5267]","[-0.040000000000000001, -0.16399999999999992, 5284]","[-0.040000000000000001, -0.16399999999999992, 5300]","[-0.040000000000000001, -0.16399999999999992, 5317]","[-0.040000000000000001, -0.16399999999999992, 5334]","[-0.040000000000000001, -0.16399999999999992, 5350]","[-0.040000000000000001, -0.16399999999999992, 5367]","[-0.040000000000000001, -0.16399999999999992, 5384]","[-0.040000000000000001, -0.16399999999999992, 5400]","[-0.040000000000000001, -0.16399999999999992, 5417]","[-0.040000000000000001, -0.16399999999999992, 5433]","[-0.040000000000000001, -0.16399999999999992, 5451]","[-0.040000000000000001, -0.16399999999999992, 5467]","[-0.040000000000000001, -0.16399999999999992, 5483]","[-0.071999999999999995, -0.21599999999999997, 5500]","[-0.080000000000000002, -0.22799999999999998, 5517]","[-0.084000000000000005, -0.23999999999999999, 5534]","[-0.087999999999999995, -0.24399999999999999, 5550]","[-0.091999999999999998, -0.252, 5567]","[-0.096000000000000002, -0.26400000000000001, 5584]","[-0.104, -0.28000000000000003, 5601]","[-0.108, -0.28400000000000003, 5617]","[-0.108, -0.28800000000000003, 5634]","[-0.108, -0.28800000000000003, 5650]","[-0.108, -0.28800000000000003, 5668]","[-0.108, -0.28800000000000003, 5684]","[-0.108, -0.28800000000000003, 5700]","[-0.108, -0.28800000000000003, 5735]","[-0.108, -0.28800000000000003, 5768]","[-0.108, -0.28800000000000003, 5784]","[-0.108, -0.29200000000000004, 5800]","[-0.108, -0.29600000000000004, 5818]","[-0.108, -0.30000000000000004, 5834]","[-0.108, -0.30800000000000005, 5850]","[-0.10000000000000001, -0.31200000000000006, 5876]","[-0.096000000000000002, -0.32400000000000007, 5900]","[-0.084000000000000005, -0.33600000000000008, 5917]","[-0.080000000000000002, -0.34400000000000008, 5934]","[-0.075999999999999998, -0.34400000000000008, 5967]","[-0.071999999999999995, -0.35200000000000009, 6001]","[-0.071999999999999995, -0.35200000000000009, 6034]","[-0.071999999999999995, -0.35200000000000009, 6067]","[-0.071999999999999995, -0.35200000000000009, 6101]","[-0.071999999999999995, -0.35200000000000009, 6134]"
