"[0.051999999999999998, -0.0040000000000000036, 782]","[0.051999999999999998, 0.0040000000000000036, 798]","[0.051999999999999998, 0.012000000000000011, 816]","[0.051999999999999998, 0.020000000000000018, 832]","[0.051999999999999998, 0.020000000000000018, 848]","[0.048000000000000001, 0.020000000000000018, 866]","[0.048000000000000001, 0.020000000000000018, 881]","[0.043999999999999997, 0.024000000000000021, 898]","[0.040000000000000001, 0.024000000000000021, 917]","[0.035999999999999997, 0.028000000000000025, 932]","[0.032000000000000001, 0.028000000000000025, 949]","[0.024, 0.032000000000000028, 965]","[0.016, 0.036000000000000032, 983]","[-0.0040000000000000001, 0.040000000000000036, 998]","[-0.02, 0.044000000000000039, 1016]","[-0.040000000000000001, 0.044000000000000039, 1032]","[-0.064000000000000001, 0.044000000000000039, 1049]","[-0.104, 0.040000000000000036, 1064]","[-0.13200000000000001, 0.028000000000000025, 1091]","[-0.16800000000000001, 0.0040000000000000036, 1115]","[-0.216, -0.052000000000000046, 1132]","[-0.22800000000000001, -0.080000000000000071, 1148]","[-0.23599999999999999, -0.1160000000000001, 1166]","[-0.23999999999999999, -0.15199999999999991, 1182]","[-0.23999999999999999, -0.18799999999999994, 1199]","[-0.224, -0.23199999999999998, 1232]","[-0.184, -0.27600000000000002, 1249]","[-0.14000000000000001, -0.30000000000000004, 1265]","[-0.108, -0.30800000000000005, 1283]","[-0.068000000000000005, -0.30800000000000005, 1298]","[-0.032000000000000001, -0.30400000000000005, 1315]","[0.0, -0.28800000000000003, 1333]","[0.040000000000000001, -0.25600000000000001, 1349]","[0.059999999999999998, -0.22399999999999998, 1365]","[0.084000000000000005, -0.19599999999999995, 1382]","[0.10000000000000001, -0.17199999999999993, 1399]","[0.12, -0.1359999999999999, 1417]","[0.128, -0.1080000000000001, 1432]","[0.13200000000000001, -0.080000000000000071, 1449]","[0.13200000000000001, -0.05600000000000005, 1465]","[0.13200000000000001, -0.032000000000000028, 1482]","[0.13200000000000001, -0.0040000000000000036, 1498]","[0.124, 0.016000000000000014, 1516]","[0.11600000000000001, 0.032000000000000028, 1533]","[0.108, 0.052000000000000046, 1565]","[0.091999999999999998, 0.067999999999999949, 1586]","[0.084000000000000005, 0.07999999999999996, 1616]","[0.071999999999999995, 0.07999999999999996, 1650]","[0.059999999999999998, 0.07999999999999996, 1667]","[0.056000000000000001, 0.07999999999999996, 1699]","[0.048000000000000001, 0.07999999999999996, 1717]","[0.048000000000000001, 0.07999999999999996, 1749]","[0.043999999999999997, 0.07999999999999996, 1767]","[0.043999999999999997, 0.07999999999999996, 1799]","[0.043999999999999997, 0.07999999999999996, 1833]"
"[0.11600000000000001, 0.33199999999999996, 2115]","[0.112, 0.33599999999999997, 2150]","[0.112, 0.33599999999999997, 2165]","[0.112, 0.33599999999999997, 2183]","[0.108, 0.31200000000000006, 2199]","[0.108, 0.27200000000000002, 2216]","[0.108, 0.22399999999999998, 2233]","[0.108, 0.17600000000000005, 2249]","[0.112, 0.095999999999999974, 2270]","[0.12, 0.052000000000000046, 2283]","[0.128, 0.0, 2300]","[0.13200000000000001, -0.064000000000000057, 2316]","[0.13200000000000001, -0.084000000000000075, 2332]","[0.13600000000000001, -0.1399999999999999, 2349]","[0.13600000000000001, -0.17199999999999993, 2366]","[0.13200000000000001, -0.19599999999999995, 2382]","[0.13200000000000001, -0.21599999999999997, 2400]","[0.128, -0.24399999999999999, 2416]","[0.128, -0.26000000000000001, 2433]","[0.128, -0.27200000000000002, 2450]","[0.128, -0.28000000000000003, 2466]","[0.128, -0.28400000000000003, 2483]","[0.128, -0.29200000000000004, 2500]","[0.128, -0.29600000000000004, 2516]","[0.128, -0.30400000000000005, 2533]","[0.128, -0.30400000000000005, 2550]","[0.128, -0.30400000000000005, 2566]","[0.128, -0.30400000000000005, 2583]","[0.128, -0.30000000000000004, 2599]"
