"[0.20399999999999999, 0.23599999999999999, 36349]","[0.20000000000000001, 0.23999999999999999, 36366]","[0.20000000000000001, 0.23999999999999999, 36383]","[0.20000000000000001, 0.23999999999999999, 36399]"
"[0.20000000000000001, 0.23999999999999999, 36599]","[0.20000000000000001, 0.23999999999999999, 36633]","[0.20000000000000001, 0.23999999999999999, 36649]","[0.20000000000000001, 0.23999999999999999, 36666]","[0.20000000000000001, 0.23999999999999999, 36682]","[0.20000000000000001, 0.23999999999999999, 36699]","[0.20000000000000001, 0.23999999999999999, 36716]","[0.20000000000000001, 0.23999999999999999, 36732]","[0.20000000000000001, 0.23999999999999999, 36748]","[0.20000000000000001, 0.23999999999999999, 36766]","[0.20000000000000001, 0.23999999999999999, 36782]","[0.20000000000000001, 0.23999999999999999, 36799]","[0.21199999999999999, 0.18000000000000005, 36816]","[0.216, 0.14000000000000001, 36833]","[0.224, 0.11599999999999999, 36849]","[0.23200000000000001, 0.087999999999999967, 36865]","[0.23599999999999999, 0.063999999999999946, 36882]","[0.24399999999999999, 0.024000000000000021, 36899]","[0.248, -0.0040000000000000036, 36915]","[0.252, -0.028000000000000025, 36932]","[0.25600000000000001, -0.044000000000000039, 36949]","[0.25600000000000001, -0.060000000000000053, 36965]","[0.26000000000000001, -0.084000000000000075, 36982]","[0.26000000000000001, -0.10000000000000009, 37000]","[0.26000000000000001, -0.12000000000000011, 37015]","[0.26000000000000001, -0.14399999999999991, 37032]","[0.26000000000000001, -0.15999999999999992, 37049]","[0.26000000000000001, -0.17599999999999993, 37065]","[0.26000000000000001, -0.19599999999999995, 37083]","[0.26000000000000001, -0.21599999999999997, 37099]","[0.25600000000000001, -0.24399999999999999, 37116]","[0.252, -0.26000000000000001, 37149]","[0.252, -0.29200000000000004, 37166]","[0.248, -0.30000000000000004, 37183]","[0.248, -0.31200000000000006, 37199]","[0.248, -0.32400000000000007, 37216]","[0.248, -0.33200000000000007, 37233]","[0.248, -0.34400000000000008, 37249]","[0.248, -0.34800000000000009, 37266]","[0.24399999999999999, -0.35200000000000009, 37300]","[0.24399999999999999, -0.35600000000000009, 37333]","[0.24399999999999999, -0.3600000000000001, 37366]","[0.24399999999999999, -0.3640000000000001, 37399]"
"[0.17999999999999999, 0.10799999999999998, 38049]","[0.184, 0.10799999999999998, 38083]","[0.188, 0.10799999999999998, 38099]","[0.188, 0.10799999999999998, 38116]","[0.188, 0.10799999999999998, 38133]","[0.188, 0.10799999999999998, 38150]","[0.188, 0.10799999999999998, 38167]","[0.188, 0.10799999999999998, 38183]","[0.192, 0.10799999999999998, 38199]","[0.19600000000000001, 0.11199999999999999, 38216]","[0.19600000000000001, 0.11199999999999999, 38234]","[0.20399999999999999, 0.11599999999999999, 38250]","[0.20399999999999999, 0.11599999999999999, 38266]","[0.20399999999999999, 0.11599999999999999, 38283]","[0.20399999999999999, 0.11599999999999999, 38300]","[0.20399999999999999, 0.11599999999999999, 38317]","[0.20399999999999999, 0.11599999999999999, 38333]","[0.20399999999999999, 0.11599999999999999, 38349]","[0.20399999999999999, 0.11599999999999999, 38367]","[0.20399999999999999, 0.11599999999999999, 38384]","[0.20399999999999999, 0.11599999999999999, 38400]","[0.20399999999999999, 0.11599999999999999, 38416]","[0.20399999999999999, 0.11599999999999999, 38433]","[0.20399999999999999, 0.11599999999999999, 38449]","[0.20399999999999999, 0.11599999999999999, 38466]","[0.20399999999999999, 0.11599999999999999, 38483]","[0.20399999999999999, 0.11599999999999999, 38499]","[0.20399999999999999, 0.11599999999999999, 38516]","[0.20000000000000001, 0.11599999999999999, 38533]","[0.20000000000000001, 0.11599999999999999, 38550]","[0.19600000000000001, 0.11599999999999999, 38567]","[0.188, 0.11599999999999999, 38583]","[0.17599999999999999, 0.11599999999999999, 38599]","[0.16800000000000001, 0.11599999999999999, 38616]","[0.156, 0.11599999999999999, 38649]","[0.13600000000000001, 0.11599999999999999, 38666]","[0.128, 0.11599999999999999, 38683]","[0.11600000000000001, 0.11599999999999999, 38716]","[0.096000000000000002, 0.11599999999999999, 38733]","[0.084000000000000005, 0.11599999999999999, 38749]","[0.075999999999999998, 0.11599999999999999, 38766]","[0.064000000000000001, 0.11599999999999999, 38783]","[0.048000000000000001, 0.11599999999999999, 38816]","[0.02, 0.10399999999999998, 38850]","[-0.0080000000000000002, 0.087999999999999967, 38883]","[-0.035999999999999997, 0.060000000000000053, 38916]","[-0.071999999999999995, 0.024000000000000021, 38950]","[-0.091999999999999998, -0.0080000000000000071, 38984]","[-0.108, -0.044000000000000039, 39017]","[-0.112, -0.06800000000000006, 39050]","[-0.108, -0.10000000000000009, 39083]","[-0.10000000000000001, -0.12799999999999989, 39116]","[-0.084000000000000005, -0.15599999999999992, 39150]","[-0.068000000000000005, -0.17999999999999994, 39184]","[-0.048000000000000001, -0.19999999999999996, 39216]","[-0.032000000000000001, -0.21599999999999997, 39250]","[-0.012, -0.22399999999999998, 39284]","[0.035999999999999997, -0.22399999999999998, 39317]","[0.075999999999999998, -0.22399999999999998, 39351]","[0.10000000000000001, -0.22399999999999998, 39384]","[0.124, -0.22399999999999998, 39417]","[0.14000000000000001, -0.22399999999999998, 39451]","[0.16, -0.21999999999999997, 39483]","[0.188, -0.20399999999999996, 39517]","[0.19600000000000001, -0.19999999999999996, 39550]","[0.21199999999999999, -0.18799999999999994, 39584]","[0.224, -0.17599999999999993, 39617]","[0.23200000000000001, -0.16799999999999993, 39651]","[0.23599999999999999, -0.15599999999999992, 39684]","[0.23999999999999999, -0.14399999999999991, 39717]","[0.23999999999999999, -0.1399999999999999, 39751]","[0.24399999999999999, -0.1359999999999999, 39784]","[0.24399999999999999, -0.1319999999999999, 39817]"
