"[-0.20399999999999999, -0.29200000000000004, 1665]","[-0.20399999999999999, -0.29200000000000004, 1682]","[-0.20399999999999999, -0.29200000000000004, 1698]","[-0.20000000000000001, -0.28800000000000003, 1715]","[-0.19600000000000001, -0.28800000000000003, 1732]","[-0.192, -0.28800000000000003, 1749]","[-0.188, -0.28400000000000003, 1765]","[-0.17999999999999999, -0.28400000000000003, 1781]","[-0.16800000000000001, -0.27600000000000002, 1798]","[-0.14399999999999999, -0.26800000000000002, 1815]","[-0.13600000000000001, -0.26400000000000001, 1832]","[-0.128, -0.25600000000000001, 1849]","[-0.124, -0.252, 1865]","[-0.11600000000000001, -0.24399999999999999, 1882]","[-0.11600000000000001, -0.23599999999999999, 1898]","[-0.11600000000000001, -0.23199999999999998, 1914]","[-0.112, -0.22399999999999998, 1932]","[-0.112, -0.21599999999999997, 1948]","[-0.112, -0.20399999999999996, 1966]","[-0.112, -0.19199999999999995, 1981]","[-0.112, -0.18799999999999994, 1999]","[-0.11600000000000001, -0.17599999999999993, 2015]","[-0.11600000000000001, -0.16799999999999993, 2032]","[-0.12, -0.15999999999999992, 2049]","[-0.124, -0.14799999999999991, 2064]","[-0.128, -0.1359999999999999, 2082]","[-0.128, -0.1160000000000001, 2098]","[-0.128, -0.096000000000000085, 2116]","[-0.128, -0.076000000000000068, 2132]","[-0.128, -0.072000000000000064, 2149]","[-0.124, -0.05600000000000005, 2165]","[-0.12, -0.048000000000000043, 2182]","[-0.11600000000000001, -0.040000000000000036, 2198]","[-0.108, -0.028000000000000025, 2216]","[-0.091999999999999998, -0.020000000000000018, 2231]","[-0.084000000000000005, -0.016000000000000014, 2248]","[-0.075999999999999998, -0.012000000000000011, 2265]","[-0.068000000000000005, -0.0080000000000000071, 2282]","[-0.051999999999999998, -0.0040000000000000036, 2298]","[-0.040000000000000001, 0.0, 2332]","[-0.012, 0.0, 2366]","[0.0080000000000000002, -0.0080000000000000071, 2399]","[0.032000000000000001, -0.028000000000000025, 2432]","[0.043999999999999997, -0.052000000000000046, 2465]","[0.051999999999999998, -0.076000000000000068, 2499]","[0.056000000000000001, -0.10000000000000009, 2533]","[0.056000000000000001, -0.12000000000000011, 2566]","[0.056000000000000001, -0.1359999999999999, 2599]","[0.056000000000000001, -0.15599999999999992, 2633]","[0.056000000000000001, -0.16799999999999993, 2666]","[0.056000000000000001, -0.18399999999999994, 2700]","[0.056000000000000001, -0.19599999999999995, 2732]","[0.056000000000000001, -0.20799999999999996, 2749]","[0.064000000000000001, -0.21599999999999997, 2783]","[0.080000000000000002, -0.23199999999999998, 2816]","[0.104, -0.252, 2850]","[0.128, -0.26400000000000001, 2882]","[0.14399999999999999, -0.26800000000000002, 2915]","[0.152, -0.26800000000000002, 2949]","[0.152, -0.26800000000000002, 2983]","[0.14799999999999999, -0.26800000000000002, 3016]"
"[0.068000000000000005, -0.096000000000000085, 3716]","[0.071999999999999995, -0.096000000000000085, 3750]","[0.071999999999999995, -0.096000000000000085, 3767]","[0.071999999999999995, -0.096000000000000085, 3784]","[0.075999999999999998, -0.096000000000000085, 3799]","[0.087999999999999995, -0.096000000000000085, 3817]","[0.104, -0.096000000000000085, 3833]","[0.128, -0.096000000000000085, 3850]","[0.152, -0.096000000000000085, 3867]","[0.16800000000000001, -0.096000000000000085, 3884]","[0.184, -0.096000000000000085, 3900]","[0.188, -0.096000000000000085, 3916]","[0.192, -0.096000000000000085, 3933]","[0.192, -0.096000000000000085, 3950]","[0.192, -0.096000000000000085, 3966]","[0.192, -0.096000000000000085, 3983]","[0.192, -0.096000000000000085, 4000]","[0.188, -0.096000000000000085, 4016]"
"[-0.16400000000000001, -0.12400000000000011, 4884]","[-0.16800000000000001, -0.12400000000000011, 4917]","[-0.16800000000000001, -0.12400000000000011, 4934]","[-0.17599999999999999, -0.12400000000000011, 4950]","[-0.17599999999999999, -0.12400000000000011, 4967]","[-0.17999999999999999, -0.12400000000000011, 4983]","[-0.17999999999999999, -0.12400000000000011, 5001]","[-0.17999999999999999, -0.12400000000000011, 5017]","[-0.17999999999999999, -0.12400000000000011, 5033]","[-0.17999999999999999, -0.12400000000000011, 5050]","[-0.17999999999999999, -0.12400000000000011, 5067]","[-0.17999999999999999, -0.12400000000000011, 5084]","[-0.17999999999999999, -0.12400000000000011, 5100]","[-0.17999999999999999, -0.12400000000000011, 5117]","[-0.17999999999999999, -0.12400000000000011, 5134]","[-0.16800000000000001, -0.12400000000000011, 5150]","[-0.156, -0.12400000000000011, 5167]","[-0.14000000000000001, -0.12000000000000011, 5184]","[-0.124, -0.1160000000000001, 5200]","[-0.11600000000000001, -0.1160000000000001, 5217]","[-0.108, -0.1160000000000001, 5234]","[-0.108, -0.1160000000000001, 5251]","[-0.108, -0.1160000000000001, 5267]","[-0.108, -0.1160000000000001, 5284]","[-0.108, -0.1160000000000001, 5300]","[-0.108, -0.1160000000000001, 5317]","[-0.108, -0.1120000000000001, 5334]","[-0.108, -0.1120000000000001, 5351]"
