"[-0.252, 0.083999999999999964, 1032]","[-0.25600000000000001, 0.07999999999999996, 1048]","[-0.25600000000000001, 0.07999999999999996, 1065]","[-0.25600000000000001, 0.07999999999999996, 1082]","[-0.25600000000000001, 0.07999999999999996, 1098]","[-0.25600000000000001, 0.07999999999999996, 1115]","[-0.25600000000000001, 0.07999999999999996, 1132]","[-0.25600000000000001, 0.07999999999999996, 1149]","[-0.25600000000000001, 0.07999999999999996, 1165]","[-0.25600000000000001, 0.083999999999999964, 1182]","[-0.248, 0.087999999999999967, 1199]","[-0.23999999999999999, 0.091999999999999971, 1216]","[-0.22800000000000001, 0.099999999999999978, 1232]","[-0.20399999999999999, 0.10399999999999998, 1249]","[-0.192, 0.10399999999999998, 1266]","[-0.184, 0.10399999999999998, 1282]","[-0.17199999999999999, 0.10399999999999998, 1299]","[-0.16, 0.095999999999999974, 1315]","[-0.152, 0.083999999999999964, 1333]","[-0.14399999999999999, 0.071999999999999953, 1349]","[-0.14000000000000001, 0.05600000000000005, 1366]","[-0.13600000000000001, 0.040000000000000036, 1383]","[-0.13200000000000001, 0.0080000000000000071, 1399]","[-0.13200000000000001, -0.016000000000000014, 1415]","[-0.13200000000000001, -0.048000000000000043, 1432]","[-0.14000000000000001, -0.076000000000000068, 1449]","[-0.152, -0.1120000000000001, 1465]","[-0.16, -0.1359999999999999, 1482]","[-0.16400000000000001, -0.14799999999999991, 1498]","[-0.16800000000000001, -0.15999999999999992, 1516]","[-0.16800000000000001, -0.16799999999999993, 1533]","[-0.16800000000000001, -0.17199999999999993, 1549]","[-0.16800000000000001, -0.17199999999999993, 1566]","[-0.16800000000000001, -0.17199999999999993, 1583]","[-0.16800000000000001, -0.17199999999999993, 1599]"
"[-0.14399999999999999, 0.048000000000000043, 2165]","[-0.152, 0.048000000000000043, 2200]","[-0.152, 0.048000000000000043, 2216]","[-0.152, 0.048000000000000043, 2233]","[-0.152, 0.048000000000000043, 2250]","[-0.152, 0.048000000000000043, 2266]","[-0.152, 0.048000000000000043, 2283]","[-0.152, 0.048000000000000043, 2299]","[-0.152, 0.052000000000000046, 2316]","[-0.14399999999999999, 0.052000000000000046, 2333]","[-0.13200000000000001, 0.052000000000000046, 2350]","[-0.108, 0.05600000000000005, 2366]","[-0.087999999999999995, 0.063999999999999946, 2383]","[-0.068000000000000005, 0.067999999999999949, 2400]","[-0.048000000000000001, 0.071999999999999953, 2416]","[-0.028000000000000001, 0.075999999999999956, 2433]","[0.0040000000000000001, 0.083999999999999964, 2449]","[0.024, 0.087999999999999967, 2467]","[0.059999999999999998, 0.091999999999999971, 2483]","[0.071999999999999995, 0.091999999999999971, 2500]","[0.104, 0.091999999999999971, 2516]","[0.12, 0.087999999999999967, 2534]","[0.14000000000000001, 0.075999999999999956, 2550]","[0.14399999999999999, 0.071999999999999953, 2567]","[0.16, 0.048000000000000043, 2583]","[0.16800000000000001, 0.032000000000000028, 2599]","[0.17199999999999999, 0.012000000000000011, 2617]","[0.17999999999999999, -0.0040000000000000036, 2633]","[0.184, -0.032000000000000028, 2650]","[0.184, -0.044000000000000039, 2666]","[0.184, -0.064000000000000057, 2683]","[0.184, -0.06800000000000006, 2700]","[0.184, -0.076000000000000068, 2717]","[0.184, -0.080000000000000071, 2733]","[0.184, -0.084000000000000075, 2749]","[0.184, -0.088000000000000078, 2767]","[0.17199999999999999, -0.092000000000000082, 2783]","[0.17199999999999999, -0.092000000000000082, 2817]","[0.17199999999999999, -0.092000000000000082, 2834]","[0.17199999999999999, -0.084000000000000075, 2850]"
"[-0.071999999999999995, 0.060000000000000053, 3334]","[-0.071999999999999995, 0.075999999999999956, 3384]","[-0.068000000000000005, 0.075999999999999956, 3401]","[-0.068000000000000005, 0.07999999999999996, 3417]","[-0.068000000000000005, 0.07999999999999996, 3434]","[-0.064000000000000001, 0.07999999999999996, 3451]","[-0.064000000000000001, 0.07999999999999996, 3467]","[-0.064000000000000001, 0.07999999999999996, 3484]","[-0.064000000000000001, 0.07999999999999996, 3501]","[-0.064000000000000001, 0.07999999999999996, 3517]","[-0.064000000000000001, 0.07999999999999996, 3534]","[-0.064000000000000001, 0.07999999999999996, 3551]","[-0.064000000000000001, 0.075999999999999956, 3567]","[-0.064000000000000001, 0.063999999999999946, 3584]","[-0.064000000000000001, 0.052000000000000046, 3601]","[-0.059999999999999998, 0.036000000000000032, 3618]","[-0.056000000000000001, 0.0080000000000000071, 3634]","[-0.051999999999999998, -0.0080000000000000071, 3650]","[-0.048000000000000001, -0.024000000000000021, 3668]","[-0.043999999999999997, -0.040000000000000036, 3684]","[-0.032000000000000001, -0.060000000000000053, 3701]","[-0.024, -0.072000000000000064, 3718]","[-0.0040000000000000001, -0.084000000000000075, 3734]","[0.0040000000000000001, -0.084000000000000075, 3751]","[0.035999999999999997, -0.084000000000000075, 3767]","[0.059999999999999998, -0.084000000000000075, 3785]","[0.084000000000000005, -0.072000000000000064, 3801]","[0.091999999999999998, -0.06800000000000006, 3818]","[0.112, -0.048000000000000043, 3833]","[0.12, -0.032000000000000028, 3851]","[0.128, -0.016000000000000014, 3867]","[0.13200000000000001, 0.0, 3883]","[0.13200000000000001, 0.016000000000000014, 3901]","[0.13200000000000001, 0.044000000000000039, 3918]","[0.13200000000000001, 0.052000000000000046, 3934]","[0.128, 0.063999999999999946, 3950]","[0.124, 0.071999999999999953, 3967]","[0.112, 0.07999999999999996, 3984]","[0.108, 0.083999999999999964, 4001]","[0.104, 0.087999999999999967, 4034]","[0.104, 0.087999999999999967, 4068]"
