"[-0.224, 0.29200000000000004, 916]","[-0.224, 0.29600000000000004, 933]","[-0.224, 0.29600000000000004, 950]","[-0.224, 0.29600000000000004, 966]","[-0.224, 0.29600000000000004, 983]","[-0.224, 0.29600000000000004, 1000]","[-0.224, 0.29600000000000004, 1017]","[-0.224, 0.28800000000000003, 1033]","[-0.224, 0.25600000000000001, 1050]","[-0.22, 0.20799999999999996, 1066]","[-0.216, 0.15200000000000002, 1083]","[-0.216, 0.044000000000000039, 1100]","[-0.21199999999999999, -0.032000000000000028, 1117]","[-0.21199999999999999, -0.10400000000000009, 1133]","[-0.20799999999999999, -0.16799999999999993, 1150]","[-0.20399999999999999, -0.23199999999999998, 1167]","[-0.20000000000000001, -0.25600000000000001, 1183]","[-0.20000000000000001, -0.27200000000000002, 1200]","[-0.20000000000000001, -0.28000000000000003, 1216]","[-0.19600000000000001, -0.28000000000000003, 1233]","[-0.19600000000000001, -0.28000000000000003, 1250]","[-0.19600000000000001, -0.28000000000000003, 1267]","[-0.19600000000000001, -0.26800000000000002, 1283]","[-0.19600000000000001, -0.248, 1300]"
"[-0.20399999999999999, 0.075999999999999956, 1667]","[-0.20000000000000001, 0.071999999999999953, 1700]","[-0.19600000000000001, 0.083999999999999964, 1717]","[-0.188, 0.099999999999999978, 1734]","[-0.17599999999999999, 0.11599999999999999, 1758]","[-0.14000000000000001, 0.14800000000000002, 1780]","[-0.108, 0.15600000000000003, 1794]","[-0.096000000000000002, 0.15600000000000003, 1807]","[-0.068000000000000005, 0.15600000000000003, 1817]","[-0.040000000000000001, 0.14800000000000002, 1834]","[-0.012, 0.13600000000000001, 1850]","[0.012, 0.12, 1867]","[0.040000000000000001, 0.095999999999999974, 1883]","[0.064000000000000001, 0.071999999999999953, 1900]","[0.091999999999999998, 0.032000000000000028, 1916]","[0.108, 0.0040000000000000036, 1935]","[0.11600000000000001, -0.020000000000000018, 1950]","[0.12, -0.048000000000000043, 1967]","[0.124, -0.092000000000000082, 1984]","[0.124, -0.12000000000000011, 2001]","[0.124, -0.14399999999999991, 2017]","[0.12, -0.16399999999999992, 2034]","[0.11600000000000001, -0.17999999999999994, 2050]","[0.108, -0.19199999999999995, 2066]","[0.096000000000000002, -0.19999999999999996, 2084]","[0.084000000000000005, -0.21199999999999997, 2101]","[0.064000000000000001, -0.22799999999999998, 2118]","[0.048000000000000001, -0.23599999999999999, 2135]","[0.032000000000000001, -0.23599999999999999, 2151]","[0.016, -0.23599999999999999, 2167]","[-0.012, -0.23199999999999998, 2183]","[-0.032000000000000001, -0.22799999999999998, 2201]","[-0.048000000000000001, -0.21999999999999997, 2218]","[-0.064000000000000001, -0.21599999999999997, 2233]","[-0.084000000000000005, -0.20799999999999996, 2251]","[-0.096000000000000002, -0.19999999999999996, 2268]","[-0.108, -0.18799999999999994, 2284]","[-0.12, -0.17599999999999993, 2300]","[-0.14000000000000001, -0.15999999999999992, 2318]","[-0.152, -0.15599999999999992, 2334]","[-0.16400000000000001, -0.14799999999999991, 2350]","[-0.17599999999999999, -0.14399999999999991, 2367]","[-0.184, -0.1359999999999999, 2383]","[-0.192, -0.12000000000000011, 2401]","[-0.20000000000000001, -0.1080000000000001, 2418]","[-0.20399999999999999, -0.096000000000000085, 2434]","[-0.20799999999999999, -0.080000000000000071, 2450]","[-0.21199999999999999, -0.072000000000000064, 2468]","[-0.21199999999999999, -0.06800000000000006, 2484]","[-0.21199999999999999, -0.06800000000000006, 2501]"
