"[-0.096000000000000002, 0.14000000000000001, 899]","[-0.10000000000000001, 0.14000000000000001, 916]","[-0.10000000000000001, 0.14000000000000001, 934]","[-0.10000000000000001, 0.14000000000000001, 948]","[-0.10000000000000001, 0.14000000000000001, 965]","[-0.10000000000000001, 0.14000000000000001, 982]","[-0.10000000000000001, 0.14000000000000001, 999]","[-0.104, 0.12, 1016]","[-0.104, 0.095999999999999974, 1033]","[-0.104, 0.071999999999999953, 1049]","[-0.104, 0.044000000000000039, 1066]","[-0.104, 0.0, 1082]","[-0.104, -0.028000000000000025, 1099]","[-0.104, -0.064000000000000057, 1115]","[-0.10000000000000001, -0.10400000000000009, 1132]","[-0.096000000000000002, -0.1399999999999999, 1149]","[-0.087999999999999995, -0.18799999999999994, 1165]","[-0.087999999999999995, -0.21199999999999997, 1182]","[-0.084000000000000005, -0.23999999999999999, 1198]","[-0.084000000000000005, -0.248, 1215]","[-0.084000000000000005, -0.26400000000000001, 1232]","[-0.084000000000000005, -0.26800000000000002, 1249]","[-0.084000000000000005, -0.27200000000000002, 1265]","[-0.084000000000000005, -0.27600000000000002, 1282]","[-0.080000000000000002, -0.28400000000000003, 1299]","[-0.080000000000000002, -0.29200000000000004, 1316]","[-0.080000000000000002, -0.30000000000000004, 1332]","[-0.080000000000000002, -0.30000000000000004, 1350]","[-0.080000000000000002, -0.30000000000000004, 1383]"
"[-0.084000000000000005, -0.064000000000000057, 1883]","[-0.087999999999999995, -0.064000000000000057, 1916]","[-0.087999999999999995, -0.064000000000000057, 1934]","[-0.087999999999999995, -0.064000000000000057, 1950]","[-0.087999999999999995, -0.064000000000000057, 1967]","[-0.087999999999999995, -0.064000000000000057, 1983]","[-0.087999999999999995, -0.05600000000000005, 1999]","[-0.084000000000000005, -0.052000000000000046, 2017]","[-0.075999999999999998, -0.048000000000000043, 2032]","[-0.068000000000000005, -0.044000000000000039, 2049]","[-0.048000000000000001, -0.036000000000000032, 2067]","[-0.028000000000000001, -0.028000000000000025, 2083]","[-0.0080000000000000002, -0.020000000000000018, 2099]","[0.012, -0.016000000000000014, 2116]","[0.048000000000000001, -0.016000000000000014, 2133]","[0.071999999999999995, -0.016000000000000014, 2149]","[0.091999999999999998, -0.024000000000000021, 2166]","[0.12, -0.032000000000000028, 2183]","[0.13600000000000001, -0.040000000000000036, 2200]","[0.14799999999999999, -0.05600000000000005, 2215]","[0.156, -0.072000000000000064, 2233]","[0.16800000000000001, -0.096000000000000085, 2249]","[0.17199999999999999, -0.10400000000000009, 2266]","[0.17999999999999999, -0.12400000000000011, 2282]","[0.184, -0.14399999999999991, 2299]","[0.188, -0.15999999999999992, 2316]","[0.188, -0.17999999999999994, 2333]","[0.188, -0.18799999999999994, 2366]","[0.17999999999999999, -0.20399999999999996, 2400]","[0.16, -0.21599999999999997, 2435]","[0.13200000000000001, -0.23199999999999998, 2467]","[0.10000000000000001, -0.24399999999999999, 2500]","[0.068000000000000005, -0.252, 2534]","[0.048000000000000001, -0.26000000000000001, 2566]","[0.032000000000000001, -0.27200000000000002, 2599]","[0.012, -0.28400000000000003, 2633]","[-0.0040000000000000001, -0.29200000000000004, 2666]","[-0.02, -0.29600000000000004, 2700]","[-0.028000000000000001, -0.29600000000000004, 2733]","[-0.040000000000000001, -0.29600000000000004, 2767]","[-0.048000000000000001, -0.29600000000000004, 2800]","[-0.059999999999999998, -0.29600000000000004, 2833]","[-0.071999999999999995, -0.29600000000000004, 2867]","[-0.084000000000000005, -0.29600000000000004, 2900]","[-0.091999999999999998, -0.29600000000000004, 2935]","[-0.108, -0.29200000000000004, 2967]","[-0.108, -0.28400000000000003, 3000]","[-0.112, -0.27200000000000002, 3033]","[-0.11600000000000001, -0.26400000000000001, 3067]","[-0.12, -0.26000000000000001, 3100]","[-0.12, -0.26000000000000001, 3133]","[-0.12, -0.26000000000000001, 3167]"
"[-0.087999999999999995, -0.29200000000000004, 4151]","[-0.087999999999999995, -0.29200000000000004, 4201]","[-0.084000000000000005, -0.28400000000000003, 4218]","[-0.084000000000000005, -0.28400000000000003, 4235]","[-0.084000000000000005, -0.28400000000000003, 4251]","[-0.084000000000000005, -0.28400000000000003, 4268]","[-0.084000000000000005, -0.28400000000000003, 4285]","[-0.084000000000000005, -0.28800000000000003, 4302]","[-0.084000000000000005, -0.29200000000000004, 4318]","[-0.084000000000000005, -0.30000000000000004, 4334]","[-0.084000000000000005, -0.30800000000000005, 4352]","[-0.084000000000000005, -0.32000000000000006, 4368]","[-0.084000000000000005, -0.32800000000000007, 4385]","[-0.084000000000000005, -0.32800000000000007, 4401]","[-0.084000000000000005, -0.33200000000000007, 4420]","[-0.084000000000000005, -0.33600000000000008, 4434]","[-0.084000000000000005, -0.34000000000000008, 4451]","[-0.087999999999999995, -0.34400000000000008, 4468]","[-0.087999999999999995, -0.34800000000000009, 4485]","[-0.087999999999999995, -0.34800000000000009, 4501]","[-0.087999999999999995, -0.34800000000000009, 4519]","[-0.087999999999999995, -0.34800000000000009, 4551]","[-0.087999999999999995, -0.34800000000000009, 4568]","[-0.087999999999999995, -0.34800000000000009, 4585]"
