"[0.071999999999999995, 0.29600000000000004, 2600]","[0.075999999999999998, 0.29200000000000004, 2616]","[0.075999999999999998, 0.29200000000000004, 2633]","[0.075999999999999998, 0.29200000000000004, 2649]","[0.075999999999999998, 0.29200000000000004, 2666]","[0.075999999999999998, 0.29200000000000004, 2684]","[0.075999999999999998, 0.29200000000000004, 2700]","[0.075999999999999998, 0.29200000000000004, 2716]","[0.075999999999999998, 0.29200000000000004, 2733]","[0.075999999999999998, 0.29200000000000004, 2750]","[0.075999999999999998, 0.29200000000000004, 2767]","[0.075999999999999998, 0.29200000000000004, 2783]","[0.075999999999999998, 0.29200000000000004, 2800]","[0.075999999999999998, 0.29200000000000004, 2816]","[0.075999999999999998, 0.29200000000000004, 2832]","[0.075999999999999998, 0.29200000000000004, 2851]","[0.068000000000000005, 0.30000000000000004, 2866]","[0.064000000000000001, 0.30000000000000004, 2883]","[0.056000000000000001, 0.30800000000000005, 2900]","[0.048000000000000001, 0.31200000000000006, 2916]","[0.035999999999999997, 0.31599999999999995, 2933]","[0.028000000000000001, 0.31999999999999995, 2949]","[0.02, 0.31999999999999995, 2967]","[0.012, 0.32399999999999995, 2983]","[0.0040000000000000001, 0.32399999999999995, 2999]","[-0.0080000000000000002, 0.32399999999999995, 3021]","[-0.024, 0.32399999999999995, 3050]","[-0.043999999999999997, 0.32799999999999996, 3067]","[-0.048000000000000001, 0.32799999999999996, 3083]","[-0.051999999999999998, 0.32799999999999996, 3100]","[-0.064000000000000001, 0.32799999999999996, 3117]","[-0.080000000000000002, 0.32399999999999995, 3133]","[-0.091999999999999998, 0.31999999999999995, 3149]","[-0.10000000000000001, 0.31599999999999995, 3165]","[-0.104, 0.31599999999999995, 3182]","[-0.108, 0.31200000000000006, 3201]","[-0.12, 0.30400000000000005, 3216]","[-0.13200000000000001, 0.29600000000000004, 3233]","[-0.14000000000000001, 0.28800000000000003, 3249]","[-0.14799999999999999, 0.27600000000000002, 3267]","[-0.152, 0.26400000000000001, 3283]","[-0.156, 0.25600000000000001, 3299]","[-0.16400000000000001, 0.24399999999999999, 3317]","[-0.17199999999999999, 0.23599999999999999, 3333]","[-0.17199999999999999, 0.23199999999999998, 3367]","[-0.17599999999999999, 0.21999999999999997, 3384]","[-0.17599999999999999, 0.21199999999999997, 3400]","[-0.17599999999999999, 0.20799999999999996, 3417]","[-0.17999999999999999, 0.19999999999999996, 3434]","[-0.17999999999999999, 0.19199999999999995, 3450]","[-0.17999999999999999, 0.18400000000000005, 3484]","[-0.184, 0.17200000000000004, 3516]","[-0.184, 0.16400000000000003, 3533]","[-0.184, 0.16000000000000003, 3550]","[-0.184, 0.15600000000000003, 3567]","[-0.184, 0.15200000000000002, 3600]","[-0.184, 0.14400000000000002, 3633]","[-0.17999999999999999, 0.13600000000000001, 3666]","[-0.17599999999999999, 0.124, 3700]","[-0.16800000000000001, 0.099999999999999978, 3733]","[-0.156, 0.087999999999999967, 3767]","[-0.152, 0.07999999999999996, 3800]","[-0.13600000000000001, 0.063999999999999946, 3834]","[-0.124, 0.052000000000000046, 3867]","[-0.11600000000000001, 0.048000000000000043, 3901]","[-0.10000000000000001, 0.040000000000000036, 3934]","[-0.087999999999999995, 0.036000000000000032, 3967]","[-0.059999999999999998, 0.032000000000000028, 4000]","[-0.02, 0.032000000000000028, 4036]","[-0.0080000000000000002, 0.032000000000000028, 4067]","[0.0080000000000000002, 0.032000000000000028, 4101]","[0.028000000000000001, 0.036000000000000032, 4134]","[0.032000000000000001, 0.040000000000000036, 4168]","[0.051999999999999998, 0.052000000000000046, 4200]","[0.064000000000000001, 0.060000000000000053, 4234]","[0.064000000000000001, 0.063999999999999946, 4268]","[0.071999999999999995, 0.07999999999999996, 4301]","[0.084000000000000005, 0.095999999999999974, 4335]","[0.087999999999999995, 0.099999999999999978, 4368]","[0.087999999999999995, 0.10399999999999998, 4401]","[0.104, 0.128, 4451]","[0.104, 0.128, 4484]","[0.104, 0.128, 4517]","[0.104, 0.128, 4551]","[0.104, 0.128, 4584]"
"[0.080000000000000002, 0.30400000000000005, 5051]","[0.080000000000000002, 0.31200000000000006, 5101]","[0.080000000000000002, 0.31200000000000006, 5117]","[0.080000000000000002, 0.31599999999999995, 5134]","[0.080000000000000002, 0.31599999999999995, 5151]","[0.080000000000000002, 0.31599999999999995, 5167]","[0.080000000000000002, 0.31599999999999995, 5184]","[0.080000000000000002, 0.31599999999999995, 5201]","[0.080000000000000002, 0.31599999999999995, 5218]","[0.080000000000000002, 0.31599999999999995, 5234]","[0.080000000000000002, 0.31599999999999995, 5251]","[0.080000000000000002, 0.31200000000000006, 5268]","[0.080000000000000002, 0.30400000000000005, 5284]","[0.084000000000000005, 0.29200000000000004, 5300]","[0.087999999999999995, 0.28400000000000003, 5318]","[0.087999999999999995, 0.27600000000000002, 5335]","[0.087999999999999995, 0.27200000000000002, 5351]","[0.091999999999999998, 0.26000000000000001, 5368]","[0.091999999999999998, 0.252, 5384]","[0.091999999999999998, 0.23999999999999999, 5401]","[0.091999999999999998, 0.22399999999999998, 5418]","[0.091999999999999998, 0.21599999999999997, 5435]","[0.091999999999999998, 0.20799999999999996, 5451]","[0.091999999999999998, 0.19999999999999996, 5468]","[0.091999999999999998, 0.18799999999999994, 5485]","[0.096000000000000002, 0.17600000000000005, 5501]","[0.096000000000000002, 0.16400000000000003, 5518]","[0.096000000000000002, 0.15600000000000003, 5534]","[0.096000000000000002, 0.14800000000000002, 5557]","[0.096000000000000002, 0.14000000000000001, 5585]","[0.096000000000000002, 0.11599999999999999, 5602]","[0.096000000000000002, 0.10399999999999998, 5618]","[0.096000000000000002, 0.087999999999999967, 5635]","[0.096000000000000002, 0.07999999999999996, 5668]","[0.096000000000000002, 0.060000000000000053, 5685]","[0.096000000000000002, 0.052000000000000046, 5701]","[0.096000000000000002, 0.040000000000000036, 5719]","[0.096000000000000002, 0.020000000000000018, 5735]","[0.096000000000000002, 0.012000000000000011, 5752]","[0.096000000000000002, 0.0040000000000000036, 5767]","[0.096000000000000002, -0.0080000000000000071, 5784]","[0.096000000000000002, -0.016000000000000014, 5818]","[0.096000000000000002, -0.040000000000000036, 5852]","[0.096000000000000002, -0.064000000000000057, 5885]","[0.091999999999999998, -0.088000000000000078, 5901]","[0.091999999999999998, -0.096000000000000085, 5917]","[0.091999999999999998, -0.10400000000000009, 5952]","[0.084000000000000005, -0.12000000000000011, 5968]","[0.084000000000000005, -0.12799999999999989, 5985]","[0.080000000000000002, -0.1319999999999999, 6002]","[0.075999999999999998, -0.1359999999999999, 6019]","[0.075999999999999998, -0.1399999999999999, 6051]","[0.071999999999999995, -0.1399999999999999, 6085]","[0.056000000000000001, -0.14799999999999991, 6102]","[0.043999999999999997, -0.14799999999999991, 6135]","[0.028000000000000001, -0.15199999999999991, 6168]","[0.016, -0.15199999999999991, 6201]","[-0.0040000000000000001, -0.15199999999999991, 6235]","[-0.024, -0.15199999999999991, 6268]","[-0.032000000000000001, -0.15199999999999991, 6302]","[-0.051999999999999998, -0.14799999999999991, 6335]","[-0.064000000000000001, -0.1399999999999999, 6368]","[-0.075999999999999998, -0.1359999999999999, 6402]","[-0.091999999999999998, -0.1319999999999999, 6435]","[-0.10000000000000001, -0.12799999999999989, 6468]","[-0.112, -0.12400000000000011, 6502]","[-0.13600000000000001, -0.1120000000000001, 6534]","[-0.14399999999999999, -0.1080000000000001, 6568]","[-0.152, -0.10400000000000009, 6602]","[-0.16, -0.096000000000000085, 6635]","[-0.17599999999999999, -0.088000000000000078, 6668]","[-0.19600000000000001, -0.072000000000000064, 6702]","[-0.216, -0.044000000000000039, 6742]","[-0.28399999999999997, 0.0040000000000000036, 6768]"
