"[-0.11600000000000001, 0.28000000000000003, 699]","[-0.12, 0.28400000000000003, 715]","[-0.12, 0.28400000000000003, 732]","[-0.12, 0.28400000000000003, 750]","[-0.12, 0.26400000000000001, 766]","[-0.11600000000000001, 0.21999999999999997, 785]","[-0.108, 0.16000000000000003, 799]","[-0.10000000000000001, 0.087999999999999967, 816]","[-0.096000000000000002, 0.016000000000000014, 832]","[-0.084000000000000005, -0.06800000000000006, 849]","[-0.080000000000000002, -0.1080000000000001, 865]","[-0.075999999999999998, -0.1319999999999999, 883]","[-0.075999999999999998, -0.1399999999999999, 899]","[-0.075999999999999998, -0.14399999999999991, 916]","[-0.075999999999999998, -0.1399999999999999, 933]"
"[0.068000000000000005, 0.19199999999999995, 1116]","[0.084000000000000005, 0.20399999999999996, 1149]","[0.084000000000000005, 0.20399999999999996, 1165]","[0.075999999999999998, 0.19599999999999995, 1183]","[0.051999999999999998, 0.17200000000000004, 1199]","[0.02, 0.14800000000000002, 1216]","[-0.0040000000000000001, 0.124, 1232]","[-0.032000000000000001, 0.095999999999999974, 1249]","[-0.040000000000000001, 0.087999999999999967, 1266]","[-0.043999999999999997, 0.083999999999999964, 1284]","[-0.043999999999999997, 0.083999999999999964, 1299]","[-0.048000000000000001, 0.07999999999999996, 1315]","[-0.051999999999999998, 0.071999999999999953, 1333]","[-0.051999999999999998, 0.067999999999999949, 1349]","[-0.051999999999999998, 0.063999999999999946, 1367]","[-0.051999999999999998, 0.063999999999999946, 1382]","[-0.051999999999999998, 0.063999999999999946, 1400]","[-0.051999999999999998, 0.063999999999999946, 1416]","[-0.051999999999999998, 0.060000000000000053, 1433]","[-0.051999999999999998, 0.060000000000000053, 1449]","[-0.051999999999999998, 0.05600000000000005, 1466]","[-0.051999999999999998, 0.05600000000000005, 1484]","[-0.051999999999999998, 0.05600000000000005, 1500]","[-0.051999999999999998, 0.052000000000000046, 1516]","[-0.056000000000000001, 0.048000000000000043, 1533]","[-0.059999999999999998, 0.044000000000000039, 1550]","[-0.064000000000000001, 0.036000000000000032, 1567]","[-0.064000000000000001, 0.032000000000000028, 1583]","[-0.068000000000000005, 0.028000000000000025, 1600]","[-0.068000000000000005, 0.024000000000000021, 1630]","[-0.071999999999999995, 0.020000000000000018, 1656]","[-0.080000000000000002, 0.0080000000000000071, 1683]","[-0.084000000000000005, 0.0, 1700]","[-0.084000000000000005, 0.0, 1716]","[-0.084000000000000005, -0.0040000000000000036, 1733]","[-0.075999999999999998, -0.012000000000000011, 1749]","[-0.064000000000000001, -0.024000000000000021, 1766]","[-0.028000000000000001, -0.052000000000000046, 1783]","[-0.0040000000000000001, -0.072000000000000064, 1799]","[0.02, -0.084000000000000075, 1816]","[0.035999999999999997, -0.096000000000000085, 1832]","[0.051999999999999998, -0.10000000000000009, 1849]","[0.064000000000000001, -0.1080000000000001, 1866]","[0.068000000000000005, -0.1120000000000001, 1883]","[0.071999999999999995, -0.1120000000000001, 1900]","[0.071999999999999995, -0.1120000000000001, 1917]","[0.071999999999999995, -0.1120000000000001, 1933]","[0.071999999999999995, -0.1120000000000001, 1950]","[0.071999999999999995, -0.1120000000000001, 1976]","[0.071999999999999995, -0.1120000000000001, 1999]","[0.071999999999999995, -0.1120000000000001, 2030]","[0.080000000000000002, -0.1160000000000001, 2049]","[0.080000000000000002, -0.12400000000000011, 2067]"
