"[-0.312, -0.3600000000000001, 2866]","[-0.312, -0.3600000000000001, 2882]","[-0.312, -0.3600000000000001, 2899]","[-0.312, -0.3600000000000001, 2916]","[-0.312, -0.3600000000000001, 2933]","[-0.312, -0.3600000000000001, 2949]","[-0.312, -0.3600000000000001, 2966]","[-0.312, -0.3600000000000001, 2983]","[-0.312, -0.3600000000000001, 2999]","[-0.312, -0.3600000000000001, 3016]","[-0.312, -0.3600000000000001, 3033]","[-0.312, -0.3600000000000001, 3049]","[-0.312, -0.3600000000000001, 3065]","[-0.312, -0.3600000000000001, 3083]","[-0.312, -0.3600000000000001, 3099]","[-0.312, -0.3600000000000001, 3115]","[-0.312, -0.3600000000000001, 3132]","[-0.312, -0.3600000000000001, 3149]","[-0.312, -0.3600000000000001, 3166]","[-0.312, -0.3600000000000001, 3182]","[-0.312, -0.3600000000000001, 3200]","[-0.312, -0.3600000000000001, 3216]","[-0.312, -0.3600000000000001, 3232]","[-0.312, -0.35200000000000009, 3250]","[-0.316, -0.34400000000000008, 3268]","[-0.316, -0.33200000000000007, 3299]","[-0.316, -0.32000000000000006, 3316]","[-0.32000000000000001, -0.31200000000000006, 3333]","[-0.32000000000000001, -0.30400000000000005, 3349]","[-0.32000000000000001, -0.29600000000000004, 3365]","[-0.32000000000000001, -0.28800000000000003, 3383]","[-0.32000000000000001, -0.27600000000000002, 3399]","[-0.32000000000000001, -0.26800000000000002, 3417]","[-0.32000000000000001, -0.25600000000000001, 3434]","[-0.32000000000000001, -0.252, 3449]","[-0.32000000000000001, -0.248, 3467]","[-0.32000000000000001, -0.24399999999999999, 3482]","[-0.32000000000000001, -0.23999999999999999, 3499]","[-0.32000000000000001, -0.22799999999999998, 3516]","[-0.316, -0.21599999999999997, 3533]","[-0.312, -0.20399999999999996, 3550]","[-0.312, -0.19999999999999996, 3566]","[-0.308, -0.19199999999999995, 3582]","[-0.308, -0.18799999999999994, 3600]","[-0.30399999999999999, -0.17999999999999994, 3616]","[-0.29999999999999999, -0.17199999999999993, 3633]","[-0.29599999999999999, -0.15999999999999992, 3649]","[-0.28799999999999998, -0.14399999999999991, 3666]","[-0.28000000000000003, -0.1319999999999999, 3683]","[-0.27600000000000002, -0.12400000000000011, 3699]","[-0.27200000000000002, -0.12000000000000011, 3716]","[-0.26400000000000001, -0.1080000000000001, 3733]","[-0.26000000000000001, -0.10000000000000009, 3749]","[-0.23999999999999999, -0.076000000000000068, 3783]","[-0.23599999999999999, -0.06800000000000006, 3816]","[-0.22800000000000001, -0.060000000000000053, 3849]","[-0.192, -0.032000000000000028, 3883]","[-0.16800000000000001, -0.020000000000000018, 3916]","[-0.16, -0.016000000000000014, 3950]","[-0.13600000000000001, -0.0080000000000000071, 3983]","[-0.096000000000000002, 0.0040000000000000036, 4016]","[-0.080000000000000002, 0.0080000000000000071, 4050]","[-0.071999999999999995, 0.012000000000000011, 4083]","[-0.068000000000000005, 0.012000000000000011, 4117]","[-0.056000000000000001, 0.016000000000000014, 4149]","[-0.048000000000000001, 0.016000000000000014, 4183]","[-0.032000000000000001, 0.016000000000000014, 4216]","[-0.0080000000000000002, 0.016000000000000014, 4251]","[0.0040000000000000001, 0.016000000000000014, 4284]","[0.02, 0.012000000000000011, 4316]","[0.032000000000000001, 0.0080000000000000071, 4350]","[0.048000000000000001, -0.0040000000000000036, 4383]","[0.056000000000000001, -0.020000000000000018, 4416]","[0.064000000000000001, -0.032000000000000028, 4449]","[0.071999999999999995, -0.048000000000000043, 4484]","[0.084000000000000005, -0.072000000000000064, 4517]","[0.087999999999999995, -0.080000000000000071, 4550]","[0.091999999999999998, -0.10000000000000009, 4583]","[0.10000000000000001, -0.12400000000000011, 4617]","[0.104, -0.14399999999999991, 4651]","[0.104, -0.17199999999999993, 4700]","[0.108, -0.19199999999999995, 4734]","[0.108, -0.21199999999999997, 4768]","[0.108, -0.22799999999999998, 4800]","[0.108, -0.252, 4834]","[0.108, -0.27200000000000002, 4867]","[0.112, -0.28800000000000003, 4900]","[0.112, -0.30000000000000004, 4933]","[0.11600000000000001, -0.31600000000000006, 4967]","[0.12, -0.32800000000000007, 5001]","[0.124, -0.34800000000000009, 5034]","[0.128, -0.3600000000000001, 5067]","[0.13200000000000001, -0.3640000000000001, 5100]","[0.13200000000000001, -0.3640000000000001, 5133]","[0.13200000000000001, -0.3640000000000001, 5166]","[0.13600000000000001, -0.3640000000000001, 5200]"
"[-0.29999999999999999, -0.37999999999999989, 5901]","[-0.29599999999999999, -0.37599999999999989, 5951]","[-0.29599999999999999, -0.37200000000000011, 5968]","[-0.29599999999999999, -0.37200000000000011, 5984]","[-0.29599999999999999, -0.37200000000000011, 6001]","[-0.29599999999999999, -0.37200000000000011, 6018]","[-0.29599999999999999, -0.37200000000000011, 6033]","[-0.29599999999999999, -0.37200000000000011, 6051]","[-0.29599999999999999, -0.37200000000000011, 6067]","[-0.29599999999999999, -0.37200000000000011, 6084]","[-0.29599999999999999, -0.37200000000000011, 6101]","[-0.29599999999999999, -0.37200000000000011, 6118]","[-0.29599999999999999, -0.37200000000000011, 6134]","[-0.29599999999999999, -0.37200000000000011, 6151]","[-0.29599999999999999, -0.37200000000000011, 6167]","[-0.29599999999999999, -0.37200000000000011, 6185]","[-0.29599999999999999, -0.37200000000000011, 6201]","[-0.29599999999999999, -0.37200000000000011, 6218]","[-0.29599999999999999, -0.37200000000000011, 6234]","[-0.29199999999999998, -0.37200000000000011, 6252]","[-0.28799999999999998, -0.37200000000000011, 6267]","[-0.27600000000000002, -0.37200000000000011, 6284]","[-0.26000000000000001, -0.37200000000000011, 6301]","[-0.248, -0.37200000000000011, 6318]","[-0.23999999999999999, -0.37200000000000011, 6334]","[-0.23200000000000001, -0.37599999999999989, 6351]","[-0.224, -0.37599999999999989, 6368]","[-0.20799999999999999, -0.37599999999999989, 6385]","[-0.20000000000000001, -0.37599999999999989, 6401]","[-0.192, -0.37599999999999989, 6417]","[-0.17599999999999999, -0.37599999999999989, 6434]","[-0.16400000000000001, -0.37599999999999989, 6451]","[-0.152, -0.37599999999999989, 6468]","[-0.14000000000000001, -0.37599999999999989, 6485]","[-0.13200000000000001, -0.37599999999999989, 6501]","[-0.124, -0.37599999999999989, 6518]","[-0.11600000000000001, -0.37599999999999989, 6534]","[-0.108, -0.37599999999999989, 6550]","[-0.10000000000000001, -0.37599999999999989, 6567]","[-0.080000000000000002, -0.37599999999999989, 6584]","[-0.068000000000000005, -0.37599999999999989, 6601]","[-0.059999999999999998, -0.37599999999999989, 6617]","[-0.048000000000000001, -0.37599999999999989, 6635]","[-0.035999999999999997, -0.37599999999999989, 6651]","[-0.024, -0.37599999999999989, 6685]","[0.012, -0.37599999999999989, 6718]","[0.032000000000000001, -0.37599999999999989, 6753]","[0.040000000000000001, -0.37599999999999989, 6785]","[0.043999999999999997, -0.37599999999999989, 6818]","[0.048000000000000001, -0.37599999999999989, 6851]","[0.048000000000000001, -0.37599999999999989, 6884]","[0.051999999999999998, -0.37599999999999989, 6918]","[0.064000000000000001, -0.37200000000000011, 6951]","[0.087999999999999995, -0.3680000000000001, 6984]","[0.096000000000000002, -0.3680000000000001, 7018]","[0.10000000000000001, -0.3640000000000001, 7051]","[0.12, -0.35600000000000009, 7084]","[0.124, -0.35600000000000009, 7118]","[0.128, -0.35600000000000009, 7152]","[0.13200000000000001, -0.35600000000000009, 7185]","[0.13200000000000001, -0.35600000000000009, 7218]","[0.13200000000000001, -0.35600000000000009, 7253]"
"[-0.29199999999999998, -0.3640000000000001, 15438]","[-0.29999999999999999, -0.3600000000000001, 15489]","[-0.29999999999999999, -0.35600000000000009, 15506]","[-0.29999999999999999, -0.35600000000000009, 15522]","[-0.29999999999999999, -0.35600000000000009, 15538]","[-0.29999999999999999, -0.35600000000000009, 15555]","[-0.29999999999999999, -0.35600000000000009, 15572]","[-0.29999999999999999, -0.35600000000000009, 15589]","[-0.29999999999999999, -0.35600000000000009, 15606]","[-0.29999999999999999, -0.35600000000000009, 15622]","[-0.30399999999999999, -0.35600000000000009, 15638]","[-0.30399999999999999, -0.35600000000000009, 15656]","[-0.30399999999999999, -0.35600000000000009, 15672]","[-0.30399999999999999, -0.35600000000000009, 15689]","[-0.30399999999999999, -0.35600000000000009, 15706]","[-0.30399999999999999, -0.35600000000000009, 15723]","[-0.30399999999999999, -0.35600000000000009, 15738]","[-0.30399999999999999, -0.35600000000000009, 15757]","[-0.30399999999999999, -0.35600000000000009, 15772]","[-0.30399999999999999, -0.35600000000000009, 15789]","[-0.30399999999999999, -0.35600000000000009, 15806]","[-0.30399999999999999, -0.35600000000000009, 15822]","[-0.30399999999999999, -0.35600000000000009, 15839]","[-0.30399999999999999, -0.35600000000000009, 15855]","[-0.30399999999999999, -0.35600000000000009, 15872]","[-0.30399999999999999, -0.35600000000000009, 15889]","[-0.29999999999999999, -0.35200000000000009, 15906]","[-0.29599999999999999, -0.34800000000000009, 15922]","[-0.29599999999999999, -0.34800000000000009, 15938]","[-0.29199999999999998, -0.34400000000000008, 15956]","[-0.29199999999999998, -0.34400000000000008, 15972]","[-0.29199999999999998, -0.34400000000000008, 15989]","[-0.29199999999999998, -0.34400000000000008, 16005]","[-0.28799999999999998, -0.34000000000000008, 16022]","[-0.28399999999999997, -0.33600000000000008, 16039]","[-0.28000000000000003, -0.33200000000000007, 16056]","[-0.27600000000000002, -0.33200000000000007, 16072]","[-0.27600000000000002, -0.33200000000000007, 16089]","[-0.27600000000000002, -0.33200000000000007, 16105]","[-0.27600000000000002, -0.32800000000000007, 16122]","[-0.27200000000000002, -0.32400000000000007, 16139]","[-0.26400000000000001, -0.31600000000000006, 16155]","[-0.26000000000000001, -0.31200000000000006, 16171]","[-0.26000000000000001, -0.31200000000000006, 16189]","[-0.26000000000000001, -0.31200000000000006, 16205]","[-0.26000000000000001, -0.30800000000000005, 16222]","[-0.25600000000000001, -0.30800000000000005, 16238]","[-0.252, -0.30000000000000004, 16272]","[-0.23999999999999999, -0.29200000000000004, 16306]","[-0.23999999999999999, -0.29200000000000004, 16339]","[-0.23200000000000001, -0.28400000000000003, 16372]","[-0.216, -0.27200000000000002, 16389]","[-0.21199999999999999, -0.26800000000000002, 16422]","[-0.21199999999999999, -0.26800000000000002, 16456]","[-0.20399999999999999, -0.26000000000000001, 16489]","[-0.184, -0.248, 16522]","[-0.17999999999999999, -0.248, 16556]","[-0.17599999999999999, -0.23999999999999999, 16589]","[-0.16, -0.22799999999999998, 16623]","[-0.152, -0.21999999999999997, 16655]","[-0.152, -0.21999999999999997, 16690]","[-0.14399999999999999, -0.21199999999999997, 16723]","[-0.13600000000000001, -0.20399999999999996, 16758]","[-0.13200000000000001, -0.20399999999999996, 16789]","[-0.128, -0.19999999999999996, 16822]","[-0.11600000000000001, -0.18799999999999994, 16856]","[-0.11600000000000001, -0.18799999999999994, 16890]","[-0.112, -0.18399999999999994, 16923]","[-0.096000000000000002, -0.17199999999999993, 16956]","[-0.091999999999999998, -0.16399999999999992, 16989]","[-0.084000000000000005, -0.15999999999999992, 17023]","[-0.071999999999999995, -0.15199999999999991, 17056]","[-0.059999999999999998, -0.14399999999999991, 17089]","[-0.059999999999999998, -0.1399999999999999, 17123]","[-0.051999999999999998, -0.1319999999999999, 17156]","[-0.043999999999999997, -0.12000000000000011, 17189]","[-0.040000000000000001, -0.1120000000000001, 17222]","[-0.032000000000000001, -0.10400000000000009, 17257]","[-0.032000000000000001, -0.092000000000000082, 17289]","[-0.032000000000000001, -0.084000000000000075, 17323]","[-0.035999999999999997, -0.060000000000000053, 17389]","[-0.040000000000000001, -0.05600000000000005, 17423]","[-0.048000000000000001, -0.048000000000000043, 17457]","[-0.056000000000000001, -0.040000000000000036, 17490]","[-0.059999999999999998, -0.036000000000000032, 17523]","[-0.064000000000000001, -0.032000000000000028, 17557]","[-0.075999999999999998, -0.024000000000000021, 17589]","[-0.080000000000000002, -0.020000000000000018, 17623]","[-0.084000000000000005, -0.016000000000000014, 17656]","[-0.091999999999999998, -0.012000000000000011, 17689]","[-0.096000000000000002, -0.012000000000000011, 17723]","[-0.096000000000000002, -0.012000000000000011, 17757]","[-0.10000000000000001, -0.012000000000000011, 17790]","[-0.10000000000000001, -0.012000000000000011, 17823]","[-0.10000000000000001, -0.0080000000000000071, 17856]"
