"[-0.25600000000000001, 0.26400000000000001, 1482]","[-0.26000000000000001, 0.26400000000000001, 1499]","[-0.26400000000000001, 0.27200000000000002, 1516]","[-0.26400000000000001, 0.27200000000000002, 1531]","[-0.26400000000000001, 0.27200000000000002, 1549]","[-0.26400000000000001, 0.27200000000000002, 1565]","[-0.26400000000000001, 0.27200000000000002, 1582]","[-0.26400000000000001, 0.27200000000000002, 1599]","[-0.26400000000000001, 0.26800000000000002, 1615]","[-0.26000000000000001, 0.25600000000000001, 1633]","[-0.252, 0.24399999999999999, 1648]","[-0.24399999999999999, 0.22799999999999998, 1665]","[-0.22800000000000001, 0.19999999999999996, 1682]","[-0.21199999999999999, 0.17600000000000005, 1699]","[-0.19600000000000001, 0.15200000000000002, 1715]","[-0.17599999999999999, 0.128, 1733]","[-0.156, 0.10399999999999998, 1749]","[-0.124, 0.063999999999999946, 1766]","[-0.104, 0.040000000000000036, 1782]","[-0.084000000000000005, 0.016000000000000014, 1799]","[-0.064000000000000001, -0.0080000000000000071, 1815]","[-0.048000000000000001, -0.020000000000000018, 1832]","[-0.032000000000000001, -0.036000000000000032, 1849]","[-0.016, -0.048000000000000043, 1866]","[0.0, -0.064000000000000057, 1882]","[0.012, -0.076000000000000068, 1899]","[0.024, -0.088000000000000078, 1916]","[0.035999999999999997, -0.096000000000000085, 1932]","[0.040000000000000001, -0.10000000000000009, 1948]","[0.040000000000000001, -0.10400000000000009, 1966]","[0.040000000000000001, -0.10400000000000009, 1982]","[0.048000000000000001, -0.1080000000000001, 2002]","[0.056000000000000001, -0.1160000000000001, 2016]","[0.059999999999999998, -0.12000000000000011, 2032]","[0.059999999999999998, -0.12400000000000011, 2049]","[0.059999999999999998, -0.12400000000000011, 2065]","[0.064000000000000001, -0.12400000000000011, 2083]","[0.068000000000000005, -0.1359999999999999, 2098]","[0.068000000000000005, -0.14399999999999991, 2115]"
"[0.035999999999999997, 0.24399999999999999, 2349]","[0.035999999999999997, 0.25600000000000001, 2383]","[0.040000000000000001, 0.26400000000000001, 2399]","[0.040000000000000001, 0.26400000000000001, 2416]","[0.040000000000000001, 0.26800000000000002, 2432]","[0.040000000000000001, 0.26800000000000002, 2449]","[0.040000000000000001, 0.26800000000000002, 2466]","[0.040000000000000001, 0.26800000000000002, 2482]","[0.040000000000000001, 0.26800000000000002, 2502]","[0.040000000000000001, 0.26800000000000002, 2516]","[0.040000000000000001, 0.26800000000000002, 2533]","[0.035999999999999997, 0.26000000000000001, 2549]","[0.028000000000000001, 0.248, 2566]","[0.016, 0.22799999999999998, 2582]","[0.0080000000000000002, 0.20799999999999996, 2599]","[-0.0040000000000000001, 0.18400000000000005, 2616]","[-0.012, 0.16400000000000003, 2633]","[-0.028000000000000001, 0.13600000000000001, 2649]","[-0.040000000000000001, 0.11599999999999999, 2671]","[-0.056000000000000001, 0.087999999999999967, 2683]","[-0.059999999999999998, 0.07999999999999996, 2699]","[-0.080000000000000002, 0.048000000000000043, 2716]","[-0.087999999999999995, 0.032000000000000028, 2733]","[-0.096000000000000002, 0.016000000000000014, 2750]","[-0.10000000000000001, -0.0040000000000000036, 2766]","[-0.112, -0.028000000000000025, 2783]","[-0.12, -0.044000000000000039, 2799]","[-0.128, -0.060000000000000053, 2816]","[-0.14799999999999999, -0.088000000000000078, 2833]","[-0.152, -0.096000000000000085, 2852]","[-0.16, -0.1160000000000001, 2866]","[-0.16400000000000001, -0.12400000000000011, 2883]","[-0.16800000000000001, -0.1319999999999999, 2900]","[-0.17199999999999999, -0.1359999999999999, 2917]","[-0.17599999999999999, -0.14399999999999991, 2933]","[-0.17599999999999999, -0.14799999999999991, 2949]","[-0.17999999999999999, -0.14799999999999991, 2967]","[-0.17999999999999999, -0.15599999999999992, 2983]","[-0.188, -0.15999999999999992, 2999]"
