"[-0.12, 0.124, 749]","[-0.128, 0.128, 765]","[-0.13600000000000001, 0.128, 783]","[-0.14000000000000001, 0.128, 799]","[-0.14399999999999999, 0.128, 817]","[-0.152, 0.13200000000000001, 832]","[-0.156, 0.14000000000000001, 849]","[-0.16, 0.14000000000000001, 867]","[-0.16, 0.14000000000000001, 882]","[-0.16, 0.14000000000000001, 899]","[-0.16, 0.13600000000000001, 916]","[-0.14000000000000001, 0.10799999999999998, 931]","[-0.11600000000000001, 0.083999999999999964, 949]","[-0.091999999999999998, 0.05600000000000005, 966]","[-0.064000000000000001, 0.028000000000000025, 982]","[-0.028000000000000001, -0.024000000000000021, 1000]","[-0.0040000000000000001, -0.064000000000000057, 1016]","[0.024, -0.10000000000000009, 1032]","[0.071999999999999995, -0.14799999999999991, 1050]","[0.096000000000000002, -0.17199999999999993, 1066]","[0.11600000000000001, -0.19599999999999995, 1082]","[0.13200000000000001, -0.21599999999999997, 1099]","[0.14399999999999999, -0.22799999999999998, 1133]","[0.14799999999999999, -0.23199999999999998, 1165]","[0.14799999999999999, -0.23199999999999998, 1199]","[0.14799999999999999, -0.23199999999999998, 1216]","[0.14799999999999999, -0.22399999999999998, 1232]"
"[0.108, 0.13200000000000001, 1650]","[0.096000000000000002, 0.124, 1683]","[0.096000000000000002, 0.12, 1700]","[0.091999999999999998, 0.11599999999999999, 1716]","[0.080000000000000002, 0.095999999999999974, 1733]","[0.068000000000000005, 0.071999999999999953, 1750]","[0.051999999999999998, 0.048000000000000043, 1766]","[0.032000000000000001, 0.024000000000000021, 1783]","[0.0040000000000000001, -0.012000000000000011, 1800]","[-0.016, -0.040000000000000036, 1818]","[-0.035999999999999997, -0.072000000000000064, 1832]","[-0.056000000000000001, -0.10000000000000009, 1850]","[-0.091999999999999998, -0.14799999999999991, 1866]","[-0.10000000000000001, -0.15999999999999992, 1883]","[-0.128, -0.19999999999999996, 1900]","[-0.14399999999999999, -0.21999999999999997, 1916]","[-0.156, -0.23199999999999998, 1933]","[-0.16400000000000001, -0.23999999999999999, 1949]","[-0.17199999999999999, -0.248, 1967]","[-0.17999999999999999, -0.26000000000000001, 2001]","[-0.184, -0.26400000000000001, 2033]","[-0.184, -0.26400000000000001, 2067]"
