"[-0.14799999999999999, 0.30000000000000004, 3968]","[-0.16, 0.29600000000000004, 3984]","[-0.16, 0.29600000000000004, 4001]","[-0.156, 0.28800000000000003, 4018]","[-0.14399999999999999, 0.26400000000000001, 4035]","[-0.104, 0.21199999999999997, 4051]","[-0.064000000000000001, 0.16000000000000003, 4068]","[0.012, 0.07999999999999996, 4084]","[0.040000000000000001, 0.048000000000000043, 4102]","[0.096000000000000002, -0.032000000000000028, 4117]","[0.12, -0.060000000000000053, 4135]","[0.124, -0.076000000000000068, 4151]","[0.124, -0.076000000000000068, 4168]"
"[0.087999999999999995, 0.38, 4485]","[0.080000000000000002, 0.38, 4516]","[0.080000000000000002, 0.376, 4530]","[0.068000000000000005, 0.34799999999999998, 4543]","[0.064000000000000001, 0.32399999999999995, 4557]","[0.043999999999999997, 0.27200000000000002, 4568]","[0.024, 0.21199999999999997, 4585]","[-0.0040000000000000001, 0.14000000000000001, 4601]","[-0.035999999999999997, 0.060000000000000053, 4619]","[-0.080000000000000002, -0.044000000000000039, 4636]","[-0.096000000000000002, -0.092000000000000082, 4651]","[-0.104, -0.12000000000000011, 4672]","[-0.112, -0.1359999999999999, 4685]","[-0.11600000000000001, -0.1399999999999999, 4702]"
