"[-0.14799999999999999, 0.16400000000000003, 867]","[-0.14799999999999999, 0.16400000000000003, 882]","[-0.14799999999999999, 0.16400000000000003, 900]","[-0.14799999999999999, 0.16400000000000003, 916]","[-0.14799999999999999, 0.15600000000000003, 933]","[-0.124, 0.12, 949]","[-0.104, 0.083999999999999964, 967]","[-0.075999999999999998, 0.040000000000000036, 983]","[-0.043999999999999997, -0.0040000000000000036, 1000]","[0.0080000000000000002, -0.080000000000000071, 1017]","[0.043999999999999997, -0.12000000000000011, 1032]","[0.075999999999999998, -0.14399999999999991, 1050]","[0.096000000000000002, -0.16399999999999992, 1066]","[0.11600000000000001, -0.17599999999999993, 1083]","[0.12, -0.18399999999999994, 1099]","[0.124, -0.18799999999999994, 1117]","[0.128, -0.18799999999999994, 1133]","[0.13200000000000001, -0.19199999999999995, 1149]","[0.13600000000000001, -0.19199999999999995, 1168]","[0.13600000000000001, -0.19199999999999995, 1183]","[0.14000000000000001, -0.18799999999999994, 1200]"
"[0.051999999999999998, 0.23599999999999999, 1550]","[0.056000000000000001, 0.24399999999999999, 1584]","[0.056000000000000001, 0.24399999999999999, 1600]","[0.043999999999999997, 0.19999999999999996, 1616]","[0.028000000000000001, 0.14400000000000002, 1633]","[0.016, 0.07999999999999996, 1650]","[0.0, 0.024000000000000021, 1667]","[-0.02, -0.048000000000000043, 1683]","[-0.035999999999999997, -0.092000000000000082, 1700]","[-0.048000000000000001, -0.1319999999999999, 1716]","[-0.064000000000000001, -0.16799999999999993, 1734]","[-0.080000000000000002, -0.20799999999999996, 1750]","[-0.084000000000000005, -0.21999999999999997, 1766]","[-0.084000000000000005, -0.22399999999999998, 1784]","[-0.084000000000000005, -0.22399999999999998, 1800]","[-0.084000000000000005, -0.22399999999999998, 1818]","[-0.084000000000000005, -0.22399999999999998, 1833]","[-0.084000000000000005, -0.22399999999999998, 1850]"
