"[-0.25600000000000001, 0.17600000000000005, 1183]","[-0.26400000000000001, 0.18000000000000005, 1201]","[-0.26400000000000001, 0.18000000000000005, 1216]","[-0.26400000000000001, 0.18000000000000005, 1233]","[-0.26400000000000001, 0.18000000000000005, 1250]","[-0.26400000000000001, 0.18000000000000005, 1266]","[-0.26400000000000001, 0.18000000000000005, 1283]","[-0.26400000000000001, 0.18000000000000005, 1300]","[-0.24399999999999999, 0.18000000000000005, 1317]","[-0.20399999999999999, 0.18000000000000005, 1333]","[-0.14399999999999999, 0.18000000000000005, 1350]","[-0.035999999999999997, 0.18799999999999994, 1367]","[0.028000000000000001, 0.19199999999999995, 1383]","[0.075999999999999998, 0.19599999999999995, 1400]","[0.104, 0.19599999999999995, 1417]","[0.11600000000000001, 0.19599999999999995, 1434]","[0.12, 0.19599999999999995, 1450]","[0.12, 0.19599999999999995, 1467]","[0.124, 0.19599999999999995, 1486]","[0.128, 0.19599999999999995, 1501]","[0.128, 0.19599999999999995, 1517]"
"[-0.11600000000000001, 0.17600000000000005, 2285]","[-0.11600000000000001, 0.18400000000000005, 2317]","[-0.11600000000000001, 0.18400000000000005, 2334]","[-0.11600000000000001, 0.18400000000000005, 2351]","[-0.11600000000000001, 0.18400000000000005, 2368]","[-0.11600000000000001, 0.18400000000000005, 2384]","[-0.11600000000000001, 0.18400000000000005, 2401]","[-0.11600000000000001, 0.18400000000000005, 2417]","[-0.112, 0.18400000000000005, 2435]","[-0.10000000000000001, 0.17200000000000004, 2451]","[-0.087999999999999995, 0.15600000000000003, 2467]","[-0.080000000000000002, 0.14800000000000002, 2486]","[-0.068000000000000005, 0.128, 2501]","[-0.059999999999999998, 0.11599999999999999, 2518]","[-0.056000000000000001, 0.10399999999999998, 2535]","[-0.051999999999999998, 0.091999999999999971, 2551]","[-0.051999999999999998, 0.07999999999999996, 2567]","[-0.051999999999999998, 0.071999999999999953, 2585]","[-0.051999999999999998, 0.063999999999999946, 2601]","[-0.056000000000000001, 0.05600000000000005, 2618]","[-0.056000000000000001, 0.052000000000000046, 2634]","[-0.056000000000000001, 0.052000000000000046, 2652]","[-0.056000000000000001, 0.052000000000000046, 2667]"
"[-0.23200000000000001, -0.0080000000000000071, 3402]","[-0.23200000000000001, -0.0040000000000000036, 3436]","[-0.23200000000000001, -0.0040000000000000036, 3451]","[-0.23200000000000001, 0.0, 3468]","[-0.23200000000000001, 0.0040000000000000036, 3488]","[-0.22800000000000001, 0.0080000000000000071, 3502]","[-0.20799999999999999, 0.016000000000000014, 3519]","[-0.20000000000000001, 0.020000000000000018, 3536]","[-0.16400000000000001, 0.028000000000000025, 3552]","[-0.13200000000000001, 0.036000000000000032, 3569]","[-0.075999999999999998, 0.048000000000000043, 3586]","[-0.059999999999999998, 0.048000000000000043, 3602]","[-0.02, 0.052000000000000046, 3619]","[-0.0040000000000000001, 0.052000000000000046, 3636]","[0.012, 0.052000000000000046, 3652]","[0.035999999999999997, 0.040000000000000036, 3669]","[0.064000000000000001, 0.012000000000000011, 3685]","[0.075999999999999998, -0.012000000000000011, 3702]","[0.087999999999999995, -0.036000000000000032, 3719]","[0.10000000000000001, -0.064000000000000057, 3736]","[0.104, -0.076000000000000068, 3752]","[0.104, -0.088000000000000078, 3769]","[0.108, -0.096000000000000085, 3786]","[0.108, -0.096000000000000085, 3802]","[0.108, -0.096000000000000085, 3819]"
