"[-0.14799999999999999, -0.10400000000000009, 1115]","[-0.14799999999999999, -0.10400000000000009, 1134]","[-0.14799999999999999, -0.10400000000000009, 1150]","[-0.14799999999999999, -0.10400000000000009, 1166]","[-0.14799999999999999, -0.10400000000000009, 1183]","[-0.14799999999999999, -0.10400000000000009, 1200]","[-0.14799999999999999, -0.10400000000000009, 1216]","[-0.14799999999999999, -0.10400000000000009, 1233]","[-0.14799999999999999, -0.10400000000000009, 1249]","[-0.14799999999999999, -0.10400000000000009, 1266]","[-0.16400000000000001, -0.10400000000000009, 1283]","[-0.16800000000000001, -0.10400000000000009, 1300]","[-0.17999999999999999, -0.10400000000000009, 1316]","[-0.19600000000000001, -0.1080000000000001, 1333]","[-0.20399999999999999, -0.1120000000000001, 1349]","[-0.21199999999999999, -0.12000000000000011, 1366]","[-0.22, -0.12799999999999989, 1383]","[-0.22800000000000001, -0.1359999999999999, 1400]","[-0.23599999999999999, -0.14799999999999991, 1416]","[-0.23999999999999999, -0.15999999999999992, 1433]","[-0.24399999999999999, -0.16799999999999993, 1450]","[-0.24399999999999999, -0.18399999999999994, 1465]","[-0.24399999999999999, -0.20399999999999996, 1482]","[-0.24399999999999999, -0.21999999999999997, 1500]","[-0.24399999999999999, -0.23999999999999999, 1516]","[-0.23999999999999999, -0.252, 1533]","[-0.22800000000000001, -0.26800000000000002, 1550]","[-0.216, -0.27200000000000002, 1566]","[-0.20000000000000001, -0.27600000000000002, 1582]","[-0.188, -0.28000000000000003, 1600]","[-0.16800000000000001, -0.28000000000000003, 1615]","[-0.16, -0.28000000000000003, 1634]","[-0.14399999999999999, -0.28000000000000003, 1666]","[-0.104, -0.27200000000000002, 1683]","[-0.096000000000000002, -0.26400000000000001, 1699]","[-0.068000000000000005, -0.24399999999999999, 1716]","[-0.051999999999999998, -0.22799999999999998, 1732]","[-0.035999999999999997, -0.20799999999999996, 1767]","[-0.024, -0.18399999999999994, 1800]","[-0.02, -0.15599999999999992, 1833]","[-0.028000000000000001, -0.12400000000000011, 1850]","[-0.035999999999999997, -0.1120000000000001, 1866]","[-0.043999999999999997, -0.10400000000000009, 1882]","[-0.056000000000000001, -0.10000000000000009, 1916]","[-0.075999999999999998, -0.10000000000000009, 1950]","[-0.10000000000000001, -0.092000000000000082, 1983]","[-0.128, -0.088000000000000078, 2016]","[-0.14399999999999999, -0.088000000000000078, 2032]","[-0.14799999999999999, -0.088000000000000078, 2050]","[-0.14799999999999999, -0.088000000000000078, 2066]","[-0.152, -0.088000000000000078, 2083]","[-0.156, -0.088000000000000078, 2100]","[-0.156, -0.088000000000000078, 2117]","[-0.156, -0.088000000000000078, 2135]","[-0.156, -0.088000000000000078, 2166]","[-0.156, -0.088000000000000078, 2200]","[-0.156, -0.092000000000000082, 2233]","[-0.156, -0.10400000000000009, 2251]"
"[-0.22800000000000001, -0.1120000000000001, 3084]","[-0.22800000000000001, -0.1120000000000001, 3117]","[-0.22800000000000001, -0.1120000000000001, 3136]","[-0.22800000000000001, -0.1120000000000001, 3151]","[-0.22800000000000001, -0.1120000000000001, 3168]","[-0.22800000000000001, -0.1120000000000001, 3184]","[-0.22800000000000001, -0.1120000000000001, 3200]","[-0.22800000000000001, -0.1120000000000001, 3218]","[-0.22800000000000001, -0.1120000000000001, 3234]","[-0.22800000000000001, -0.1120000000000001, 3251]","[-0.22800000000000001, -0.1120000000000001, 3267]","[-0.22800000000000001, -0.1120000000000001, 3284]","[-0.22800000000000001, -0.10400000000000009, 3301]","[-0.23200000000000001, -0.10000000000000009, 3317]","[-0.23599999999999999, -0.092000000000000082, 3334]","[-0.24399999999999999, -0.080000000000000071, 3350]","[-0.248, -0.064000000000000057, 3367]","[-0.25600000000000001, -0.052000000000000046, 3384]","[-0.26000000000000001, -0.040000000000000036, 3400]","[-0.26000000000000001, -0.024000000000000021, 3418]","[-0.26400000000000001, -0.012000000000000011, 3434]","[-0.26400000000000001, 0.0, 3450]","[-0.26400000000000001, 0.012000000000000011, 3468]","[-0.26400000000000001, 0.032000000000000028, 3484]","[-0.26400000000000001, 0.048000000000000043, 3501]","[-0.26400000000000001, 0.060000000000000053, 3517]","[-0.26400000000000001, 0.071999999999999953, 3535]","[-0.26000000000000001, 0.091999999999999971, 3551]","[-0.252, 0.10399999999999998, 3568]","[-0.248, 0.11599999999999999, 3584]","[-0.23999999999999999, 0.13200000000000001, 3601]","[-0.22800000000000001, 0.14800000000000002, 3618]","[-0.22, 0.16000000000000003, 3635]","[-0.20799999999999999, 0.17200000000000004, 3651]","[-0.20000000000000001, 0.18000000000000005, 3668]","[-0.17999999999999999, 0.19999999999999996, 3685]","[-0.16400000000000001, 0.21599999999999997, 3701]","[-0.14799999999999999, 0.22399999999999998, 3718]","[-0.14000000000000001, 0.23199999999999998, 3734]","[-0.13200000000000001, 0.23999999999999999, 3751]","[-0.112, 0.248, 3767]","[-0.10000000000000001, 0.25600000000000001, 3784]","[-0.084000000000000005, 0.25600000000000001, 3801]","[-0.059999999999999998, 0.26000000000000001, 3834]","[-0.043999999999999997, 0.26000000000000001, 3851]","[-0.040000000000000001, 0.26000000000000001, 3867]","[-0.02, 0.26000000000000001, 3901]","[0.0080000000000000002, 0.25600000000000001, 3935]","[0.028000000000000001, 0.248, 3951]","[0.032000000000000001, 0.24399999999999999, 3968]","[0.043999999999999997, 0.23999999999999999, 3985]","[0.051999999999999998, 0.23599999999999999, 4001]","[0.064000000000000001, 0.22399999999999998, 4018]","[0.071999999999999995, 0.21199999999999997, 4035]","[0.087999999999999995, 0.19999999999999996, 4068]","[0.096000000000000002, 0.17600000000000005, 4084]","[0.104, 0.15600000000000003, 4102]","[0.108, 0.14400000000000002, 4119]","[0.11600000000000001, 0.128, 4151]","[0.128, 0.095999999999999974, 4184]","[0.13200000000000001, 0.067999999999999949, 4219]","[0.14000000000000001, 0.044000000000000039, 4252]","[0.14000000000000001, 0.020000000000000018, 4285]","[0.14399999999999999, -0.0080000000000000071, 4318]","[0.14399999999999999, -0.028000000000000025, 4352]","[0.14399999999999999, -0.05600000000000005, 4385]","[0.14000000000000001, -0.080000000000000071, 4419]","[0.13200000000000001, -0.10000000000000009, 4451]","[0.12, -0.12000000000000011, 4486]","[0.11600000000000001, -0.12000000000000011, 4519]","[0.11600000000000001, -0.12000000000000011, 4552]","[0.11600000000000001, -0.12000000000000011, 4585]","[0.11600000000000001, -0.12000000000000011, 4618]","[0.11600000000000001, -0.12000000000000011, 4653]","[0.11600000000000001, -0.12000000000000011, 4685]","[0.11600000000000001, -0.12000000000000011, 4718]","[0.11600000000000001, -0.12000000000000011, 4751]","[0.11600000000000001, -0.12000000000000011, 4786]","[0.11600000000000001, -0.12400000000000011, 4819]","[0.128, -0.14399999999999991, 4852]","[0.16, -0.19199999999999995, 4918]","[0.184, -0.22399999999999998, 4952]","[0.20799999999999999, -0.252, 4985]","[0.21199999999999999, -0.25600000000000001, 5019]","[0.21199999999999999, -0.26000000000000001, 5052]","[0.22, -0.26400000000000001, 5085]","[0.224, -0.26800000000000002, 5119]","[0.224, -0.26800000000000002, 5152]","[0.188, -0.23199999999999998, 5185]"
