"[-0.188, -0.21999999999999997, 1100]","[-0.184, -0.21599999999999997, 1117]","[-0.17199999999999999, -0.19599999999999995, 1133]","[-0.156, -0.16799999999999993, 1151]","[-0.11600000000000001, -0.1120000000000001, 1167]","[-0.080000000000000002, -0.06800000000000006, 1184]","[-0.040000000000000001, -0.032000000000000028, 1200]","[0.0080000000000000002, 0.012000000000000011, 1216]","[0.075999999999999998, 0.087999999999999967, 1234]","[0.11600000000000001, 0.13200000000000001, 1250]","[0.14799999999999999, 0.16800000000000004, 1267]","[0.16800000000000001, 0.19599999999999995, 1284]","[0.188, 0.22799999999999998, 1301]","[0.19600000000000001, 0.24399999999999999, 1317]","[0.20000000000000001, 0.252, 1334]"
"[-0.20000000000000001, 0.19599999999999995, 1751]","[-0.20000000000000001, 0.21599999999999997, 1784]","[-0.20000000000000001, 0.22799999999999998, 1800]","[-0.19600000000000001, 0.23199999999999998, 1818]","[-0.192, 0.23199999999999998, 1835]","[-0.17999999999999999, 0.22399999999999998, 1851]","[-0.16, 0.20799999999999996, 1868]","[-0.128, 0.19199999999999995, 1885]","[-0.068000000000000005, 0.14400000000000002, 1901]","[-0.016, 0.095999999999999974, 1918]","[0.032000000000000001, 0.040000000000000036, 1934]","[0.080000000000000002, -0.0040000000000000036, 1952]","[0.14399999999999999, -0.048000000000000043, 1968]","[0.184, -0.06800000000000006, 1985]","[0.21199999999999999, -0.080000000000000071, 2001]","[0.22800000000000001, -0.088000000000000078, 2017]","[0.23599999999999999, -0.092000000000000082, 2035]","[0.23599999999999999, -0.096000000000000085, 2051]","[0.23599999999999999, -0.096000000000000085, 2068]"
