"[-0.29199999999999998, 0.19999999999999996, 1716]","[-0.28799999999999998, 0.19599999999999995, 1732]","[-0.28000000000000003, 0.19599999999999995, 1749]","[-0.252, 0.19599999999999995, 1766]","[-0.23200000000000001, 0.19199999999999995, 1783]","[-0.19600000000000001, 0.18000000000000005, 1799]","[-0.16400000000000001, 0.17200000000000004, 1815]","[-0.12, 0.16800000000000004, 1833]","[-0.068000000000000005, 0.16800000000000004, 1849]","[-0.0080000000000000002, 0.17200000000000004, 1866]","[0.080000000000000002, 0.18400000000000005, 1883]","[0.13200000000000001, 0.19199999999999995, 1900]","[0.17199999999999999, 0.19199999999999995, 1916]","[0.20399999999999999, 0.19199999999999995, 1933]","[0.23200000000000001, 0.18000000000000005, 1950]","[0.26400000000000001, 0.16800000000000004, 1966]","[0.27600000000000002, 0.16400000000000003, 1983]","[0.28399999999999997, 0.16000000000000003, 2000]","[0.28799999999999998, 0.16000000000000003, 2016]","[0.29599999999999999, 0.16000000000000003, 2033]","[0.30399999999999999, 0.15600000000000003, 2050]"
"[-0.0080000000000000002, 0.18000000000000005, 2949]","[-0.0080000000000000002, 0.18000000000000005, 2983]","[-0.0080000000000000002, 0.18000000000000005, 2999]","[-0.0080000000000000002, 0.16800000000000004, 3017]","[-0.0080000000000000002, 0.15200000000000002, 3033]","[-0.0080000000000000002, 0.13600000000000001, 3049]","[-0.0080000000000000002, 0.10799999999999998, 3067]","[-0.0080000000000000002, 0.087999999999999967, 3083]","[-0.0080000000000000002, 0.063999999999999946, 3100]","[-0.0080000000000000002, 0.036000000000000032, 3116]","[-0.012, 0.0080000000000000071, 3133]","[-0.012, -0.036000000000000032, 3150]","[-0.012, -0.06800000000000006, 3166]","[-0.012, -0.096000000000000085, 3183]","[-0.0080000000000000002, -0.1160000000000001, 3200]","[-0.0040000000000000001, -0.1359999999999999, 3217]","[0.0040000000000000001, -0.15199999999999991, 3232]","[0.012, -0.15999999999999992, 3250]","[0.024, -0.16799999999999993, 3266]","[0.043999999999999997, -0.18399999999999994, 3283]","[0.056000000000000001, -0.18799999999999994, 3300]","[0.064000000000000001, -0.19199999999999995, 3316]","[0.071999999999999995, -0.19199999999999995, 3333]","[0.080000000000000002, -0.19199999999999995, 3350]","[0.096000000000000002, -0.19199999999999995, 3367]","[0.108, -0.19199999999999995, 3384]","[0.12, -0.19199999999999995, 3400]","[0.128, -0.18799999999999994, 3417]","[0.14000000000000001, -0.17999999999999994, 3434]","[0.14799999999999999, -0.16799999999999993, 3450]","[0.156, -0.15999999999999992, 3467]","[0.16400000000000001, -0.14399999999999991, 3483]","[0.17199999999999999, -0.12400000000000011, 3500]","[0.17599999999999999, -0.12000000000000011, 3517]","[0.17599999999999999, -0.1120000000000001, 3533]","[0.17599999999999999, -0.10400000000000009, 3550]","[0.17599999999999999, -0.10000000000000009, 3566]","[0.17599999999999999, -0.10000000000000009, 3584]","[0.17599999999999999, -0.096000000000000085, 3600]","[0.17599999999999999, -0.096000000000000085, 3617]","[0.17599999999999999, -0.096000000000000085, 3634]","[0.17599999999999999, -0.096000000000000085, 3666]"
"[-0.028000000000000001, -0.016000000000000014, 4634]","[-0.028000000000000001, -0.016000000000000014, 4667]","[-0.028000000000000001, -0.016000000000000014, 4684]","[-0.028000000000000001, -0.016000000000000014, 4701]","[-0.028000000000000001, -0.016000000000000014, 4718]","[-0.028000000000000001, -0.016000000000000014, 4733]","[-0.028000000000000001, -0.016000000000000014, 4751]","[-0.028000000000000001, -0.016000000000000014, 4767]","[-0.028000000000000001, -0.016000000000000014, 4784]","[-0.028000000000000001, -0.016000000000000014, 4800]","[-0.028000000000000001, -0.016000000000000014, 4817]","[-0.028000000000000001, -0.016000000000000014, 4834]","[-0.028000000000000001, -0.012000000000000011, 4851]","[-0.032000000000000001, -0.012000000000000011, 4867]","[-0.035999999999999997, -0.012000000000000011, 4883]","[-0.040000000000000001, -0.012000000000000011, 4901]","[-0.043999999999999997, -0.012000000000000011, 4917]","[-0.056000000000000001, -0.012000000000000011, 4933]","[-0.068000000000000005, -0.012000000000000011, 4950]","[-0.080000000000000002, -0.016000000000000014, 4967]","[-0.091999999999999998, -0.020000000000000018, 4984]","[-0.112, -0.028000000000000025, 5000]","[-0.124, -0.032000000000000028, 5017]","[-0.14000000000000001, -0.040000000000000036, 5034]","[-0.156, -0.052000000000000046, 5050]","[-0.17999999999999999, -0.06800000000000006, 5067]","[-0.192, -0.076000000000000068, 5084]","[-0.20000000000000001, -0.084000000000000075, 5101]","[-0.21199999999999999, -0.088000000000000078, 5117]","[-0.22, -0.096000000000000085, 5134]","[-0.22800000000000001, -0.10400000000000009, 5151]","[-0.23200000000000001, -0.1120000000000001, 5168]","[-0.23200000000000001, -0.12799999999999989, 5184]","[-0.23200000000000001, -0.14399999999999991, 5200]","[-0.23200000000000001, -0.15599999999999992, 5218]","[-0.22800000000000001, -0.15999999999999992, 5250]","[-0.22800000000000001, -0.15999999999999992, 5268]","[-0.224, -0.15999999999999992, 5284]","[-0.22, -0.15999999999999992, 5301]","[-0.216, -0.15999999999999992, 5317]","[-0.21199999999999999, -0.16399999999999992, 5334]","[-0.20000000000000001, -0.16399999999999992, 5367]"
