"[-0.17199999999999999, 0.099999999999999978, 1950]","[-0.17599999999999999, 0.099999999999999978, 1967]","[-0.17599999999999999, 0.099999999999999978, 1983]","[-0.17599999999999999, 0.099999999999999978, 2000]","[-0.17599999999999999, 0.099999999999999978, 2016]","[-0.17599999999999999, 0.099999999999999978, 2033]","[-0.17599999999999999, 0.095999999999999974, 2049]","[-0.17599999999999999, 0.091999999999999971, 2066]","[-0.17599999999999999, 0.087999999999999967, 2083]","[-0.17199999999999999, 0.083999999999999964, 2100]","[-0.16400000000000001, 0.083999999999999964, 2116]","[-0.152, 0.07999999999999996, 2133]","[-0.14000000000000001, 0.075999999999999956, 2150]","[-0.128, 0.071999999999999953, 2166]","[-0.11600000000000001, 0.067999999999999949, 2183]","[-0.10000000000000001, 0.067999999999999949, 2200]","[-0.096000000000000002, 0.063999999999999946, 2217]","[-0.071999999999999995, 0.063999999999999946, 2234]","[-0.051999999999999998, 0.063999999999999946, 2250]","[-0.035999999999999997, 0.063999999999999946, 2266]","[-0.02, 0.063999999999999946, 2283]","[0.0, 0.063999999999999946, 2300]","[0.028000000000000001, 0.063999999999999946, 2317]","[0.048000000000000001, 0.063999999999999946, 2333]","[0.059999999999999998, 0.063999999999999946, 2350]","[0.071999999999999995, 0.067999999999999949, 2366]","[0.091999999999999998, 0.067999999999999949, 2383]","[0.108, 0.071999999999999953, 2400]","[0.12, 0.075999999999999956, 2417]","[0.128, 0.075999999999999956, 2434]","[0.14000000000000001, 0.083999999999999964, 2450]","[0.14799999999999999, 0.087999999999999967, 2467]","[0.156, 0.095999999999999974, 2483]","[0.16400000000000001, 0.099999999999999978, 2500]","[0.16800000000000001, 0.10399999999999998, 2517]","[0.16800000000000001, 0.10399999999999998, 2534]","[0.16800000000000001, 0.10399999999999998, 2550]","[0.16800000000000001, 0.10399999999999998, 2566]","[0.16800000000000001, 0.10799999999999998, 2600]","[0.17599999999999999, 0.124, 2633]","[0.17599999999999999, 0.13600000000000001, 2667]","[0.17599999999999999, 0.14800000000000002, 2700]","[0.17599999999999999, 0.15600000000000003, 2734]","[0.16800000000000001, 0.16400000000000003, 2767]","[0.16, 0.17600000000000005, 2783]","[0.156, 0.18000000000000005, 2800]","[0.152, 0.18400000000000005, 2818]","[0.14000000000000001, 0.18799999999999994, 2850]","[0.12, 0.19199999999999995, 2884]","[0.104, 0.19199999999999995, 2917]","[0.096000000000000002, 0.19199999999999995, 2951]","[0.091999999999999998, 0.19599999999999995, 2984]","[0.087999999999999995, 0.19599999999999995, 3017]","[0.087999999999999995, 0.19599999999999995, 3050]","[0.087999999999999995, 0.19599999999999995, 3083]"
"[-0.14000000000000001, -0.20799999999999996, 4217]","[-0.14000000000000001, -0.21599999999999997, 4251]","[-0.14000000000000001, -0.21599999999999997, 4268]","[-0.14000000000000001, -0.21599999999999997, 4285]","[-0.14000000000000001, -0.21599999999999997, 4301]","[-0.14000000000000001, -0.21599999999999997, 4318]","[-0.14000000000000001, -0.21999999999999997, 4335]","[-0.14000000000000001, -0.21999999999999997, 4350]","[-0.14000000000000001, -0.21999999999999997, 4368]","[-0.14000000000000001, -0.21999999999999997, 4384]","[-0.14000000000000001, -0.21999999999999997, 4401]","[-0.14000000000000001, -0.21999999999999997, 4417]","[-0.14000000000000001, -0.21199999999999997, 4434]","[-0.13600000000000001, -0.20399999999999996, 4451]","[-0.13600000000000001, -0.18799999999999994, 4468]","[-0.13200000000000001, -0.17599999999999993, 4484]","[-0.13200000000000001, -0.16799999999999993, 4501]","[-0.124, -0.14799999999999991, 4518]","[-0.12, -0.1359999999999999, 4534]","[-0.12, -0.12400000000000011, 4551]","[-0.112, -0.1120000000000001, 4567]","[-0.108, -0.10400000000000009, 4584]","[-0.10000000000000001, -0.088000000000000078, 4601]","[-0.096000000000000002, -0.076000000000000068, 4618]","[-0.087999999999999995, -0.064000000000000057, 4634]","[-0.080000000000000002, -0.05600000000000005, 4651]","[-0.075999999999999998, -0.044000000000000039, 4668]","[-0.068000000000000005, -0.024000000000000021, 4685]","[-0.059999999999999998, -0.012000000000000011, 4702]","[-0.056000000000000001, 0.0, 4718]","[-0.048000000000000001, 0.012000000000000011, 4734]","[-0.040000000000000001, 0.020000000000000018, 4751]","[-0.040000000000000001, 0.020000000000000018, 4767]","[-0.035999999999999997, 0.020000000000000018, 4784]","[-0.032000000000000001, 0.020000000000000018, 4801]","[-0.024, 0.020000000000000018, 4817]","[-0.016, 0.024000000000000021, 4835]","[-0.0080000000000000002, 0.028000000000000025, 4852]","[0.0, 0.032000000000000028, 4868]","[0.0080000000000000002, 0.036000000000000032, 4884]","[0.016, 0.040000000000000036, 4918]","[0.028000000000000001, 0.040000000000000036, 4934]","[0.032000000000000001, 0.040000000000000036, 4951]","[0.048000000000000001, 0.040000000000000036, 4968]","[0.056000000000000001, 0.044000000000000039, 5001]","[0.071999999999999995, 0.048000000000000043, 5034]","[0.080000000000000002, 0.048000000000000043, 5068]","[0.087999999999999995, 0.044000000000000039, 5102]","[0.096000000000000002, 0.040000000000000036, 5135]","[0.104, 0.028000000000000025, 5167]","[0.112, 0.016000000000000014, 5201]","[0.11600000000000001, -0.0040000000000000036, 5234]","[0.124, -0.020000000000000018, 5268]","[0.13200000000000001, -0.040000000000000036, 5301]","[0.13600000000000001, -0.05600000000000005, 5334]","[0.14000000000000001, -0.072000000000000064, 5351]","[0.14399999999999999, -0.088000000000000078, 5384]","[0.14799999999999999, -0.10400000000000009, 5418]","[0.152, -0.12000000000000011, 5452]","[0.156, -0.1319999999999999, 5485]","[0.16, -0.14799999999999991, 5518]","[0.16400000000000001, -0.15999999999999992, 5551]","[0.16800000000000001, -0.16799999999999993, 5585]","[0.17199999999999999, -0.17999999999999994, 5619]","[0.17599999999999999, -0.19199999999999995, 5652]","[0.17999999999999999, -0.19999999999999996, 5685]","[0.17999999999999999, -0.21599999999999997, 5719]","[0.184, -0.21999999999999997, 5751]","[0.184, -0.22399999999999998, 5785]","[0.188, -0.22799999999999998, 5818]","[0.188, -0.23199999999999998, 5851]","[0.188, -0.23199999999999998, 5885]","[0.188, -0.23199999999999998, 5918]","[0.188, -0.23599999999999999, 5952]","[0.188, -0.23599999999999999, 5985]","[0.188, -0.23599999999999999, 6019]","[0.188, -0.24399999999999999, 6051]"
