"[-0.27200000000000002, 0.20799999999999996, 1115]","[-0.27200000000000002, 0.21199999999999997, 1132]","[-0.26800000000000002, 0.21199999999999997, 1149]","[-0.26800000000000002, 0.21199999999999997, 1166]","[-0.26800000000000002, 0.21199999999999997, 1182]","[-0.26800000000000002, 0.21199999999999997, 1199]","[-0.26800000000000002, 0.21199999999999997, 1216]","[-0.26800000000000002, 0.21199999999999997, 1233]","[-0.26800000000000002, 0.21199999999999997, 1249]","[-0.26800000000000002, 0.21199999999999997, 1266]","[-0.26800000000000002, 0.21199999999999997, 1282]","[-0.26800000000000002, 0.21199999999999997, 1298]","[-0.26400000000000001, 0.21199999999999997, 1316]","[-0.26000000000000001, 0.21199999999999997, 1332]","[-0.25600000000000001, 0.20799999999999996, 1349]","[-0.24399999999999999, 0.20799999999999996, 1365]","[-0.23200000000000001, 0.20799999999999996, 1383]","[-0.22, 0.20799999999999996, 1399]","[-0.20399999999999999, 0.20799999999999996, 1416]","[-0.184, 0.21199999999999997, 1433]","[-0.16400000000000001, 0.21599999999999997, 1449]","[-0.14799999999999999, 0.21599999999999997, 1466]","[-0.128, 0.21999999999999997, 1483]","[-0.10000000000000001, 0.21999999999999997, 1499]","[-0.084000000000000005, 0.22399999999999998, 1516]","[-0.056000000000000001, 0.22799999999999998, 1533]","[-0.048000000000000001, 0.22799999999999998, 1549]","[-0.028000000000000001, 0.22799999999999998, 1566]","[-0.02, 0.22799999999999998, 1583]","[-0.0080000000000000002, 0.22799999999999998, 1600]","[0.0040000000000000001, 0.22799999999999998, 1616]","[0.028000000000000001, 0.22799999999999998, 1632]","[0.048000000000000001, 0.22799999999999998, 1650]","[0.068000000000000005, 0.22799999999999998, 1667]","[0.087999999999999995, 0.22799999999999998, 1683]","[0.096000000000000002, 0.22799999999999998, 1699]","[0.104, 0.22799999999999998, 1716]","[0.112, 0.22799999999999998, 1732]","[0.13200000000000001, 0.22799999999999998, 1750]","[0.14000000000000001, 0.23199999999999998, 1765]","[0.16, 0.23199999999999998, 1783]","[0.16800000000000001, 0.23199999999999998, 1816]","[0.184, 0.23199999999999998, 1850]","[0.21199999999999999, 0.23199999999999998, 1866]","[0.22, 0.23599999999999999, 1883]","[0.224, 0.23599999999999999, 1916]","[0.224, 0.23599999999999999, 1933]"
"[-0.024, 0.21999999999999997, 3250]","[-0.024, 0.21599999999999997, 3283]","[-0.024, 0.21599999999999997, 3300]","[-0.024, 0.21599999999999997, 3316]","[-0.024, 0.21599999999999997, 3333]","[-0.024, 0.21599999999999997, 3350]","[-0.024, 0.21599999999999997, 3367]","[-0.024, 0.20799999999999996, 3383]","[-0.024, 0.19999999999999996, 3401]","[-0.02, 0.18400000000000005, 3416]","[-0.016, 0.16800000000000004, 3434]","[-0.012, 0.13600000000000001, 3450]","[-0.012, 0.11599999999999999, 3467]","[-0.012, 0.095999999999999974, 3483]","[-0.0080000000000000002, 0.075999999999999956, 3500]","[-0.0040000000000000001, 0.040000000000000036, 3516]","[0.0, 0.012000000000000011, 3533]","[0.0, -0.012000000000000011, 3550]","[0.0040000000000000001, -0.036000000000000032, 3567]","[0.0080000000000000002, -0.072000000000000064, 3583]","[0.012, -0.092000000000000082, 3600]","[0.016, -0.1080000000000001, 3617]","[0.02, -0.12400000000000011, 3633]","[0.028000000000000001, -0.14399999999999991, 3650]","[0.035999999999999997, -0.15599999999999992, 3667]","[0.040000000000000001, -0.16799999999999993, 3684]","[0.048000000000000001, -0.17599999999999993, 3701]","[0.059999999999999998, -0.19199999999999995, 3717]","[0.068000000000000005, -0.20799999999999996, 3734]","[0.080000000000000002, -0.21599999999999997, 3750]","[0.096000000000000002, -0.22799999999999998, 3767]","[0.104, -0.23199999999999998, 3784]","[0.11600000000000001, -0.23599999999999999, 3800]","[0.124, -0.23599999999999999, 3817]","[0.128, -0.23599999999999999, 3834]","[0.13600000000000001, -0.23599999999999999, 3850]","[0.14399999999999999, -0.23599999999999999, 3867]","[0.16, -0.22799999999999998, 3884]","[0.16800000000000001, -0.21999999999999997, 3901]","[0.17599999999999999, -0.21199999999999997, 3917]","[0.17999999999999999, -0.20799999999999996, 3934]","[0.184, -0.20399999999999996, 3951]","[0.188, -0.19199999999999995, 3967]","[0.19600000000000001, -0.17599999999999993, 3984]","[0.20000000000000001, -0.15999999999999992, 4002]","[0.20000000000000001, -0.15199999999999991, 4018]","[0.20000000000000001, -0.14799999999999991, 4034]","[0.20000000000000001, -0.14399999999999991, 4050]","[0.20000000000000001, -0.14399999999999991, 4067]","[0.20000000000000001, -0.14399999999999991, 4084]","[0.20000000000000001, -0.14399999999999991, 4117]"
"[-0.024, -0.0080000000000000071, 5151]","[-0.024, -0.0080000000000000071, 5202]","[-0.032000000000000001, -0.0080000000000000071, 5218]","[-0.032000000000000001, -0.0080000000000000071, 5234]","[-0.032000000000000001, -0.0080000000000000071, 5252]","[-0.032000000000000001, -0.0080000000000000071, 5267]","[-0.035999999999999997, -0.0080000000000000071, 5285]","[-0.035999999999999997, -0.0080000000000000071, 5302]","[-0.040000000000000001, -0.0080000000000000071, 5318]","[-0.043999999999999997, -0.0080000000000000071, 5334]","[-0.048000000000000001, -0.0080000000000000071, 5351]","[-0.056000000000000001, -0.0080000000000000071, 5367]","[-0.068000000000000005, -0.0080000000000000071, 5385]","[-0.075999999999999998, -0.0080000000000000071, 5402]","[-0.091999999999999998, -0.012000000000000011, 5417]","[-0.104, -0.012000000000000011, 5435]","[-0.124, -0.016000000000000014, 5451]","[-0.14000000000000001, -0.020000000000000018, 5468]","[-0.16, -0.024000000000000021, 5484]","[-0.17599999999999999, -0.028000000000000025, 5501]","[-0.188, -0.028000000000000025, 5518]","[-0.20000000000000001, -0.032000000000000028, 5534]","[-0.20799999999999999, -0.036000000000000032, 5551]","[-0.216, -0.036000000000000032, 5567]","[-0.22, -0.040000000000000036, 5584]","[-0.224, -0.044000000000000039, 5601]","[-0.224, -0.044000000000000039, 5618]","[-0.22800000000000001, -0.048000000000000043, 5634]","[-0.22800000000000001, -0.048000000000000043, 5651]","[-0.22800000000000001, -0.048000000000000043, 5668]","[-0.22800000000000001, -0.052000000000000046, 5684]","[-0.22800000000000001, -0.05600000000000005, 5702]","[-0.22800000000000001, -0.060000000000000053, 5717]","[-0.22800000000000001, -0.064000000000000057, 5734]","[-0.22800000000000001, -0.06800000000000006, 5751]","[-0.23200000000000001, -0.080000000000000071, 5768]","[-0.23599999999999999, -0.084000000000000075, 5784]"
