"[-0.184, 0.21999999999999997, 983]","[-0.192, 0.21199999999999997, 1000]","[-0.192, 0.21199999999999997, 1016]","[-0.192, 0.21199999999999997, 1032]","[-0.188, 0.21199999999999997, 1050]","[-0.184, 0.21199999999999997, 1066]","[-0.17199999999999999, 0.21199999999999997, 1083]","[-0.16, 0.21199999999999997, 1100]","[-0.128, 0.21199999999999997, 1116]","[-0.10000000000000001, 0.21199999999999997, 1133]","[-0.068000000000000005, 0.22399999999999998, 1150]","[-0.028000000000000001, 0.23599999999999999, 1166]","[0.028000000000000001, 0.24399999999999999, 1183]","[0.068000000000000005, 0.24399999999999999, 1200]","[0.10000000000000001, 0.24399999999999999, 1216]","[0.13200000000000001, 0.24399999999999999, 1233]","[0.16400000000000001, 0.24399999999999999, 1250]","[0.17599999999999999, 0.24399999999999999, 1267]","[0.17999999999999999, 0.24399999999999999, 1283]","[0.17999999999999999, 0.24399999999999999, 1300]"
"[-0.032000000000000001, 0.22399999999999998, 2151]","[-0.035999999999999997, 0.22399999999999998, 2183]","[-0.035999999999999997, 0.22399999999999998, 2200]","[-0.035999999999999997, 0.22399999999999998, 2218]","[-0.035999999999999997, 0.21999999999999997, 2234]","[-0.024, 0.20399999999999996, 2251]","[-0.0080000000000000002, 0.17600000000000005, 2268]","[0.0080000000000000002, 0.14000000000000001, 2285]","[0.02, 0.083999999999999964, 2301]","[0.02, 0.05600000000000005, 2317]","[0.02, 0.036000000000000032, 2334]","[0.016, 0.024000000000000021, 2351]","[0.012, 0.016000000000000014, 2368]"
"[-0.152, -0.024000000000000021, 3235]","[-0.156, -0.028000000000000025, 3263]","[-0.156, -0.028000000000000025, 3276]","[-0.156, -0.028000000000000025, 3289]","[-0.156, -0.028000000000000025, 3302]","[-0.156, -0.028000000000000025, 3318]","[-0.152, -0.024000000000000021, 3334]","[-0.14000000000000001, -0.016000000000000014, 3352]","[-0.128, -0.012000000000000011, 3368]","[-0.11600000000000001, -0.0080000000000000071, 3385]","[-0.087999999999999995, 0.0040000000000000036, 3401]","[-0.071999999999999995, 0.0080000000000000071, 3418]","[-0.051999999999999998, 0.012000000000000011, 3435]","[-0.035999999999999997, 0.016000000000000014, 3452]","[-0.016, 0.020000000000000018, 3469]","[0.016, 0.028000000000000025, 3484]","[0.035999999999999997, 0.032000000000000028, 3502]","[0.056000000000000001, 0.032000000000000028, 3518]","[0.071999999999999995, 0.032000000000000028, 3535]","[0.091999999999999998, 0.024000000000000021, 3551]","[0.108, 0.016000000000000014, 3568]","[0.12, 0.0080000000000000071, 3585]","[0.14000000000000001, -0.012000000000000011, 3601]","[0.156, -0.028000000000000025, 3620]","[0.17199999999999999, -0.048000000000000043, 3636]","[0.188, -0.06800000000000006, 3652]","[0.20000000000000001, -0.088000000000000078, 3669]","[0.21199999999999999, -0.1160000000000001, 3685]","[0.216, -0.12799999999999989, 3702]","[0.22, -0.1319999999999999, 3718]"
