"[-0.156, 0.28800000000000003, 765]","[-0.156, 0.28800000000000003, 782]","[-0.156, 0.26800000000000002, 799]","[-0.156, 0.20799999999999996, 815]","[-0.14799999999999999, 0.124, 832]","[-0.13200000000000001, -0.012000000000000011, 848]","[-0.128, -0.096000000000000085, 865]","[-0.124, -0.16799999999999993, 882]","[-0.124, -0.24399999999999999, 899]","[-0.12, -0.26000000000000001, 915]","[-0.11600000000000001, -0.29600000000000004, 932]","[-0.11600000000000001, -0.30400000000000005, 949]","[-0.11600000000000001, -0.30800000000000005, 966]","[-0.11600000000000001, -0.30800000000000005, 982]","[-0.11600000000000001, -0.30400000000000005, 999]","[-0.11600000000000001, -0.29600000000000004, 1016]","[-0.11600000000000001, -0.26400000000000001, 1033]"
"[0.087999999999999995, 0.18799999999999994, 1249]","[0.091999999999999998, 0.19199999999999995, 1282]","[0.091999999999999998, 0.19199999999999995, 1299]","[0.091999999999999998, 0.18799999999999994, 1315]","[0.087999999999999995, 0.17600000000000005, 1332]","[0.056000000000000001, 0.13600000000000001, 1349]","[0.02, 0.095999999999999974, 1365]","[-0.024, 0.05600000000000005, 1389]","[-0.087999999999999995, -0.0040000000000000036, 1399]","[-0.104, -0.020000000000000018, 1415]","[-0.13200000000000001, -0.05600000000000005, 1432]","[-0.14399999999999999, -0.072000000000000064, 1449]","[-0.152, -0.080000000000000071, 1465]","[-0.156, -0.084000000000000075, 1482]","[-0.156, -0.084000000000000075, 1498]","[-0.156, -0.084000000000000075, 1516]","[-0.156, -0.084000000000000075, 1532]","[-0.156, -0.084000000000000075, 1551]","[-0.156, -0.088000000000000078, 1565]","[-0.156, -0.088000000000000078, 1582]","[-0.156, -0.088000000000000078, 1599]","[-0.152, -0.092000000000000082, 1615]","[-0.14000000000000001, -0.10000000000000009, 1632]","[-0.12, -0.1120000000000001, 1648]","[-0.091999999999999998, -0.1319999999999999, 1666]","[-0.051999999999999998, -0.15999999999999992, 1683]","[0.0080000000000000002, -0.20399999999999996, 1699]","[0.048000000000000001, -0.23199999999999998, 1720]","[0.096000000000000002, -0.26800000000000002, 1750]","[0.13200000000000001, -0.30000000000000004, 1765]","[0.14000000000000001, -0.31200000000000006, 1782]","[0.14799999999999999, -0.31600000000000006, 1800]","[0.152, -0.31600000000000006, 1816]","[0.152, -0.31600000000000006, 1833]","[0.152, -0.31600000000000006, 1849]","[0.152, -0.31600000000000006, 1865]","[0.152, -0.31600000000000006, 1882]","[0.152, -0.31600000000000006, 1899]"
