"[0.156, 0.23999999999999999, 750]","[0.14799999999999999, 0.23599999999999999, 767]","[0.14000000000000001, 0.23199999999999998, 783]","[0.128, 0.21999999999999997, 799]","[0.112, 0.20399999999999996, 817]","[0.087999999999999995, 0.17600000000000005, 833]","[0.059999999999999998, 0.14000000000000001, 850]","[-0.0040000000000000001, 0.05600000000000005, 868]","[-0.051999999999999998, -0.016000000000000014, 883]","[-0.096000000000000002, -0.076000000000000068, 900]","[-0.128, -0.12400000000000011, 916]","[-0.156, -0.15999999999999992, 933]","[-0.16800000000000001, -0.17599999999999993, 950]","[-0.17199999999999999, -0.17999999999999994, 966]","[-0.17199999999999999, -0.17999999999999994, 986]"
"[-0.20399999999999999, 0.28400000000000003, 1283]","[-0.19600000000000001, 0.28800000000000003, 1322]","[-0.192, 0.28800000000000003, 1334]","[-0.192, 0.28800000000000003, 1349]","[-0.188, 0.28800000000000003, 1367]","[-0.16, 0.252, 1383]","[-0.128, 0.19999999999999996, 1399]","[-0.084000000000000005, 0.13200000000000001, 1417]","[-0.035999999999999997, 0.060000000000000053, 1434]","[0.032000000000000001, -0.036000000000000032, 1450]","[0.068000000000000005, -0.084000000000000075, 1466]","[0.10000000000000001, -0.12400000000000011, 1483]","[0.128, -0.15199999999999991, 1500]","[0.152, -0.16799999999999993, 1517]"
