"[0.21199999999999999, 0.25600000000000001, 999]","[0.21199999999999999, 0.26800000000000002, 1015]","[0.21199999999999999, 0.26800000000000002, 1032]","[0.21199999999999999, 0.27200000000000002, 1048]","[0.21199999999999999, 0.27200000000000002, 1066]","[0.21199999999999999, 0.27200000000000002, 1082]","[0.21199999999999999, 0.27200000000000002, 1099]","[0.20799999999999999, 0.27200000000000002, 1115]","[0.20000000000000001, 0.26400000000000001, 1132]","[0.17599999999999999, 0.23999999999999999, 1149]","[0.156, 0.21999999999999997, 1166]","[0.13200000000000001, 0.19199999999999995, 1183]","[0.112, 0.16400000000000003, 1199]","[0.084000000000000005, 0.124, 1215]","[0.068000000000000005, 0.091999999999999971, 1232]","[0.048000000000000001, 0.067999999999999949, 1249]","[0.02, 0.032000000000000028, 1282]","[-0.016, -0.0040000000000000036, 1300]","[-0.051999999999999998, -0.028000000000000025, 1332]","[-0.087999999999999995, -0.048000000000000043, 1349]","[-0.13200000000000001, -0.080000000000000071, 1384]","[-0.152, -0.10000000000000009, 1399]","[-0.156, -0.1080000000000001, 1416]","[-0.16, -0.1120000000000001, 1433]","[-0.16400000000000001, -0.1160000000000001, 1449]","[-0.16400000000000001, -0.12000000000000011, 1467]","[-0.16800000000000001, -0.1319999999999999, 1482]","[-0.17199999999999999, -0.1359999999999999, 1500]","[-0.17599999999999999, -0.1399999999999999, 1516]","[-0.17599999999999999, -0.14399999999999991, 1532]","[-0.17999999999999999, -0.14799999999999991, 1549]","[-0.17999999999999999, -0.15199999999999991, 1565]","[-0.184, -0.15199999999999991, 1583]"
"[-0.16400000000000001, 0.23599999999999999, 2200]","[-0.16800000000000001, 0.24399999999999999, 2234]","[-0.16800000000000001, 0.24399999999999999, 2251]","[-0.16800000000000001, 0.248, 2266]","[-0.16800000000000001, 0.248, 2284]","[-0.16800000000000001, 0.248, 2299]","[-0.16800000000000001, 0.252, 2317]","[-0.16800000000000001, 0.252, 2333]","[-0.16800000000000001, 0.252, 2350]","[-0.16400000000000001, 0.24399999999999999, 2366]","[-0.13600000000000001, 0.21999999999999997, 2383]","[-0.128, 0.21199999999999997, 2400]","[-0.091999999999999998, 0.18000000000000005, 2417]","[-0.059999999999999998, 0.14400000000000002, 2433]","[-0.051999999999999998, 0.13200000000000001, 2450]","[-0.024, 0.095999999999999974, 2466]","[-0.0080000000000000002, 0.075999999999999956, 2483]","[0.012, 0.05600000000000005, 2500]","[0.028000000000000001, 0.036000000000000032, 2516]","[0.043999999999999997, 0.016000000000000014, 2550]","[0.080000000000000002, -0.024000000000000021, 2584]","[0.096000000000000002, -0.040000000000000036, 2600]","[0.104, -0.05600000000000005, 2617]","[0.112, -0.06800000000000006, 2634]","[0.12, -0.080000000000000071, 2650]","[0.128, -0.092000000000000082, 2668]","[0.14399999999999999, -0.1160000000000001, 2684]","[0.156, -0.1319999999999999, 2700]","[0.16800000000000001, -0.14399999999999991, 2717]","[0.17999999999999999, -0.15999999999999992, 2734]","[0.188, -0.16799999999999993, 2750]","[0.188, -0.17199999999999993, 2767]","[0.188, -0.17199999999999993, 2784]","[0.188, -0.17199999999999993, 2801]","[0.188, -0.17199999999999993, 2819]"
