"[-0.128, 0.23999999999999999, 2317]","[-0.128, 0.23999999999999999, 2333]","[-0.128, 0.23999999999999999, 2350]","[-0.128, 0.23999999999999999, 2367]","[-0.128, 0.23999999999999999, 2382]","[-0.128, 0.23999999999999999, 2400]","[-0.128, 0.23999999999999999, 2417]","[-0.128, 0.23999999999999999, 2433]","[-0.128, 0.23999999999999999, 2449]","[-0.128, 0.23999999999999999, 2467]","[-0.128, 0.23999999999999999, 2484]","[-0.128, 0.23999999999999999, 2500]","[-0.128, 0.23999999999999999, 2516]","[-0.128, 0.23999999999999999, 2532]","[-0.128, 0.23999999999999999, 2549]","[-0.128, 0.23999999999999999, 2566]","[-0.128, 0.23999999999999999, 2583]","[-0.128, 0.23999999999999999, 2600]","[-0.128, 0.23999999999999999, 2616]","[-0.128, 0.23999999999999999, 2633]","[-0.128, 0.23999999999999999, 2649]","[-0.128, 0.23999999999999999, 2667]","[-0.128, 0.23999999999999999, 2683]","[-0.128, 0.23999999999999999, 2699]","[-0.13200000000000001, 0.23199999999999998, 2716]","[-0.13600000000000001, 0.22799999999999998, 2733]","[-0.13600000000000001, 0.22799999999999998, 2749]","[-0.13600000000000001, 0.22399999999999998, 2766]","[-0.14000000000000001, 0.21599999999999997, 2783]","[-0.14000000000000001, 0.20799999999999996, 2799]","[-0.14000000000000001, 0.20399999999999996, 2816]","[-0.14000000000000001, 0.19599999999999995, 2833]","[-0.14399999999999999, 0.19199999999999995, 2849]","[-0.14399999999999999, 0.18000000000000005, 2866]","[-0.14399999999999999, 0.17200000000000004, 2883]","[-0.14799999999999999, 0.16400000000000003, 2899]","[-0.14799999999999999, 0.15600000000000003, 2917]","[-0.14799999999999999, 0.14800000000000002, 2934]","[-0.14799999999999999, 0.14000000000000001, 2949]","[-0.152, 0.13200000000000001, 2967]","[-0.152, 0.12, 2984]","[-0.152, 0.10799999999999998, 3000]","[-0.152, 0.091999999999999971, 3034]","[-0.156, 0.05600000000000005, 3067]","[-0.16, 0.028000000000000025, 3100]","[-0.16400000000000001, -0.0080000000000000071, 3133]","[-0.16800000000000001, -0.032000000000000028, 3166]","[-0.16800000000000001, -0.064000000000000057, 3200]","[-0.16800000000000001, -0.10400000000000009, 3233]","[-0.16800000000000001, -0.1399999999999999, 3266]","[-0.16800000000000001, -0.17199999999999993, 3300]","[-0.16800000000000001, -0.20399999999999996, 3334]","[-0.16800000000000001, -0.23599999999999999, 3367]","[-0.16800000000000001, -0.25600000000000001, 3400]","[-0.16800000000000001, -0.28000000000000003, 3433]","[-0.16800000000000001, -0.29600000000000004, 3451]","[-0.16800000000000001, -0.31200000000000006, 3484]","[-0.16800000000000001, -0.32400000000000007, 3517]","[-0.16800000000000001, -0.34400000000000008, 3549]","[-0.16400000000000001, -0.34800000000000009, 3583]","[-0.16400000000000001, -0.34800000000000009, 3617]","[-0.16400000000000001, -0.34800000000000009, 3650]","[-0.16400000000000001, -0.34800000000000009, 3684]"
"[0.084000000000000005, 0.032000000000000028, 5600]","[0.087999999999999995, 0.036000000000000032, 5634]","[0.087999999999999995, 0.036000000000000032, 5651]","[0.096000000000000002, 0.044000000000000039, 5668]","[0.10000000000000001, 0.044000000000000039, 5685]","[0.10000000000000001, 0.044000000000000039, 5701]","[0.10000000000000001, 0.044000000000000039, 5718]","[0.10000000000000001, 0.044000000000000039, 5734]","[0.10000000000000001, 0.044000000000000039, 5751]","[0.10000000000000001, 0.044000000000000039, 5768]","[0.10000000000000001, 0.044000000000000039, 5784]","[0.10000000000000001, 0.044000000000000039, 5801]","[0.10000000000000001, 0.044000000000000039, 5817]","[0.10000000000000001, 0.044000000000000039, 5835]","[0.10000000000000001, 0.044000000000000039, 5852]","[0.10000000000000001, 0.044000000000000039, 5868]","[0.10000000000000001, 0.040000000000000036, 5885]","[0.096000000000000002, 0.032000000000000028, 5901]","[0.096000000000000002, 0.032000000000000028, 5917]","[0.087999999999999995, 0.024000000000000021, 5934]","[0.084000000000000005, 0.016000000000000014, 5951]","[0.075999999999999998, 0.0080000000000000071, 5968]","[0.056000000000000001, -0.0080000000000000071, 5985]","[0.048000000000000001, -0.016000000000000014, 6002]","[0.035999999999999997, -0.024000000000000021, 6018]","[0.028000000000000001, -0.032000000000000028, 6034]","[0.02, -0.040000000000000036, 6052]","[0.0040000000000000001, -0.052000000000000046, 6068]","[-0.0080000000000000002, -0.060000000000000053, 6085]","[-0.02, -0.06800000000000006, 6101]","[-0.028000000000000001, -0.076000000000000068, 6118]","[-0.040000000000000001, -0.088000000000000078, 6134]","[-0.048000000000000001, -0.096000000000000085, 6151]","[-0.051999999999999998, -0.10000000000000009, 6168]","[-0.059999999999999998, -0.10400000000000009, 6184]","[-0.068000000000000005, -0.1120000000000001, 6202]","[-0.084000000000000005, -0.12400000000000011, 6235]","[-0.104, -0.1399999999999999, 6268]","[-0.11600000000000001, -0.14799999999999991, 6285]","[-0.128, -0.15599999999999992, 6301]","[-0.13600000000000001, -0.15999999999999992, 6318]","[-0.14399999999999999, -0.16399999999999992, 6335]","[-0.14399999999999999, -0.16399999999999992, 6351]","[-0.14399999999999999, -0.16399999999999992, 6368]","[-0.14399999999999999, -0.16399999999999992, 6384]","[-0.14799999999999999, -0.16399999999999992, 6418]","[-0.14799999999999999, -0.16399999999999992, 6452]","[-0.14799999999999999, -0.16399999999999992, 6486]","[-0.14799999999999999, -0.16799999999999993, 6518]","[-0.14799999999999999, -0.16799999999999993, 6551]","[-0.14799999999999999, -0.16799999999999993, 6568]","[-0.14799999999999999, -0.16799999999999993, 6602]","[-0.13600000000000001, -0.17999999999999994, 6634]","[-0.11600000000000001, -0.19199999999999995, 6668]","[-0.084000000000000005, -0.21199999999999997, 6701]","[-0.064000000000000001, -0.22799999999999998, 6735]","[-0.040000000000000001, -0.24399999999999999, 6777]","[-0.02, -0.25600000000000001, 6802]","[-0.0040000000000000001, -0.26400000000000001, 6835]","[0.0040000000000000001, -0.27600000000000002, 6869]","[0.02, -0.28400000000000003, 6902]","[0.040000000000000001, -0.30000000000000004, 6935]","[0.064000000000000001, -0.31600000000000006, 6969]","[0.084000000000000005, -0.33200000000000007, 7001]","[0.108, -0.34800000000000009, 7035]","[0.13600000000000001, -0.3640000000000001, 7069]","[0.14799999999999999, -0.3680000000000001, 7102]","[0.152, -0.37200000000000011, 7135]","[0.152, -0.37200000000000011, 7169]","[0.152, -0.37200000000000011, 7202]","[0.152, -0.37200000000000011, 7235]","[0.152, -0.37200000000000011, 7269]"
