"[-0.29199999999999998, 0.10799999999999998, 23527]","[-0.29599999999999999, 0.10799999999999998, 23543]","[-0.29599999999999999, 0.10799999999999998, 23561]","[-0.29599999999999999, 0.10799999999999998, 23577]","[-0.29999999999999999, 0.10799999999999998, 23593]","[-0.308, 0.11599999999999999, 23610]","[-0.32000000000000001, 0.128, 23626]","[-0.32800000000000001, 0.14400000000000002, 23650]","[-0.33600000000000002, 0.16800000000000004, 23660]","[-0.34000000000000002, 0.18799999999999994, 23676]","[-0.34000000000000002, 0.20399999999999996, 23693]","[-0.33600000000000002, 0.21999999999999997, 23710]","[-0.32800000000000001, 0.22799999999999998, 23727]","[-0.312, 0.23199999999999998, 23743]","[-0.30399999999999999, 0.23199999999999998, 23760]","[-0.28799999999999998, 0.21999999999999997, 23777]","[-0.27600000000000002, 0.19999999999999996, 23794]","[-0.26400000000000001, 0.16400000000000003, 23809]","[-0.25600000000000001, 0.14000000000000001, 23827]","[-0.252, 0.12, 23843]","[-0.248, 0.099999999999999978, 23861]","[-0.248, 0.083999999999999964, 23877]","[-0.24399999999999999, 0.071999999999999953, 23893]","[-0.24399999999999999, 0.063999999999999946, 23910]","[-0.24399999999999999, 0.060000000000000053, 23927]","[-0.24399999999999999, 0.060000000000000053, 23944]","[-0.24399999999999999, 0.060000000000000053, 23960]","[-0.24399999999999999, 0.060000000000000053, 23977]","[-0.24399999999999999, 0.060000000000000053, 24000]","[-0.24399999999999999, 0.060000000000000053, 24027]","[-0.24399999999999999, 0.060000000000000053, 24044]","[-0.24399999999999999, 0.060000000000000053, 24060]","[-0.24399999999999999, 0.060000000000000053, 24077]","[-0.24399999999999999, 0.060000000000000053, 24093]","[-0.24399999999999999, 0.060000000000000053, 24110]","[-0.24399999999999999, 0.060000000000000053, 24127]","[-0.24399999999999999, 0.063999999999999946, 24144]","[-0.23599999999999999, 0.083999999999999964, 24160]","[-0.23200000000000001, 0.10399999999999998, 24177]","[-0.224, 0.12, 24194]","[-0.216, 0.14800000000000002, 24211]","[-0.20799999999999999, 0.16400000000000003, 24244]","[-0.188, 0.19199999999999995, 24277]","[-0.17199999999999999, 0.20399999999999996, 24294]","[-0.16400000000000001, 0.21199999999999997, 24310]","[-0.16, 0.21599999999999997, 24344]","[-0.14000000000000001, 0.21999999999999997, 24378]","[-0.128, 0.21599999999999997, 24394]","[-0.12, 0.21199999999999997, 24411]","[-0.104, 0.19999999999999996, 24443]","[-0.091999999999999998, 0.17200000000000004, 24477]","[-0.087999999999999995, 0.14800000000000002, 24494]","[-0.087999999999999995, 0.124, 24527]","[-0.087999999999999995, 0.087999999999999967, 24560]","[-0.096000000000000002, 0.048000000000000043, 24594]","[-0.112, 0.016000000000000014, 24627]","[-0.13200000000000001, -0.012000000000000011, 24661]","[-0.156, -0.028000000000000025, 24694]","[-0.20000000000000001, -0.048000000000000043, 24727]","[-0.24399999999999999, -0.064000000000000057, 24745]","[-0.26400000000000001, -0.072000000000000064, 24777]","[-0.29999999999999999, -0.092000000000000082, 24811]","[-0.32000000000000001, -0.1080000000000001, 24844]","[-0.34799999999999998, -0.14399999999999991, 24877]","[-0.36399999999999999, -0.17199999999999993, 24912]","[-0.376, -0.21199999999999997, 24944]","[-0.38, -0.24399999999999999, 24977]","[-0.38, -0.28400000000000003, 25011]","[-0.372, -0.31600000000000006, 25044]","[-0.35999999999999999, -0.34000000000000008, 25077]","[-0.32800000000000001, -0.37200000000000011, 25111]","[-0.28799999999999998, -0.3919999999999999, 25144]","[-0.24399999999999999, -0.3919999999999999, 25179]","[-0.188, -0.3919999999999999, 25211]","[-0.152, -0.3879999999999999, 25243]","[-0.11600000000000001, -0.37200000000000011, 25277]","[-0.075999999999999998, -0.35600000000000009, 25311]","[-0.051999999999999998, -0.34400000000000008, 25344]","[-0.028000000000000001, -0.32800000000000007, 25377]","[-0.012, -0.31200000000000006, 25412]","[0.0, -0.30000000000000004, 25461]","[0.0040000000000000001, -0.30000000000000004, 25494]","[0.0080000000000000002, -0.29200000000000004, 25528]","[0.0080000000000000002, -0.29200000000000004, 25562]","[0.0080000000000000002, -0.28800000000000003, 25595]","[0.012, -0.28800000000000003, 25628]","[0.012, -0.28800000000000003, 25661]","[0.012, -0.28800000000000003, 25695]","[0.012, -0.28800000000000003, 25728]","[0.012, -0.28800000000000003, 25761]","[0.012, -0.28400000000000003, 25795]","[0.016, -0.28000000000000003, 25828]","[0.016, -0.28000000000000003, 25861]","[0.02, -0.27200000000000002, 25895]","[0.02, -0.26800000000000002, 25928]","[0.024, -0.26400000000000001, 25961]","[0.028000000000000001, -0.25600000000000001, 25994]","[0.028000000000000001, -0.248, 26029]","[0.032000000000000001, -0.23199999999999998, 26061]","[0.032000000000000001, -0.22399999999999998, 26095]","[0.035999999999999997, -0.21199999999999997, 26127]","[0.035999999999999997, -0.20799999999999996, 26161]","[0.040000000000000001, -0.19999999999999996, 26195]","[0.043999999999999997, -0.19199999999999995, 26228]","[0.043999999999999997, -0.18799999999999994, 26261]","[0.043999999999999997, -0.17999999999999994, 26295]"
"[0.02, 0.26400000000000001, 26762]","[0.012, 0.20399999999999996, 26811]","[0.012, 0.16800000000000004, 26828]","[0.012, 0.128, 26845]","[0.012, 0.087999999999999967, 26861]","[0.012, 0.044000000000000039, 26878]","[0.012, -0.028000000000000025, 26895]","[0.012, -0.072000000000000064, 26912]","[0.016, -0.1120000000000001, 26928]","[0.02, -0.16399999999999992, 26944]","[0.02, -0.19599999999999995, 26961]","[0.024, -0.21999999999999997, 26979]","[0.024, -0.248, 26995]","[0.024, -0.28000000000000003, 27011]","[0.028000000000000001, -0.30000000000000004, 27028]","[0.032000000000000001, -0.31600000000000006, 27045]","[0.032000000000000001, -0.33200000000000007, 27062]","[0.032000000000000001, -0.34800000000000009, 27078]","[0.032000000000000001, -0.35600000000000009, 27095]","[0.032000000000000001, -0.3640000000000001, 27111]","[0.032000000000000001, -0.37200000000000011, 27128]","[0.032000000000000001, -0.37200000000000011, 27145]","[0.032000000000000001, -0.37200000000000011, 27162]","[0.035999999999999997, -0.37200000000000011, 27179]","[0.035999999999999997, -0.37200000000000011, 27195]","[0.035999999999999997, -0.37200000000000011, 27212]","[0.035999999999999997, -0.37200000000000011, 27229]","[0.035999999999999997, -0.37200000000000011, 27245]","[0.035999999999999997, -0.37200000000000011, 27262]","[0.035999999999999997, -0.37200000000000011, 27278]","[0.035999999999999997, -0.37200000000000011, 27295]","[0.035999999999999997, -0.37200000000000011, 27313]","[0.035999999999999997, -0.3680000000000001, 27329]"
